,0,1,2,3,4,5,6
0,431.769705311,372.084822293,0.0,0.0,0.0,299.442180063,439.139884009
1,0.0,366.486943605,213.341339483,431.769705311,0.0,269.59737847,386.790976959
2,0.0,73.9790891825,0.0,109.696980059,89.812291094,60.5689553984,90.3582635737
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,40.600584971,0.0,60.5689553984,49.5896664665,0.0,49.5896664665
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,172.11788049,0.0,94.8913634575,0.0,215.677902776,180.716527147,228.096667371
7,0.0,0.0,94.8913634575,172.11788049,134.798689235,90.3582635737,164.643490828
8,0.0,0.0,40.3793035989,0.0,89.8657928234,60.2388423824,89.8657928234
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,90.3582635737,60.5689553984,134.798689235,110.363832351,0.0,110.363832351
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,134.798689235,90.3582635737,0.0,164.643490828,134.798689235,164.643490828
13,0.0,134.798689235,90.3582635737,0.0,164.643490828,110.363832351,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,40.600584971,40.600584971,0.0,40.600584971
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,44.9328964117,0.0,20.1896517995,44.9328964117,0.0,24.6596963942,36.7879441171
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,73.532084723,73.532084723,40.600584971,73.9790891825
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,73.9790891825,0.0,107.696423181,88.1743736549,60.5689553984,90.3582635737
27,0.0,40.600584971,0.0,60.5689553984,49.5896664665,0.0,49.5896664665
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,89.8657928234,0.0,40.3793035989,89.8657928234,0.0,49.3193927883,73.5758882343
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,40.600584971,40.600584971,0.0,40.600584971
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,20.1896517995,0.0,44.9328964117,30.1194211912,44.9328964117
38,0.0,0.0,0.0,0.0,20.1896517995,13.5335283237,20.1896517995
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,20.1896517995,0.0,0.0,20.1896517995,0.0,11.0803158362,16.5298888222
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,36.7879441171,30.1194211912,33.0597776444,36.7879441171,0.0,0.0,30.1194211912
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
