Unnamed: 0,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand.1,period,exponential period,degree,period_nonlinear,actual first rem,Qval
"(4, 3)",54.0,0.5,5.0,0,0.0,7.5,1.0,8.0,0.201896517995,0.75,0.201896517995,5.0,60.5689553984
"(4, 4)",54.0,1.0,3.0,0,0.0,7.5,1.0,9.0,0.165298888222,0.75,0.165298888222,3.0,49.589666466499999
"(4, 6)",54.0,1.0,4.0,0,0.0,7.5,1.0,9.0,0.165298888222,0.75,0.165298888222,4.0,49.589666466499999
"(6, 0)",0.0,0.5,0.0,3,3.0,1.5,5.0,2.0,0.670320046036,0.75,0.670320046036,3.0,172.11788049
"(6, 2)",0.0,4.0,0.0,3,3.0,1.5,5.0,6.0,0.301194211912,0.75,0.301194211912,3.0,94.891363457500006
"(6, 4)",15.0,1.0,0.0,3,1.0,1.5,5.0,3.0,0.548811636094,0.75,0.548811636094,1.0,215.677902776
"(6, 5)",0.0,3.0,0.0,3,3.0,1.5,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,180.71652714699999
"(6, 6)",15.0,1.0,4.0,0,0.0,1.5,5.0,3.0,0.548811636094,0.75,0.548811636094,4.0,228.096667371
"(7, 2)",0.0,4.0,0.0,3,3.0,2.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,94.891363457500006
"(7, 3)",15.0,0.5,0.0,3,2.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,2.0,172.11788049
"(7, 4)",15.0,1.0,0.0,3,1.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,1.0,134.79868923500001
"(7, 5)",0.0,3.0,0.0,3,3.0,2.0,5.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(7, 6)",15.0,1.0,3.0,0,0.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,3.0,164.64349082799998
"(8, 2)",20.0,4.0,0.0,3,2.0,2.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,40.379303598900002
"(8, 4)",20.0,1.0,0.0,3,2.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,2.0,89.8657928234
"(8, 5)",10.0,3.0,2.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(8, 6)",10.0,1.0,2.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,2.0,89.8657928234
"(10, 1)",0.0,1.5,0.0,3,3.0,3.5,3.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(10, 2)",0.0,4.0,0.0,3,3.0,3.5,3.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(10, 3)",36.0,0.5,4.0,0,0.0,3.5,3.0,4.0,0.449328964117,0.75,0.449328964117,4.0,134.79868923500001
"(10, 4)",36.0,1.0,2.0,3,1.0,3.5,3.0,5.0,0.367879441171,0.75,0.367879441171,3.0,110.363832351
"(10, 6)",36.0,1.0,2.0,0,0.0,3.5,3.0,5.0,0.367879441171,0.75,0.367879441171,2.0,110.363832351
"(12, 1)",7.5,1.5,0.0,3,1.0,1.0,5.0,3.0,0.548811636094,1.0,0.548811636094,1.0,134.79868923500001
"(12, 2)",7.5,4.0,0.0,3,3.0,1.0,5.0,5.0,0.367879441171,1.0,0.367879441171,3.0,90.358263573700015
"(12, 4)",7.5,1.0,0.0,3,3.0,1.0,5.0,2.0,0.670320046036,1.0,0.670320046036,3.0,164.64349082799998
"(12, 5)",0.0,3.0,1.0,0,0.0,1.0,5.0,4.0,0.449328964117,1.0,0.449328964117,1.0,134.79868923500001
"(12, 6)",7.5,1.0,0.0,3,3.0,1.0,5.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(13, 1)",15.0,1.5,2.0,0,0.0,2.0,5.0,4.0,0.449328964117,1.0,0.449328964117,2.0,134.79868923500001
"(13, 2)",15.0,4.0,4.0,0,0.0,2.0,5.0,6.0,0.301194211912,1.0,0.301194211912,4.0,90.358263573700015
"(13, 4)",15.0,1.0,4.0,0,0.0,2.0,5.0,3.0,0.548811636094,1.0,0.548811636094,4.0,164.64349082799998
"(13, 5)",15.0,3.0,1.0,0,0.0,2.0,5.0,5.0,0.367879441171,1.0,0.367879441171,1.0,110.363832351
"(16, 3)",54.0,0.5,2.0,0,0.0,9.0,1.0,10.0,0.135335283237,0.75,0.135335283237,2.0,40.600584970999996
"(16, 4)",54.0,1.0,2.0,0,0.0,9.0,1.0,10.0,0.135335283237,0.75,0.135335283237,2.0,40.600584970999996
"(16, 6)",54.0,1.0,4.0,0,0.0,9.0,1.0,10.0,0.135335283237,0.75,0.135335283237,4.0,40.600584970999996
"(21, 0)",5.0,0.5,0.0,3,1.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,1.0,44.9328964117
"(21, 2)",10.0,4.0,0.0,3,1.0,3.5,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(21, 3)",5.0,0.5,0.0,3,1.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,1.0,44.9328964117
"(21, 5)",5.0,3.0,1.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(21, 6)",5.0,1.0,1.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,36.787944117100004
"(24, 3)",39.0,0.5,4.0,0,0.0,6.0,1.0,7.0,0.246596963942,0.75,0.246596963942,4.0,73.532084722999997
"(24, 4)",39.0,1.0,1.0,0,0.0,6.0,1.0,7.0,0.246596963942,0.75,0.246596963942,1.0,73.532084722999997
"(24, 5)",0.0,3.0,0.0,3,3.0,6.0,1.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(24, 6)",39.0,1.0,5.0,0,0.0,6.0,1.0,7.0,0.246596963942,0.75,0.246596963942,5.0,73.979089182500005
"(26, 1)",0.0,1.5,0.0,3,3.0,4.5,2.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(26, 3)",33.0,0.5,3.0,3,2.0,4.5,2.0,5.0,0.367879441171,0.75,0.367879441171,5.0,107.696423181
"(26, 4)",33.0,1.0,3.0,3,1.0,4.5,2.0,6.0,0.301194211912,0.75,0.301194211912,4.0,88.174373654899995
"(26, 5)",0.0,3.0,0.0,3,3.0,4.5,2.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(26, 6)",33.0,1.0,2.0,0,0.0,4.5,2.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(27, 1)",0.0,1.5,0.0,3,3.0,7.5,2.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(27, 3)",48.0,0.5,3.0,0,0.0,7.5,2.0,8.0,0.201896517995,0.75,0.201896517995,3.0,60.5689553984
"(27, 4)",48.0,1.0,2.0,0,0.0,7.5,2.0,9.0,0.165298888222,0.75,0.165298888222,2.0,49.589666466499999
"(27, 6)",48.0,1.0,3.0,0,0.0,7.5,2.0,9.0,0.165298888222,0.75,0.165298888222,3.0,49.589666466499999
"(29, 0)",10.0,0.5,0.0,3,2.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,2.0,89.8657928234
"(29, 2)",20.0,4.0,0.0,3,2.0,3.5,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(29, 3)",10.0,0.5,0.0,3,2.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,2.0,89.8657928234
"(29, 5)",10.0,3.0,2.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(29, 6)",10.0,1.0,2.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(35, 3)",48.0,0.5,3.0,0,0.0,9.0,2.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(35, 4)",48.0,1.0,4.0,0,0.0,9.0,2.0,10.0,0.135335283237,0.75,0.135335283237,4.0,40.600584970999996
"(35, 6)",48.0,1.0,4.0,0,0.0,9.0,2.0,10.0,0.135335283237,0.75,0.135335283237,4.0,40.600584970999996
"(37, 2)",10.0,4.0,0.0,3,1.0,2.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(37, 4)",10.0,1.0,0.0,3,1.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(37, 5)",5.0,3.0,1.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(37, 6)",5.0,1.0,1.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(38, 4)",10.0,1.0,0.0,3,1.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(38, 5)",5.0,3.0,1.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,13.533528323699999
"(38, 6)",5.0,1.0,1.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(41, 0)",10.0,0.5,0.0,3,1.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(41, 3)",10.0,0.5,0.0,3,1.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(41, 5)",5.0,3.0,1.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0,0.110803158362,1.0,11.080315836199999
"(41, 6)",5.0,1.0,1.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(45, 0)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(45, 1)",10.0,1.5,1.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(45, 2)",10.0,4.0,1.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,33.0597776444
"(45, 3)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(45, 6)",20.0,1.0,0.0,3,1.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(47, 1)",0.0,1.5,0.0,3,3.0,4.5,3.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(47, 3)",27.0,0.5,2.0,3,2.0,4.5,3.0,5.0,0.367879441171,0.75,0.367879441171,4.0,103.481767121
"(47, 4)",27.0,1.0,2.0,3,2.0,4.5,3.0,6.0,0.301194211912,0.75,0.301194211912,4.0,84.352566296899994
"(47, 5)",0.0,3.0,0.0,3,3.0,4.5,3.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(47, 6)",27.0,1.0,3.0,0,0.0,4.5,3.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(50, 2)",0.0,4.0,0.0,3,3.0,5.0,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(50, 3)",30.0,0.5,2.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(50, 4)",30.0,1.0,3.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(50, 6)",30.0,1.0,2.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(51, 3)",30.0,0.5,5.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.75,0.135335283237,5.0,40.600584970999996
"(51, 4)",30.0,1.0,3.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(51, 6)",30.0,1.0,3.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(54, 1)",20.0,1.5,0.0,3,2.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,40.379303598900002
"(54, 4)",20.0,1.0,0.0,3,2.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,49.3193927883
"(54, 5)",10.0,3.0,2.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(54, 6)",10.0,1.0,2.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(57, 1)",10.0,1.5,0.0,3,1.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(57, 4)",10.0,1.0,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,24.659696394200001
"(57, 5)",5.0,3.0,1.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(57, 6)",5.0,1.0,1.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(59, 0)",20.0,0.5,0.0,3,2.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,40.379303598900002
"(59, 3)",20.0,0.5,0.0,3,2.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,40.379303598900002
"(59, 5)",10.0,3.0,2.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0,0.110803158362,2.0,22.160631672499999
"(59, 6)",10.0,1.0,2.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(62, 0)",0.0,0.5,0.0,3,3.0,1.0,3.0,2.0,0.670320046036,0.75,0.670320046036,3.0,180.71652714699999
"(62, 1)",16.0,1.5,5.0,0,0.0,1.0,3.0,3.0,0.548811636094,1.0,0.548811636094,5.0,164.64349082799998
"(62, 3)",0.0,0.5,0.0,3,3.0,1.0,3.0,2.0,0.670320046036,0.75,0.670320046036,3.0,180.71652714699999
"(62, 4)",16.0,1.0,2.0,3,1.0,1.0,3.0,2.0,0.670320046036,1.0,0.670320046036,3.0,187.730088717
"(62, 5)",16.0,3.0,2.0,0,0.0,1.0,3.0,4.0,0.449328964117,1.0,0.449328964117,2.0,125.839241711
"(65, 0)",5.0,0.5,0.0,3,3.0,1.5,4.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(65, 1)",8.0,1.5,1.0,0,0.0,1.5,4.0,3.0,0.548811636094,1.0,0.548811636094,1.0,164.64349082799998
"(65, 2)",8.0,4.0,3.0,0,0.0,1.5,4.0,6.0,0.301194211912,1.0,0.301194211912,3.0,180.71652714699999
"(65, 3)",5.0,0.5,0.0,3,3.0,1.5,4.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(65, 4)",13.0,1.0,1.0,3,1.0,1.5,4.0,3.0,0.548811636094,1.0,0.548811636094,2.0,164.64349082799998
"(65, 5)",13.0,3.0,1.0,3,1.0,1.5,4.0,5.0,0.367879441171,1.0,0.367879441171,2.0,110.363832351
"(66, 0)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(66, 1)",10.0,1.5,1.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(66, 2)",10.0,4.0,1.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,33.0597776444
"(66, 3)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(66, 4)",20.0,1.0,0.0,3,1.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(71, 1)",20.0,1.5,0.0,3,2.0,6.0,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(71, 5)",10.0,3.0,2.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(71, 6)",10.0,1.0,2.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(73, 1)",0.0,1.5,0.0,3,3.0,7.5,3.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(73, 3)",42.0,0.5,3.0,0,0.0,7.5,3.0,8.0,0.201896517995,0.75,0.201896517995,3.0,60.5689553984
"(73, 4)",42.0,1.0,1.0,0,0.0,7.5,3.0,9.0,0.165298888222,0.75,0.165298888222,1.0,49.589666466499999
"(73, 6)",42.0,1.0,4.0,0,0.0,7.5,3.0,9.0,0.165298888222,0.75,0.165298888222,4.0,49.589666466499999
"(74, 3)",42.0,0.5,3.0,0,0.0,9.0,3.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(74, 4)",42.0,1.0,3.0,0,0.0,9.0,3.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(74, 6)",42.0,1.0,3.0,0,0.0,9.0,3.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(77, 0)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(77, 1)",20.0,1.5,2.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(77, 2)",20.0,4.0,2.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,66.119555288599997
"(77, 3)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(77, 6)",40.0,1.0,0.0,3,2.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(79, 4)",20.0,1.0,0.0,3,2.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(79, 5)",10.0,3.0,2.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(79, 6)",10.0,1.0,2.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,2.0,40.379303598900002
"(81, 2)",10.0,4.0,0.0,3,1.0,2.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(81, 4)",10.0,1.0,0.0,3,1.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,36.787944117100004
"(81, 5)",5.0,3.0,1.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(81, 6)",5.0,1.0,1.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(82, 2)",10.0,4.0,0.0,3,1.0,3.5,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,16.5298888222
"(82, 5)",5.0,3.0,1.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(82, 6)",5.0,1.0,1.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(87, 5)",5.0,3.0,1.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0,0.110803158362,1.0,11.080315836199999
"(87, 6)",5.0,1.0,1.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(88, 0)",5.0,0.5,0.0,3,3.0,1.5,3.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(88, 1)",11.0,1.5,1.0,0,0.0,1.5,3.0,3.0,0.548811636094,1.0,0.548811636094,1.0,164.64349082799998
"(88, 2)",11.0,4.0,5.0,0,0.0,1.5,3.0,6.0,0.301194211912,1.0,0.301194211912,5.0,180.71652714699999
"(88, 3)",5.0,0.5,0.0,3,3.0,1.5,3.0,2.0,0.670320046036,0.0,0.670320046036,3.0,164.64349082799998
"(88, 4)",16.0,1.0,2.0,0,0.0,1.5,3.0,3.0,0.548811636094,1.0,0.548811636094,2.0,164.64349082799998
"(88, 5)",16.0,3.0,2.0,3,1.0,1.5,3.0,5.0,0.367879441171,1.0,0.367879441171,3.0,110.363832351
"(95, 0)",10.0,0.5,1.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(95, 1)",10.0,1.5,1.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(95, 2)",10.0,4.0,1.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,27.067056647399998
"(95, 3)",10.0,0.5,1.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(100, 1)",10.0,1.5,0.0,3,1.0,6.0,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(100, 5)",5.0,3.0,1.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(100, 6)",5.0,1.0,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(102, 0)",10.0,0.5,1.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0,0.548811636094,1.0,54.881163609399998
"(102, 1)",10.0,1.5,1.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(102, 2)",10.0,4.0,1.0,0,0.0,2.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,49.319392788400002
"(102, 3)",10.0,0.5,1.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0,0.548811636094,1.0,54.881163609399998
"(102, 5)",20.0,3.0,0.0,3,1.0,2.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(103, 0)",10.0,0.5,1.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(103, 1)",10.0,1.5,1.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(103, 2)",10.0,4.0,1.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,27.067056647399998
"(103, 3)",10.0,0.5,1.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(105, 0)",0.0,0.5,0.0,3,3.0,1.0,4.0,2.0,0.670320046036,0.75,0.670320046036,3.0,180.71652714699999
"(105, 1)",13.0,1.5,5.0,0,0.0,1.0,4.0,3.0,0.548811636094,1.0,0.548811636094,5.0,164.64349082799998
"(105, 3)",0.0,0.5,0.0,3,3.0,1.0,4.0,2.0,0.670320046036,0.75,0.670320046036,3.0,180.71652714699999
"(105, 4)",13.0,1.0,1.0,3,2.0,1.0,4.0,2.0,0.670320046036,1.0,0.670320046036,3.0,176.794331822
"(105, 5)",13.0,3.0,1.0,3,2.0,1.0,4.0,4.0,0.449328964117,1.0,0.449328964117,3.0,118.50878464600001
"(106, 0)",30.0,0.5,0.0,3,3.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,94.891363457500006
"(106, 3)",15.0,0.5,0.0,3,4.0,6.0,5.0,7.0,0.246596963942,0.75,0.246596963942,4.0,74.297918621999997
"(106, 4)",15.0,1.0,0.0,3,2.0,6.0,5.0,7.0,0.246596963942,0.75,0.246596963942,2.0,60.5689553984
"(106, 5)",0.0,3.0,0.0,3,3.0,6.0,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,90.190251437499995
"(106, 6)",15.0,1.0,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.75,0.246596963942,1.0,73.979089182500005
"(108, 0)",5.0,0.5,0.0,3,1.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,1.0,54.881163609399998
"(108, 1)",0.0,1.5,1.0,0,0.0,2.0,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(108, 2)",5.0,4.0,0.0,3,1.0,2.0,5.0,6.0,0.301194211912,0.75,0.301194211912,1.0,24.659696394200001
"(108, 3)",5.0,0.5,0.0,3,1.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,1.0,54.881163609399998
"(108, 5)",0.0,3.0,0.0,3,1.0,2.0,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,30.119421191199997
"(113, 0)",10.0,0.5,0.0,3,2.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,2.0,109.762327219
"(113, 1)",0.0,1.5,2.0,0,0.0,2.0,5.0,4.0,0.449328964117,0.0,0.449328964117,2.0,89.8657928234
"(113, 2)",10.0,4.0,0.0,3,2.0,2.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,49.3193927883
"(113, 3)",10.0,0.5,0.0,3,2.0,2.0,5.0,3.0,0.548811636094,0.75,0.548811636094,2.0,109.762327219
"(113, 5)",0.0,3.0,0.0,3,2.0,2.0,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,60.238842382399994
"(117, 0)",10.0,0.5,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,2.0,73.57588823430001
"(117, 1)",0.0,1.5,2.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(117, 2)",10.0,4.0,0.0,3,2.0,4.0,5.0,8.0,0.201896517995,0.75,0.201896517995,2.0,33.059777644299999
"(117, 3)",10.0,0.5,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.75,0.367879441171,2.0,73.57588823430001
"(117, 4)",0.0,1.0,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,60.238842382399994
"(118, 0)",10.0,0.5,0.0,3,2.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,60.238842382399994
"(118, 1)",0.0,1.5,2.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(118, 2)",10.0,4.0,0.0,3,2.0,5.0,5.0,9.0,0.165298888222,0.75,0.165298888222,2.0,27.067056647299999
"(118, 3)",10.0,0.5,0.0,3,2.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,2.0,60.238842382399994
"(119, 0)",20.0,0.5,2.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(119, 1)",20.0,1.5,2.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,2.0,49.3193927883
"(119, 2)",40.0,4.0,0.0,3,2.0,5.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,54.134113294599999
"(119, 3)",20.0,0.5,2.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(120, 0)",20.0,0.5,2.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(120, 1)",20.0,1.5,2.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0,0.110803158362,2.0,22.160631672499999
"(124, 0)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(124, 1)",20.0,1.5,2.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
"(124, 2)",40.0,4.0,0.0,3,2.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,66.119555288599997
"(124, 3)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,2.0,73.57588823430001
"(124, 4)",40.0,1.0,0.0,3,2.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,2.0,60.238842382399994
