Unnamed: 0,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand.1,period,exponential period,degree,period_nonlinear,actual first rem,Qval
"(126, 0)",10.0,0.5,0.0,3,1.0,3.0,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(126, 2)",10.0,4.0,0.0,3,1.0,3.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,20.189651799500002
"(126, 3)",10.0,0.5,0.0,3,1.0,3.0,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(126, 5)",5.0,3.0,1.0,0,0.0,3.0,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(126, 6)",5.0,1.0,1.0,0,0.0,3.0,5.0,4.0,0.449328964117,0.0,0.449328964117,1.0,44.9328964117
"(135, 0)",25.0,0.5,0.0,3,5.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,5.0,224.66448205900002
"(135, 2)",25.0,4.0,0.0,3,5.0,2.5,5.0,7.0,0.246596963942,0.75,0.246596963942,5.0,100.94825899700001
"(135, 3)",25.0,0.5,0.0,3,5.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,5.0,224.66448205900002
"(135, 5)",25.0,3.0,5.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0,0.301194211912,5.0,123.298481971
"(135, 6)",25.0,1.0,5.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,5.0,183.93972058599999
"(138, 1)",0.0,1.5,0.0,3,3.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,94.891363457500006
"(138, 3)",15.0,0.5,0.0,3,5.0,4.5,5.0,5.0,0.367879441171,0.75,0.367879441171,5.0,92.171503527199988
"(138, 4)",15.0,1.0,0.0,3,3.0,4.5,5.0,6.0,0.301194211912,0.75,0.301194211912,3.0,73.979089182500005
"(138, 5)",0.0,3.0,0.0,3,3.0,4.5,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(138, 6)",15.0,1.0,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75,0.301194211912,4.0,90.358263573700015
"(139, 1)",30.0,1.5,0.0,3,3.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,60.5689553984
"(139, 3)",30.0,0.5,0.0,3,3.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(139, 5)",15.0,3.0,3.0,0,0.0,5.5,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,49.589666466499999
"(139, 6)",15.0,1.0,3.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,73.979089182500005
"(141, 0)",20.0,0.5,0.0,3,4.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,4.0,179.731585647
"(141, 2)",40.0,4.0,0.0,3,4.0,3.5,5.0,8.0,0.201896517995,0.0,0.201896517995,4.0,80.758607197900005
"(141, 3)",20.0,0.5,0.0,3,4.0,2.5,5.0,3.0,0.548811636094,0.75,0.548811636094,4.0,179.731585647
"(141, 5)",20.0,3.0,4.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0,0.301194211912,4.0,98.6387855766
"(141, 6)",20.0,1.0,4.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0,0.449328964117,4.0,147.151776469
"(144, 0)",10.0,0.5,1.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,16.5298888222
"(144, 1)",10.0,1.5,1.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,13.533528323699999
"(144, 4)",20.0,1.0,0.0,3,1.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,13.533528323699999
"(145, 0)",10.0,0.5,1.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,13.533528323699999
"(145, 1)",10.0,1.5,1.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0,0.110803158362,1.0,11.080315836199999
"(148, 0)",10.0,0.5,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(148, 1)",10.0,1.5,1.0,0,0.0,6.0,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(148, 3)",20.0,0.5,0.0,3,1.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(148, 5)",20.0,3.0,0.0,3,1.0,6.0,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,13.533528323699999
"(149, 0)",10.0,0.5,1.0,0,0.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(149, 1)",10.0,1.5,1.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,1.0,20.189651799500002
"(149, 5)",20.0,3.0,0.0,3,1.0,6.5,5.0,10.0,0.135335283237,0.0,0.135335283237,1.0,13.533528323699999
"(151, 0)",0.0,0.5,0.0,3,3.0,5.5,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,94.891363457500006
"(151, 3)",15.0,0.5,0.0,3,4.0,5.5,5.0,6.0,0.301194211912,0.75,0.301194211912,4.0,70.014150695400005
"(151, 4)",15.0,1.0,0.0,3,2.0,5.5,5.0,7.0,0.246596963942,0.75,0.246596963942,2.0,94.891363457500006
"(151, 5)",0.0,3.0,0.0,3,3.0,5.5,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,90.190251437499995
"(151, 6)",15.0,1.0,3.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,80.296712513700001
"(152, 0)",40.0,0.5,0.0,3,4.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,4.0,80.758607197900005
"(152, 4)",40.0,1.0,0.0,3,4.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,4.0,80.758607197900005
"(152, 5)",20.0,3.0,4.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0,0.165298888222,4.0,66.119555288599997
"(152, 6)",20.0,1.0,4.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0,0.246596963942,4.0,98.6387855766
"(153, 0)",40.0,0.5,0.0,3,4.0,7.0,5.0,8.0,0.201896517995,0.0,0.201896517995,4.0,80.758607197900005
"(153, 3)",40.0,0.5,0.0,3,4.0,7.0,5.0,8.0,0.201896517995,0.0,0.201896517995,4.0,80.758607197900005
"(153, 5)",20.0,3.0,4.0,0,0.0,7.0,5.0,10.0,0.135335283237,0.0,0.135335283237,4.0,54.134113294599999
"(153, 6)",20.0,1.0,4.0,0,0.0,7.0,5.0,8.0,0.201896517995,0.0,0.201896517995,4.0,80.758607197900005
"(155, 1)",30.0,1.5,0.0,3,3.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,3.0,60.5689553984
"(155, 4)",30.0,1.0,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
"(155, 5)",15.0,3.0,3.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(155, 6)",15.0,1.0,3.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,90.358263573700015
"(157, 0)",5.0,0.5,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,1.0,30.119421191199997
"(157, 1)",0.0,1.5,1.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0,0.246596963942,1.0,24.659696394200001
"(157, 2)",5.0,4.0,0.0,3,1.0,5.0,5.0,9.0,0.165298888222,0.75,0.165298888222,1.0,13.533528323699999
"(157, 3)",5.0,0.5,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.75,0.301194211912,1.0,30.119421191199997
"(158, 0)",7.5,0.5,0.0,3,3.0,4.5,5.0,5.0,0.367879441171,0.75,0.367879441171,3.0,90.358263573700015
"(158, 2)",7.5,4.0,0.0,3,3.0,4.5,5.0,9.0,0.165298888222,0.75,0.165298888222,3.0,49.589666466499999
"(158, 4)",7.5,1.0,3.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(158, 6)",7.5,1.0,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75,0.301194211912,4.0,90.358263573700015
"(162, 1)",21.0,1.5,4.0,0,0.0,2.0,3.0,4.0,0.449328964117,1.0,0.449328964117,4.0,134.79868923500001
"(162, 2)",21.0,4.0,2.0,0,0.0,2.0,3.0,6.0,0.301194211912,1.0,0.301194211912,2.0,90.358263573700015
"(162, 4)",21.0,1.0,3.0,0,0.0,2.0,3.0,3.0,0.548811636094,1.0,0.548811636094,3.0,164.64349082799998
"(162, 5)",21.0,3.0,4.0,0,0.0,2.0,3.0,5.0,0.367879441171,1.0,0.367879441171,4.0,110.363832351
"(164, 1)",0.0,1.5,0.0,3,3.0,3.5,4.0,5.0,0.367879441171,0.0,0.367879441171,3.0,90.358263573700015
"(164, 2)",0.0,4.0,0.0,3,3.0,3.5,4.0,8.0,0.201896517995,0.0,0.201896517995,3.0,60.5689553984
"(164, 3)",33.0,0.5,2.0,0,0.0,3.5,4.0,4.0,0.449328964117,0.75,0.449328964117,2.0,134.79868923500001
"(164, 4)",33.0,1.0,1.0,0,0.0,3.5,4.0,5.0,0.367879441171,0.75,0.367879441171,1.0,110.363832351
"(164, 6)",33.0,1.0,1.0,3,3.0,3.5,4.0,5.0,0.367879441171,0.75,0.367879441171,4.0,110.363832351
"(165, 2)",0.0,4.0,0.0,3,3.0,5.0,4.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(165, 3)",36.0,0.5,2.0,0,0.0,5.0,4.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(165, 4)",36.0,1.0,2.0,0,0.0,5.0,4.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(165, 6)",36.0,1.0,2.0,0,0.0,5.0,4.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(169, 0)",50.0,0.5,0.0,3,5.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,5.0,100.94825899700001
"(169, 3)",50.0,0.5,0.0,3,5.0,6.5,5.0,7.0,0.246596963942,0.0,0.246596963942,5.0,100.94825899700001
"(169, 5)",25.0,3.0,5.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0,0.110803158362,5.0,55.401579181199999
"(169, 6)",25.0,1.0,5.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0,0.201896517995,5.0,82.649444110800005
"(177, 2)",0.0,4.0,0.0,3,3.0,5.0,3.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(177, 3)",42.0,0.5,2.0,0,0.0,5.0,3.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(177, 4)",42.0,1.0,3.0,0,0.0,5.0,3.0,6.0,0.301194211912,0.75,0.301194211912,3.0,90.358263573700015
"(177, 6)",42.0,1.0,2.0,0,0.0,5.0,3.0,6.0,0.301194211912,0.75,0.301194211912,2.0,90.358263573700015
"(180, 0)",0.0,0.5,0.0,3,3.0,8.5,5.0,9.0,0.165298888222,0.0,0.165298888222,3.0,40.600584970999996
"(180, 3)",30.0,0.5,4.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.75,0.165298888222,4.0,49.589666466499999
"(180, 4)",30.0,1.0,4.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.75,0.135335283237,4.0,40.600584970999996
"(180, 6)",30.0,1.0,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.75,0.135335283237,3.0,40.600584970999996
"(182, 0)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(182, 1)",10.0,1.5,1.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(182, 2)",10.0,4.0,1.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0,0.165298888222,1.0,33.0597776444
"(182, 3)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0,0.367879441171,1.0,36.787944117100004
"(182, 4)",20.0,1.0,0.0,3,1.0,4.5,5.0,6.0,0.301194211912,0.0,0.301194211912,1.0,30.119421191199997
"(191, 0)",20.0,0.5,2.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0,0.165298888222,2.0,33.059777644299999
"(191, 1)",20.0,1.5,2.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(191, 4)",40.0,1.0,0.0,3,2.0,8.5,5.0,10.0,0.135335283237,0.0,0.135335283237,2.0,27.067056647299999
"(194, 1)",30.0,1.5,0.0,3,3.0,2.0,5.0,4.0,0.449328964117,0.0,0.449328964117,3.0,110.363832351
"(194, 2)",30.0,4.0,0.0,3,3.0,2.0,5.0,6.0,0.301194211912,0.0,0.301194211912,3.0,73.979089182500005
