Unnamed: 0,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1,Qval
"(321, 5)",1,5.0,3,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(324, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(324, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(324, 5)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(324, 6)",1,10.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(326, 0)",1,0.0,1,3.0,4,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(326, 2)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(326, 4)",1,15.0,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(326, 5)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(326, 6)",1,15.0,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(327, 0)",1,0.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(327, 3)",1,15.0,2,3.0,8,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(327, 4)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(327, 5)",1,0.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(327, 6)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(328, 3)",1,24.0,2,3.0,9,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(328, 4)",1,24.0,1,3.0,8,2.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(328, 5)",1,0.0,3,3.0,10,2.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(328, 6)",1,24.0,1,3.0,8,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(329, 3)",1,10.0,2,1.0,10,5.0,0.818730753078,0.670320046036,0.0,54.881163609399998
"(329, 5)",1,5.0,3,1.0,11,5.0,0.818730753078,0.548811636094,0.0,54.881163609399998
"(329, 6)",1,5.0,1,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(332, 0)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(332, 1)",1,20.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(332, 2)",1,40.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0,219.524654438
"(334, 1)",1,10.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(334, 2)",1,10.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(334, 3)",1,10.0,2,4.0,8,5.0,0.818730753078,0.670320046036,0.0,268.128018414
"(337, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(337, 1)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(337, 2)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(340, 0)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(340, 1)",1,10.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(340, 2)",1,20.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0,109.762327219
"(345, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(345, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(345, 5)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0,134.064009207
"(345, 6)",1,10.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(353, 1)",1,2.5,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(353, 2)",1,2.5,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(353, 3)",1,2.5,2,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(355, 0)",1,20.0,1,4.0,11,5.0,0.670320046036,0.548811636094,0.0,219.524654438
"(355, 1)",1,20.0,3,4.0,13,5.0,0.670320046036,0.548811636094,0.0,219.524654438
"(357, 3)",1,24.0,2,3.0,12,2.0,0.818730753078,0.548811636094,3.0,164.64349082799998
"(357, 4)",1,24.0,1,3.0,11,2.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(357, 6)",1,24.0,1,3.0,11,2.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(361, 1)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(361, 2)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(361, 3)",1,5.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(361, 6)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(364, 1)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(364, 2)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(364, 3)",1,7.5,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(364, 4)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(368, 1)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(368, 2)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(368, 3)",1,5.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(368, 4)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0,134.064009207
"(374, 5)",1,25.0,3,5.0,13,5.0,0.818730753078,0.548811636094,0.0,274.40581804700003
"(374, 6)",1,25.0,1,5.0,11,5.0,0.670320046036,0.548811636094,0.0,274.40581804700003
"(380, 1)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(380, 4)",1,30.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(380, 5)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(380, 6)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(382, 0)",1,20.0,1,4.0,9,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(382, 1)",1,20.0,3,4.0,11,5.0,0.818730753078,0.548811636094,0.0,219.524654438
"(382, 3)",1,40.0,2,4.0,10,5.0,0.670320046036,0.670320046036,0.0,219.524654438
"(386, 1)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(386, 2)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(386, 3)",1,7.5,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(386, 6)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(390, 0)",1,0.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(390, 3)",1,15.0,2,3.0,11,5.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(390, 4)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(390, 6)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(393, 0)",1,0.0,1,3.0,7,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(393, 3)",1,24.0,2,3.0,8,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(393, 4)",1,24.0,1,3.0,7,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(393, 5)",1,0.0,3,3.0,9,2.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(393, 6)",1,24.0,1,3.0,7,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(394, 0)",1,0.0,1,3.0,10,2.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(394, 3)",1,24.0,2,3.0,11,2.0,0.670320046036,0.548811636094,3.0,164.64349082799998
"(394, 4)",1,24.0,1,3.0,10,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(394, 6)",1,24.0,1,3.0,10,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(401, 4)",1,40.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0,219.524654438
"(401, 5)",1,20.0,3,4.0,12,5.0,0.670320046036,0.548811636094,0.0,219.524654438
"(401, 6)",1,20.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0,268.128018414
"(403, 1)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(403, 2)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(403, 3)",1,2.5,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(403, 4)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(404, 0)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(404, 1)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(404, 2)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(404, 4)",1,30.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(406, 0)",1,0.833333333333,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(406, 1)",1,0.833333333333,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(406, 2)",1,1.66666666667,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(406, 3)",1,1.66666666667,2,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(406, 4)",1,1.66666666667,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(409, 0)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(409, 1)",1,15.0,3,3.0,12,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(409, 4)",1,30.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(416, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(416, 1)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(416, 5)",1,30.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(421, 0)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(421, 1)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(421, 2)",1,30.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(421, 5)",1,30.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(422, 1)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(422, 3)",1,24.0,2,3.0,6,2.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(422, 4)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0,239.682797642
"(422, 5)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(422, 6)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(425, 0)",1,0.833333333333,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(425, 1)",1,0.833333333333,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(425, 2)",1,1.66666666667,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(425, 3)",1,1.66666666667,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(426, 0)",1,5.0,1,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(426, 1)",1,5.0,3,1.0,11,5.0,0.818730753078,0.548811636094,0.0,54.881163609399998
"(426, 3)",1,10.0,2,1.0,10,5.0,0.670320046036,0.670320046036,0.0,54.881163609399998
"(427, 0)",1,5.0,1,1.0,11,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(427, 1)",1,5.0,3,1.0,13,5.0,0.670320046036,0.548811636094,0.0,54.881163609399998
"(430, 0)",1,0.833333333333,1,1.0,3,5.0,0.818730753078,0.818730753078,0.0,81.873075307799994
"(430, 1)",1,0.833333333333,3,1.0,5,5.0,0.818730753078,0.818730753078,0.0,81.873075307799994
"(430, 2)",1,1.66666666667,3,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(430, 3)",1,1.66666666667,2,1.0,4,5.0,0.818730753078,0.818730753078,0.0,81.873075307799994
"(430, 5)",1,1.66666666667,3,1.0,5,5.0,0.818730753078,0.818730753078,0.0,67.032004603600001
"(431, 0)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(431, 1)",1,5.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(431, 3)",1,10.0,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(431, 5)",1,10.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(437, 3)",1,30.0,2,3.0,10,5.0,0.670320046036,0.670320046036,0.0,164.64349082799998
"(437, 5)",1,15.0,3,3.0,11,5.0,0.670320046036,0.548811636094,0.0,164.64349082799998
"(437, 6)",1,15.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(438, 1)",1,13.5,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(438, 2)",1,13.5,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(438, 4)",1,13.5,1,3.0,4,3.0,0.818730753078,0.818730753078,3.0,245.61922592400001
"(438, 5)",1,6.0,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(438, 6)",1,7.5,1,3.0,4,3.0,0.818730753078,0.818730753078,0.0,245.61922592299999
"(440, 1)",1,7.5,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0,201.09601381099998
"(440, 2)",1,7.5,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(440, 3)",1,7.5,2,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(445, 2)",1,0.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(445, 3)",1,15.0,2,3.0,6,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(445, 4)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0,201.09601381099998
"(445, 5)",1,0.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(445, 6)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(446, 1)",1,10.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(446, 3)",1,10.0,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(446, 5)",1,5.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(446, 6)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(453, 2)",1,30.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(453, 3)",1,30.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(453, 5)",1,15.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(453, 6)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0,201.09601381099998
"(454, 2)",1,0.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0,164.64349082799998
"(454, 3)",1,15.0,2,3.0,9,5.0,0.670320046036,0.670320046036,3.0,201.09601381099998
"(454, 4)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(454, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,3.0,201.09601381099998
"(458, 2)",1,10.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(458, 3)",1,10.0,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(458, 5)",1,5.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(458, 6)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(463, 4)",1,50.0,1,5.0,10,5.0,0.670320046036,0.670320046036,0.0,274.40581804700003
"(463, 5)",1,25.0,3,5.0,12,5.0,0.818730753078,0.548811636094,0.0,274.40581804700003
"(463, 6)",1,25.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0,335.160023018
"(467, 0)",1,5.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(467, 1)",1,5.0,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(467, 4)",1,10.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0,67.032004603600001
"(467, 5)",1,10.0,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(468, 0)",1,5.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,67.032004603600001
"(468, 1)",1,5.0,3,1.0,12,5.0,0.818730753078,0.548811636094,0.0,54.881163609399998
"(468, 4)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0,54.881163609399998
"(475, 1)",1,11.5,3,3.0,5,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(475, 2)",1,11.5,3,3.0,5,2.0,0.818730753078,0.818730753078,3.0,245.61922592299999
"(475, 3)",1,2.5,2,3.0,4,2.0,0.818730753078,0.818730753078,0.0,245.61922592299999
