Unnamed: 0,q_val
"(322, 4)",90.358263573700015
"(323, 0)",110.363832351
"(323, 1)",90.358263573700015
"(323, 2)",99.179332932999998
"(323, 3)",110.363832351
"(323, 4)",90.358263573700015
"(324, 0)",90.358263573700015
"(324, 1)",73.979089182500005
"(324, 2)",81.201169941999993
"(324, 3)",90.358263573700015
"(329, 0)",60.5689553984
"(329, 3)",60.5689553984
"(329, 5)",40.600584970999996
"(329, 6)",60.5689553984
"(337, 0)",90.358263573700015
"(337, 1)",73.979089182500005
"(337, 2)",40.600584970999996
"(337, 3)",90.358263573700015
"(349, 0)",147.151776469
"(349, 1)",120.47768476500001
"(349, 2)",132.23911057700002
"(349, 3)",147.151776469
"(349, 4)",120.47768476500001
"(352, 0)",110.363832351
"(352, 1)",90.358263573700015
"(352, 2)",99.179332932999998
"(352, 3)",110.363832351
"(352, 4)",90.358263573700015
"(355, 0)",134.79868923500001
"(355, 1)",90.358263573700015
"(355, 2)",64.429993151800005
"(355, 4)",125.839241711
"(355, 6)",125.839241711
"(356, 0)",73.57588823430001
"(356, 1)",60.238842382399994
"(356, 2)",33.059777644299999
"(356, 3)",73.57588823430001
"(356, 4)",60.238842382399994
"(357, 0)",60.238842382399994
"(357, 1)",49.3193927883
"(357, 2)",27.067056647299999
"(357, 3)",60.238842382399994
"(358, 0)",27.067056647299999
"(358, 1)",22.160631672499999
"(358, 3)",27.067056647299999
"(361, 1)",100.94825899700001
"(361, 3)",123.298481971
"(361, 5)",82.649444110800005
"(361, 6)",123.298481971
"(365, 2)",33.059777644299999
"(365, 5)",49.3193927883
"(365, 6)",73.57588823430001
"(368, 3)",72.191071344600005
"(368, 4)",72.191071344600005
"(368, 5)",40.600584970999996
"(368, 6)",73.979089182500005
"(369, 1)",94.891363457500006
"(369, 4)",73.979089182500005
"(369, 5)",60.5689553984
"(369, 6)",90.358263573700015
"(375, 0)",60.238842382399994
"(375, 1)",49.3193927883
"(375, 2)",54.134113294599999
"(375, 3)",60.238842382399994
"(378, 0)",179.731585647
"(378, 2)",80.758607197900005
"(378, 3)",179.731585647
"(378, 5)",120.47768476500001
"(378, 6)",179.731585647
"(379, 0)",60.5689553984
"(379, 1)",49.589666466499999
"(379, 3)",64.429993151800005
"(379, 4)",56.543216123400001
"(379, 6)",56.543216123400001
"(380, 0)",40.379303598900002
"(380, 1)",33.059777644299999
"(380, 4)",33.059777644299999
"(380, 6)",33.059777644299999
"(382, 0)",40.600584970999996
"(382, 1)",33.240947508699996
"(382, 3)",40.600584970999996
"(384, 0)",33.059777644299999
"(384, 1)",27.067056647299999
"(384, 6)",27.067056647299999
"(386, 0)",36.787944117100004
"(386, 1)",30.119421191199997
"(386, 2)",16.5298888222
"(386, 3)",36.787944117100004
"(386, 4)",30.119421191199997
"(387, 0)",16.5298888222
"(387, 1)",13.533528323699999
"(387, 3)",16.5298888222
"(387, 4)",13.533528323699999
"(392, 0)",40.600584970999996
"(392, 3)",49.589666466499999
"(392, 4)",40.600584970999996
"(392, 6)",40.600584970999996
"(394, 0)",60.238842382399994
"(394, 1)",49.3193927883
"(394, 4)",49.3193927883
"(394, 5)",33.059777644299999
"(398, 2)",73.979089182500005
"(398, 3)",163.40655206
"(398, 4)",144.74695643299998
"(398, 5)",90.358263573700015
"(398, 6)",164.64349082799998
"(403, 0)",73.57588823430001
"(403, 1)",60.238842382399994
"(403, 2)",66.119555288599997
"(403, 3)",73.57588823430001
"(403, 4)",60.238842382399994
"(404, 0)",180.71652714699999
"(404, 1)",164.64349082799998
"(404, 3)",180.71652714699999
"(404, 4)",196.23567741299999
"(404, 5)",131.540708317
"(413, 0)",33.059777644299999
"(413, 1)",27.067056647299999
"(413, 3)",33.059777644299999
"(413, 4)",27.067056647299999
"(414, 0)",33.059777644299999
"(414, 1)",27.067056647299999
"(414, 4)",27.067056647299999
"(415, 0)",27.067056647299999
"(415, 1)",22.160631672499999
"(416, 0)",90.358263573700015
"(416, 2)",49.589666466499999
"(416, 4)",90.358263573700015
"(416, 6)",90.358263573700015
"(418, 1)",73.979089182500005
"(418, 3)",97.933406476299993
"(418, 4)",79.438813979499997
"(418, 5)",60.5689553984
"(418, 6)",90.358263573700015
"(420, 0)",164.64349082799998
"(420, 2)",88.174373654899995
"(420, 4)",160.66418394900001
"(420, 5)",90.358263573700015
"(420, 6)",164.64349082799998
"(421, 0)",73.979089182500005
"(421, 3)",88.174373654899995
"(421, 4)",72.191071344600005
"(421, 5)",49.589666466499999
"(421, 6)",73.979089182500005
"(422, 0)",20.189651799500002
"(422, 4)",20.189651799500002
"(422, 5)",16.5298888222
"(422, 6)",24.659696394200001
"(424, 0)",134.79868923500001
"(424, 1)",90.358263573700015
"(424, 2)",99.179332932999998
"(424, 4)",110.363832351
"(424, 6)",110.363832351
"(426, 0)",90.358263573700015
"(426, 2)",49.589666466499999
"(426, 4)",90.358263573700015
"(426, 6)",90.358263573700015
"(428, 1)",90.358263573700015
"(428, 2)",99.179332932999998
"(428, 3)",134.79868923500001
"(428, 4)",110.363832351
"(428, 6)",110.363832351
"(430, 0)",147.151776469
"(430, 1)",120.47768476500001
"(430, 2)",132.23911057700002
"(430, 3)",147.151776469
"(430, 4)",120.47768476500001
"(436, 0)",90.358263573700015
"(436, 1)",73.979089182500005
"(436, 2)",81.201169941999993
"(436, 3)",90.358263573700015
"(438, 3)",40.600584970999996
"(438, 4)",40.600584970999996
"(438, 6)",40.600584970999996
"(440, 0)",147.151776469
"(440, 1)",120.47768476500001
"(440, 2)",132.23911057700002
"(440, 3)",147.151776469
"(440, 6)",120.47768476500001
"(441, 0)",120.47768476500001
"(441, 1)",98.6387855766
"(441, 2)",108.26822658899999
"(441, 3)",120.47768476500001
"(443, 2)",73.979089182500005
"(443, 3)",160.66418394900001
"(443, 4)",160.66418394900001
"(443, 5)",90.358263573700015
"(443, 6)",164.64349082799998
"(444, 2)",40.600584970999996
"(444, 3)",90.358263573700015
"(444, 4)",90.358263573700015
"(444, 6)",90.358263573700015
"(445, 0)",164.64349082799998
"(445, 1)",164.64349082799998
"(445, 2)",180.71652714699999
"(445, 3)",164.64349082799998
"(445, 4)",164.64349082799998
"(445, 5)",110.363832351
"(447, 2)",40.600584970999996
"(447, 3)",90.358263573700015
"(447, 4)",90.358263573700015
"(447, 6)",90.358263573700015
"(448, 3)",40.600584970999996
"(448, 4)",40.600584970999996
"(448, 6)",40.600584970999996
"(451, 0)",49.589666466499999
"(451, 1)",40.600584970999996
"(451, 4)",40.600584970999996
"(456, 0)",40.600584970999996
"(456, 1)",33.240947508699996
"(461, 0)",30.119421191199997
"(461, 1)",24.659696394200001
"(461, 2)",13.533528323699999
"(461, 3)",30.119421191199997
"(462, 0)",13.533528323699999
"(462, 1)",11.080315836199999
"(464, 0)",16.5298888222
"(464, 1)",13.533528323699999
"(464, 4)",13.533528323699999
"(467, 0)",110.363832351
"(467, 1)",90.358263573700015
"(467, 2)",49.589666466499999
"(467, 3)",110.363832351
"(467, 4)",90.358263573700015
"(468, 0)",90.358263573700015
"(468, 1)",73.979089182500005
"(468, 2)",40.600584970999996
"(468, 3)",90.358263573700015
"(469, 0)",40.600584970999996
"(469, 1)",33.240947508699996
"(469, 3)",40.600584970999996
"(472, 0)",13.533528323699999
"(472, 1)",11.080315836199999
"(472, 3)",13.533528323699999
"(474, 4)",49.589666466499999
"(474, 5)",40.600584970999996
"(474, 6)",60.5689553984
"(476, 0)",90.358263573700015
"(476, 2)",49.589666466499999
"(476, 4)",90.358263573700015
"(476, 6)",90.358263573700015
"(479, 1)",16.5298888222
"(479, 5)",16.5298888222
"(479, 6)",24.659696394200001
"(482, 1)",40.379303598900002
"(482, 3)",49.3193927883
"(482, 5)",33.059777644299999
"(482, 6)",49.3193927883
"(484, 0)",73.57588823430001
"(484, 1)",60.238842382399994
"(484, 2)",33.059777644299999
"(484, 3)",73.57588823430001
"(484, 6)",60.238842382399994
"(487, 0)",49.589666466499999
"(487, 1)",40.600584970999996
"(487, 3)",49.589666466499999
"(487, 4)",40.600584970999996
"(491, 0)",183.93972058599999
"(491, 1)",150.59710595600001
"(491, 2)",165.29888822200002
"(491, 3)",183.93972058599999
"(491, 6)",150.59710595600001
"(492, 0)",150.59710595600001
"(492, 1)",123.298481971
"(492, 2)",135.335283237
"(492, 3)",150.59710595600001
"(498, 0)",183.93972058599999
"(498, 1)",150.59710595600001
"(498, 2)",165.29888822200002
"(498, 3)",183.93972058599999
"(498, 4)",150.59710595600001
"(500, 0)",110.363832351
"(500, 1)",90.358263573700015
"(500, 2)",99.179332932999998
"(500, 3)",110.363832351
"(500, 6)",90.358263573700015
"(502, 1)",36.787944117100004
"(502, 2)",24.659696394200001
"(502, 5)",36.787944117100004
"(502, 6)",54.881163609399998
"(505, 0)",183.93972058599999
"(505, 1)",150.59710595600001
"(505, 2)",82.649444110800005
"(505, 3)",183.93972058599999
"(505, 6)",150.59710595600001
"(508, 1)",147.151776469
"(508, 2)",98.6387855766
"(508, 5)",147.151776469
"(508, 6)",219.524654438
"(509, 2)",66.119555288599997
"(509, 5)",98.6387855766
"(509, 6)",147.151776469
"(512, 0)",147.151776469
"(512, 1)",120.47768476500001
"(512, 2)",66.119555288599997
"(512, 3)",147.151776469
"(512, 6)",120.47768476500001
"(513, 0)",120.47768476500001
"(513, 1)",98.6387855766
"(513, 2)",54.134113294599999
"(513, 3)",120.47768476500001
"(514, 0)",54.134113294599999
"(514, 1)",44.321263344899997
"(514, 3)",54.134113294599999
"(515, 0)",54.134113294599999
"(515, 1)",44.321263344899997
"(519, 0)",33.059777644299999
"(519, 1)",27.067056647299999
"(519, 3)",33.059777644299999
"(519, 6)",27.067056647299999
"(521, 0)",40.600584970999996
"(521, 3)",49.589666466499999
"(521, 4)",40.600584970999996
"(521, 6)",40.600584970999996
"(529, 1)",163.64866410900001
"(529, 2)",109.696980059
"(529, 4)",199.88092971099999
"(529, 5)",134.79868923500001
"(529, 6)",164.64349082799998
"(530, 0)",40.600584970999996
"(530, 3)",49.589666466499999
"(530, 4)",40.600584970999996
"(530, 6)",40.600584970999996
"(532, 2)",73.979089182500005
"(532, 3)",163.64866410900001
"(532, 4)",163.64866410900001
"(532, 5)",90.358263573700015
"(532, 6)",164.64349082799998
"(533, 2)",40.600584970999996
"(533, 3)",90.358263573700015
"(533, 4)",90.358263573700015
"(533, 6)",90.358263573700015
"(537, 1)",134.79868923500001
"(537, 2)",90.358263573700015
"(537, 4)",164.64349082799998
"(537, 5)",110.363832351
"(538, 0)",49.589666466499999
"(538, 1)",40.600584970999996
"(538, 3)",49.589666466499999
"(538, 4)",40.600584970999996
"(539, 0)",120.47768476500001
"(539, 1)",98.6387855766
"(539, 2)",108.26822658899999
"(539, 3)",120.47768476500001
"(541, 2)",100.94825899700001
"(541, 4)",183.93972058599999
"(541, 5)",150.59710595600001
"(541, 6)",224.66448205900002
"(542, 2)",82.649444110800005
"(542, 5)",123.298481971
"(542, 6)",183.93972058599999
"(544, 5)",44.321263344899997
"(544, 6)",66.119555288599997
"(549, 0)",60.5689553984
"(549, 1)",49.589666466499999
"(549, 3)",68.291030905299991
"(549, 4)",53.249429443800004
"(549, 6)",53.249429443800004
"(550, 1)",90.358263573700015
"(550, 2)",60.5689553984
"(550, 3)",134.79868923500001
"(550, 4)",110.363832351
"(550, 6)",110.363832351
"(555, 2)",73.979089182500005
"(555, 3)",163.030194725
"(555, 4)",153.70039691100001
"(555, 5)",90.358263573700015
"(555, 6)",164.64349082799998
"(559, 3)",71.903481604899994
"(559, 4)",65.038999993100006
"(559, 5)",40.600584970999996
"(559, 6)",73.979089182500005
"(564, 0)",230.500887159
"(564, 1)",134.79868923500001
"(564, 2)",90.358263573700015
"(564, 3)",230.500887159
"(564, 4)",230.500887159
"(564, 5)",172.90333734999999
"(566, 0)",230.500887159
"(566, 1)",164.64349082799998
"(566, 2)",180.71652714699999
"(566, 3)",230.500887159
"(566, 4)",164.64349082799998
"(566, 5)",110.363832351
"(569, 0)",82.649444110800005
"(569, 1)",67.667641618299996
"(569, 3)",82.649444110800005
"(569, 6)",67.667641618299996
"(570, 0)",67.667641618299996
"(570, 1)",55.401579181199999
"(570, 3)",67.667641618299996
