,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(184, 5)",1,20.0,3,4.0,13,5.0,0.818730753078,0.548811636094,0.0
"(184, 6)",1,20.0,1,4.0,11,5.0,0.670320046036,0.548811636094,0.0
"(186, 0)",1,2.5,1,3.0,3,5.0,0.818730753078,0.818730753078,0.0
"(186, 1)",1,2.5,3,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(186, 2)",1,5.0,3,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(186, 3)",1,5.0,2,3.0,4,5.0,0.818730753078,0.818730753078,0.0
"(186, 5)",1,5.0,3,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(187, 0)",1,2.5,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(187, 1)",1,2.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(187, 2)",1,5.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(187, 3)",1,5.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(189, 0)",1,10.0,1,2.0,11,5.0,0.818730753078,0.548811636094,0.0
"(189, 1)",1,10.0,3,2.0,13,5.0,0.670320046036,0.548811636094,0.0
"(191, 0)",1,10.0,1,2.0,7,5.0,0.670320046036,0.670320046036,0.0
"(191, 1)",1,10.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(191, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(191, 5)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(193, 1)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(193, 2)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(193, 3)",1,2.5,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(193, 6)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(195, 1)",1,7.5,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(195, 2)",1,7.5,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(195, 3)",1,7.5,2,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(197, 0)",1,0.833333333333,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(197, 1)",1,0.833333333333,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(197, 2)",1,1.66666666667,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(197, 3)",1,1.66666666667,2,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(197, 6)",1,1.66666666667,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(198, 0)",1,0.833333333333,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(198, 1)",1,0.833333333333,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(198, 2)",1,1.66666666667,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(198, 3)",1,1.66666666667,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(200, 2)",1,0.0,3,3.0,10,2.0,0.818730753078,0.670320046036,0.0
"(200, 3)",1,24.0,2,3.0,9,2.0,0.670320046036,0.670320046036,3.0
"(200, 4)",1,24.0,1,3.0,8,2.0,0.818730753078,0.670320046036,3.0
"(200, 6)",1,24.0,1,3.0,8,2.0,0.670320046036,0.670320046036,3.0
"(202, 1)",1,21.0,3,3.0,7,3.0,0.818730753078,0.670320046036,3.0
"(202, 2)",1,21.0,3,3.0,7,3.0,0.818730753078,0.670320046036,3.0
"(202, 4)",1,21.0,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0
"(202, 5)",1,21.0,3,3.0,7,3.0,0.818730753078,0.670320046036,3.0
"(204, 0)",1,5.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(204, 1)",1,5.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(204, 2)",1,10.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(204, 6)",1,10.0,1,1.0,7,5.0,0.670320046036,0.670320046036,0.0
"(205, 0)",1,5.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(205, 1)",1,5.0,3,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(205, 2)",1,10.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(206, 0)",1,5.0,1,1.0,11,5.0,0.670320046036,0.548811636094,0.0
"(206, 1)",1,5.0,3,1.0,13,5.0,0.670320046036,0.548811636094,0.0
"(212, 1)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(212, 2)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(212, 3)",1,7.5,2,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(212, 5)",1,15.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(215, 2)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0
"(215, 3)",1,24.0,2,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(215, 4)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(215, 5)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0
"(215, 6)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(218, 0)",1,10.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(218, 1)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(218, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(218, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(222, 0)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(222, 5)",1,5.0,3,1.0,12,5.0,0.670320046036,0.548811636094,0.0
"(222, 6)",1,5.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(227, 3)",1,21.0,2,3.0,12,3.0,0.670320046036,0.548811636094,3.0
"(227, 4)",1,21.0,1,3.0,11,3.0,0.818730753078,0.548811636094,3.0
"(227, 6)",1,21.0,1,3.0,11,3.0,0.670320046036,0.548811636094,3.0
"(233, 1)",1,14.5,3,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(233, 2)",1,14.5,3,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(233, 3)",1,2.5,2,3.0,4,1.0,0.818730753078,0.818730753078,0.0
"(233, 4)",1,17.0,1,3.0,3,1.0,0.818730753078,0.818730753078,3.0
"(233, 5)",1,17.0,3,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(243, 0)",1,0.0,1,3.0,7,3.0,0.818730753078,0.670320046036,0.0
"(243, 2)",1,0.0,3,3.0,9,3.0,0.670320046036,0.670320046036,0.0
"(243, 4)",1,21.0,1,3.0,7,3.0,0.670320046036,0.670320046036,3.0
"(243, 6)",1,21.0,1,3.0,7,3.0,0.818730753078,0.670320046036,3.0
"(246, 0)",1,15.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(246, 1)",1,15.0,3,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(246, 3)",1,30.0,2,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(252, 0)",1,15.0,1,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(252, 1)",1,15.0,3,3.0,13,5.0,0.818730753078,0.548811636094,0.0
"(269, 1)",1,30.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(269, 3)",1,30.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(269, 5)",1,15.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(269, 6)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(270, 1)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(270, 5)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(270, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(271, 0)",1,10.0,1,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(271, 1)",1,10.0,3,2.0,12,5.0,0.818730753078,0.548811636094,0.0
"(271, 4)",1,20.0,1,2.0,10,5.0,0.670320046036,0.670320046036,0.0
"(272, 1)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(272, 5)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(272, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(276, 0)",1,3.33333333333,1,4.0,3,5.0,0.818730753078,0.818730753078,0.0
"(276, 1)",1,3.33333333333,3,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(276, 2)",1,6.66666666667,3,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(276, 3)",1,6.66666666667,2,4.0,4,5.0,0.818730753078,0.818730753078,0.0
"(276, 5)",1,6.66666666667,3,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(277, 0)",1,20.0,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(277, 1)",1,20.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(277, 2)",1,40.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(277, 5)",1,40.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(279, 0)",1,10.0,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0
"(279, 1)",1,10.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(279, 2)",1,20.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(279, 5)",1,20.0,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(284, 0)",1,5.0,1,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(284, 1)",1,5.0,3,1.0,11,5.0,0.670320046036,0.548811636094,0.0
"(284, 3)",1,10.0,2,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(288, 0)",1,3.33333333333,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(288, 1)",1,3.33333333333,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(288, 2)",1,6.66666666667,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(288, 3)",1,6.66666666667,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(290, 1)",1,27.0,3,3.0,7,1.0,0.818730753078,0.670320046036,3.0
"(290, 2)",1,27.0,3,3.0,7,1.0,0.818730753078,0.670320046036,3.0
"(290, 4)",1,27.0,1,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(290, 5)",1,27.0,3,3.0,7,1.0,0.818730753078,0.670320046036,3.0
"(292, 2)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(292, 5)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(292, 6)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(295, 0)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(295, 1)",1,20.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(295, 3)",1,40.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(295, 5)",1,40.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(296, 0)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(296, 1)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(296, 5)",1,40.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(301, 5)",1,15.0,3,3.0,13,5.0,0.670320046036,0.548811636094,0.0
"(301, 6)",1,15.0,1,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(303, 1)",1,0.0,3,3.0,7,3.0,0.818730753078,0.670320046036,0.0
"(303, 2)",1,0.0,3,3.0,7,3.0,0.818730753078,0.670320046036,0.0
"(303, 3)",1,13.5,2,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(303, 4)",1,13.5,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0
"(303, 6)",1,13.5,1,3.0,5,3.0,0.818730753078,0.818730753078,3.0
"(304, 1)",1,0.0,3,3.0,10,3.0,0.818730753078,0.670320046036,0.0
"(304, 3)",1,21.0,2,3.0,9,3.0,0.670320046036,0.670320046036,3.0
"(304, 4)",1,21.0,1,3.0,8,3.0,0.818730753078,0.670320046036,3.0
"(304, 6)",1,21.0,1,3.0,8,3.0,0.818730753078,0.670320046036,3.0
"(306, 2)",1,0.0,3,3.0,10,3.0,0.818730753078,0.670320046036,0.0
"(306, 3)",1,21.0,2,3.0,9,3.0,0.818730753078,0.670320046036,3.0
"(306, 4)",1,21.0,1,3.0,8,3.0,0.818730753078,0.670320046036,3.0
"(306, 6)",1,21.0,1,3.0,8,3.0,0.670320046036,0.670320046036,3.0
"(312, 0)",1,5.0,1,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(312, 1)",1,5.0,3,1.0,12,5.0,0.818730753078,0.548811636094,0.0
"(312, 6)",1,10.0,1,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(315, 0)",1,0.0,1,3.0,2,2.0,0.818730753078,0.818730753078,0.0
"(315, 1)",1,14.0,3,3.0,4,2.0,0.818730753078,0.818730753078,3.0
"(315, 3)",1,0.0,2,3.0,3,2.0,0.818730753078,0.818730753078,0.0
"(315, 4)",1,14.0,1,3.0,2,2.0,0.818730753078,0.818730753078,3.0
"(315, 5)",1,14.0,3,3.0,4,2.0,0.818730753078,0.818730753078,3.0
"(316, 0)",1,7.5,1,3.0,4,2.0,0.818730753078,0.818730753078,0.0
"(316, 1)",1,9.0,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(316, 2)",1,16.5,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(316, 4)",1,16.5,1,3.0,4,2.0,0.818730753078,0.818730753078,3.0
"(316, 5)",1,16.5,3,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(319, 0)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(319, 1)",1,15.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(319, 3)",1,30.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(319, 5)",1,30.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(321, 1)",1,2.5,3,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(321, 2)",1,2.5,3,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(321, 3)",1,2.5,2,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(321, 5)",1,5.0,3,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(324, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(324, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(324, 5)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(324, 6)",1,10.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(326, 0)",1,0.0,1,3.0,4,5.0,0.818730753078,0.818730753078,0.0
"(326, 2)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(326, 4)",1,15.0,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(326, 5)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(326, 6)",1,15.0,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(327, 0)",1,0.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(327, 3)",1,15.0,2,3.0,8,5.0,0.818730753078,0.670320046036,3.0
"(327, 4)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,3.0
"(327, 5)",1,0.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(327, 6)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(328, 3)",1,24.0,2,3.0,9,2.0,0.818730753078,0.670320046036,3.0
"(328, 4)",1,24.0,1,3.0,8,2.0,0.670320046036,0.670320046036,3.0
"(328, 5)",1,0.0,3,3.0,10,2.0,0.670320046036,0.670320046036,0.0
"(328, 6)",1,24.0,1,3.0,8,2.0,0.818730753078,0.670320046036,3.0
"(329, 3)",1,10.0,2,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(329, 5)",1,5.0,3,1.0,11,5.0,0.818730753078,0.548811636094,0.0
"(329, 6)",1,5.0,1,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(332, 0)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(332, 1)",1,20.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(332, 2)",1,40.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(334, 1)",1,10.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(334, 2)",1,10.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(334, 3)",1,10.0,2,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(337, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(337, 1)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(337, 2)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(340, 0)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0
"(340, 1)",1,10.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0
"(340, 2)",1,20.0,3,2.0,10,5.0,0.670320046036,0.670320046036,0.0
"(345, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(345, 4)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(345, 5)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(345, 6)",1,10.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(353, 1)",1,2.5,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(353, 2)",1,2.5,3,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(353, 3)",1,2.5,2,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(355, 0)",1,20.0,1,4.0,11,5.0,0.670320046036,0.548811636094,0.0
"(355, 1)",1,20.0,3,4.0,13,5.0,0.670320046036,0.548811636094,0.0
"(357, 3)",1,24.0,2,3.0,12,2.0,0.818730753078,0.548811636094,3.0
"(357, 4)",1,24.0,1,3.0,11,2.0,0.670320046036,0.548811636094,3.0
"(357, 6)",1,24.0,1,3.0,11,2.0,0.670320046036,0.548811636094,3.0
"(361, 1)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(361, 2)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(361, 3)",1,5.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(361, 6)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0
"(364, 1)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(364, 2)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(364, 3)",1,7.5,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(364, 4)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(368, 1)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(368, 2)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(368, 3)",1,5.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(368, 4)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0
"(374, 5)",1,25.0,3,5.0,13,5.0,0.818730753078,0.548811636094,0.0
"(374, 6)",1,25.0,1,5.0,11,5.0,0.670320046036,0.548811636094,0.0
"(380, 1)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(380, 4)",1,30.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(380, 5)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(380, 6)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(382, 0)",1,20.0,1,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(382, 1)",1,20.0,3,4.0,11,5.0,0.818730753078,0.548811636094,0.0
"(382, 3)",1,40.0,2,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(386, 1)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(386, 2)",1,7.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(386, 3)",1,7.5,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(386, 6)",1,15.0,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(390, 0)",1,0.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(390, 3)",1,15.0,2,3.0,11,5.0,0.670320046036,0.548811636094,3.0
"(390, 4)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,3.0
"(390, 6)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,3.0
"(393, 0)",1,0.0,1,3.0,7,2.0,0.818730753078,0.670320046036,0.0
"(393, 3)",1,24.0,2,3.0,8,2.0,0.818730753078,0.670320046036,3.0
"(393, 4)",1,24.0,1,3.0,7,2.0,0.818730753078,0.670320046036,3.0
"(393, 5)",1,0.0,3,3.0,9,2.0,0.670320046036,0.670320046036,0.0
"(393, 6)",1,24.0,1,3.0,7,2.0,0.818730753078,0.670320046036,3.0
"(394, 0)",1,0.0,1,3.0,10,2.0,0.670320046036,0.670320046036,0.0
"(394, 3)",1,24.0,2,3.0,11,2.0,0.670320046036,0.548811636094,3.0
"(394, 4)",1,24.0,1,3.0,10,2.0,0.818730753078,0.670320046036,3.0
"(394, 6)",1,24.0,1,3.0,10,2.0,0.818730753078,0.670320046036,3.0
"(401, 4)",1,40.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(401, 5)",1,20.0,3,4.0,12,5.0,0.670320046036,0.548811636094,0.0
"(401, 6)",1,20.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(403, 1)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(403, 2)",1,2.5,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(403, 3)",1,2.5,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(403, 4)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(404, 0)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(404, 1)",1,15.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(404, 2)",1,30.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(404, 4)",1,30.0,1,3.0,7,5.0,0.670320046036,0.670320046036,0.0
"(406, 0)",1,0.833333333333,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(406, 1)",1,0.833333333333,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(406, 2)",1,1.66666666667,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(406, 3)",1,1.66666666667,2,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(406, 4)",1,1.66666666667,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(409, 0)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(409, 1)",1,15.0,3,3.0,12,5.0,0.670320046036,0.548811636094,0.0
"(409, 4)",1,30.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(416, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(416, 1)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(416, 5)",1,30.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(421, 0)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(421, 1)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(421, 2)",1,30.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(421, 5)",1,30.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(422, 1)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0
"(422, 3)",1,24.0,2,3.0,6,2.0,0.818730753078,0.670320046036,3.0
"(422, 4)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(422, 5)",1,0.0,3,3.0,7,2.0,0.818730753078,0.670320046036,0.0
"(422, 6)",1,24.0,1,3.0,5,2.0,0.818730753078,0.818730753078,3.0
"(425, 0)",1,0.833333333333,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(425, 1)",1,0.833333333333,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(425, 2)",1,1.66666666667,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(425, 3)",1,1.66666666667,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(426, 0)",1,5.0,1,1.0,9,5.0,0.670320046036,0.670320046036,0.0
"(426, 1)",1,5.0,3,1.0,11,5.0,0.818730753078,0.548811636094,0.0
"(426, 3)",1,10.0,2,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(427, 0)",1,5.0,1,1.0,11,5.0,0.670320046036,0.548811636094,0.0
"(427, 1)",1,5.0,3,1.0,13,5.0,0.670320046036,0.548811636094,0.0
"(430, 0)",1,0.833333333333,1,1.0,3,5.0,0.818730753078,0.818730753078,0.0
"(430, 1)",1,0.833333333333,3,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(430, 2)",1,1.66666666667,3,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(430, 3)",1,1.66666666667,2,1.0,4,5.0,0.818730753078,0.818730753078,0.0
"(430, 5)",1,1.66666666667,3,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(431, 0)",1,5.0,1,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(431, 1)",1,5.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(431, 3)",1,10.0,2,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(431, 5)",1,10.0,3,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(437, 3)",1,30.0,2,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(437, 5)",1,15.0,3,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(437, 6)",1,15.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(438, 1)",1,13.5,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(438, 2)",1,13.5,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(438, 4)",1,13.5,1,3.0,4,3.0,0.818730753078,0.818730753078,3.0
"(438, 5)",1,6.0,3,3.0,6,3.0,0.818730753078,0.670320046036,3.0
"(438, 6)",1,7.5,1,3.0,4,3.0,0.818730753078,0.818730753078,0.0
"(440, 1)",1,7.5,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(440, 2)",1,7.5,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(440, 3)",1,7.5,2,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(445, 2)",1,0.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(445, 3)",1,15.0,2,3.0,6,5.0,0.818730753078,0.670320046036,3.0
"(445, 4)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(445, 5)",1,0.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(445, 6)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0
