,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(737, 2)",1,1.66666666667,3,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(737, 3)",1,1.66666666667,2,1.0,6,5.0,0.818730753078,0.670320046036,0.0
"(737, 4)",1,1.66666666667,1,1.0,5,5.0,0.818730753078,0.818730753078,0.0
"(742, 0)",1,10.0,1,2.0,7,5.0,0.670320046036,0.670320046036,0.0
"(742, 1)",1,10.0,3,2.0,9,5.0,0.670320046036,0.670320046036,0.0
"(742, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(742, 4)",1,20.0,1,2.0,7,5.0,0.670320046036,0.670320046036,0.0
"(744, 0)",1,5.0,1,1.0,7,5.0,0.670320046036,0.670320046036,0.0
"(744, 1)",1,5.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(744, 2)",1,10.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(744, 4)",1,10.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(754, 0)",1,10.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0
"(754, 1)",1,10.0,3,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(754, 2)",1,20.0,3,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(755, 2)",1,10.0,3,1.0,10,5.0,0.818730753078,0.670320046036,0.0
"(755, 5)",1,5.0,3,1.0,10,5.0,0.670320046036,0.670320046036,0.0
"(755, 6)",1,5.0,1,1.0,8,5.0,0.818730753078,0.670320046036,0.0
"(757, 0)",1,20.0,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(757, 2)",1,20.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(757, 3)",1,20.0,2,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(757, 5)",1,20.0,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(757, 6)",1,20.0,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(767, 0)",1,40.0,1,4.0,7,5.0,0.670320046036,0.670320046036,0.0
"(767, 2)",1,40.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(767, 5)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(767, 6)",1,20.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(769, 1)",1,0.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(769, 2)",1,0.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(769, 3)",1,7.5,2,3.0,6,5.0,0.818730753078,0.670320046036,3.0
"(769, 4)",1,7.5,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(769, 6)",1,7.5,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(770, 1)",1,12.5,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(770, 2)",1,12.5,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(770, 3)",1,12.5,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(770, 6)",1,25.0,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(773, 2)",1,0.0,3,3.0,7,1.0,0.818730753078,0.670320046036,0.0
"(773, 3)",1,27.0,2,3.0,6,1.0,0.818730753078,0.670320046036,3.0
"(773, 4)",1,27.0,1,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(773, 5)",1,0.0,3,3.0,7,1.0,0.818730753078,0.670320046036,0.0
"(773, 6)",1,27.0,1,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(777, 2)",1,50.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(777, 5)",1,25.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(777, 6)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(788, 0)",1,0.0,1,3.0,7,1.0,0.818730753078,0.670320046036,0.0
"(788, 3)",1,27.0,2,3.0,8,1.0,0.670320046036,0.670320046036,3.0
"(788, 4)",1,27.0,1,3.0,7,1.0,0.818730753078,0.670320046036,3.0
"(788, 5)",1,0.0,3,3.0,9,1.0,0.670320046036,0.670320046036,0.0
"(788, 6)",1,27.0,1,3.0,7,1.0,0.670320046036,0.670320046036,3.0
"(793, 1)",1,10.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(793, 2)",1,10.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(793, 3)",1,10.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(793, 4)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(794, 1)",1,12.5,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0
"(794, 2)",1,12.5,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(794, 3)",1,12.5,2,5.0,8,5.0,0.670320046036,0.670320046036,0.0
"(798, 0)",1,0.0,1,3.0,2,5.0,0.818730753078,0.818730753078,0.0
"(798, 1)",1,5.0,3,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(798, 3)",1,0.0,2,3.0,3,5.0,0.818730753078,0.818730753078,0.0
"(798, 4)",1,5.0,1,3.0,2,5.0,0.818730753078,0.818730753078,3.0
"(798, 5)",1,5.0,3,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(799, 0)",1,7.5,1,3.0,4,5.0,0.818730753078,0.818730753078,0.0
"(799, 1)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,3.0
"(799, 2)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,3.0
"(799, 4)",1,7.5,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(799, 5)",1,7.5,3,3.0,6,5.0,0.818730753078,0.670320046036,3.0
"(800, 1)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(800, 2)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(800, 4)",1,15.0,1,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(800, 5)",1,15.0,3,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(801, 1)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(801, 2)",1,5.0,3,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(801, 3)",1,5.0,2,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(801, 4)",1,10.0,1,2.0,6,5.0,0.818730753078,0.670320046036,0.0
"(804, 0)",1,50.0,1,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(804, 4)",1,50.0,1,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(804, 5)",1,25.0,3,5.0,11,5.0,0.670320046036,0.548811636094,0.0
"(804, 6)",1,25.0,1,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(807, 1)",1,2.5,3,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(807, 2)",1,2.5,3,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(807, 3)",1,2.5,2,3.0,4,5.0,0.818730753078,0.818730753078,0.0
"(807, 4)",1,5.0,1,3.0,3,5.0,0.818730753078,0.818730753078,3.0
"(807, 5)",1,5.0,3,3.0,5,5.0,0.818730753078,0.818730753078,3.0
"(809, 2)",1,0.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(809, 3)",1,15.0,2,3.0,9,5.0,0.670320046036,0.670320046036,3.0
"(809, 4)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,3.0
"(809, 6)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,3.0
"(816, 1)",1,10.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(816, 2)",1,10.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(816, 3)",1,10.0,2,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(817, 0)",1,2.5,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(817, 1)",1,2.5,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(817, 2)",1,5.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(817, 3)",1,5.0,2,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(817, 4)",1,5.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(818, 3)",1,15.0,2,3.0,12,5.0,0.670320046036,0.548811636094,3.0
"(818, 4)",1,15.0,1,3.0,11,5.0,0.818730753078,0.548811636094,3.0
"(818, 6)",1,15.0,1,3.0,11,5.0,0.670320046036,0.548811636094,3.0
"(822, 0)",1,1.66666666667,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0
"(822, 1)",1,1.66666666667,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(822, 2)",1,3.33333333333,3,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(822, 3)",1,3.33333333333,2,2.0,6,5.0,0.818730753078,0.670320046036,0.0
"(822, 6)",1,3.33333333333,1,2.0,5,5.0,0.818730753078,0.818730753078,0.0
"(825, 0)",1,50.0,1,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(825, 5)",1,25.0,3,5.0,12,5.0,0.818730753078,0.548811636094,0.0
"(825, 6)",1,25.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(826, 0)",1,5.0,1,3.0,4,5.0,0.818730753078,0.818730753078,0.0
"(826, 1)",1,0.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(826, 2)",1,5.0,3,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(826, 4)",1,0.0,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(826, 6)",1,0.0,1,3.0,4,5.0,0.818730753078,0.818730753078,3.0
"(827, 0)",1,2.5,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(827, 1)",1,2.5,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(827, 2)",1,5.0,3,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(827, 3)",1,5.0,2,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(827, 4)",1,5.0,1,3.0,5,5.0,0.818730753078,0.818730753078,0.0
"(828, 0)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(828, 1)",1,15.0,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(828, 2)",1,30.0,3,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(828, 4)",1,30.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(829, 0)",1,15.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(829, 1)",1,15.0,3,3.0,12,5.0,0.818730753078,0.548811636094,0.0
"(829, 4)",1,30.0,1,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(830, 0)",1,0.0,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(830, 2)",1,0.0,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(830, 4)",1,15.0,1,3.0,7,5.0,0.670320046036,0.670320046036,3.0
"(830, 6)",1,15.0,1,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(832, 1)",1,0.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(832, 3)",1,15.0,2,3.0,9,5.0,0.818730753078,0.670320046036,3.0
"(832, 4)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,3.0
"(832, 6)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,3.0
"(833, 0)",1,10.0,1,2.0,8,5.0,0.818730753078,0.670320046036,0.0
"(833, 1)",1,10.0,3,2.0,10,5.0,0.818730753078,0.670320046036,0.0
"(833, 3)",1,20.0,2,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(833, 6)",1,20.0,1,2.0,8,5.0,0.670320046036,0.670320046036,0.0
"(834, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(834, 1)",1,15.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(834, 2)",1,30.0,3,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(835, 2)",1,10.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(835, 4)",1,10.0,1,1.0,7,5.0,0.670320046036,0.670320046036,0.0
"(835, 5)",1,5.0,3,1.0,9,5.0,0.818730753078,0.670320046036,0.0
"(835, 6)",1,5.0,1,1.0,7,5.0,0.818730753078,0.670320046036,0.0
"(837, 0)",1,15.0,1,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(837, 1)",1,15.0,3,3.0,13,5.0,0.670320046036,0.548811636094,0.0
"(838, 1)",1,12.5,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(838, 2)",1,12.5,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(838, 3)",1,12.5,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(838, 4)",1,25.0,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(842, 0)",1,0.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(842, 3)",1,15.0,2,3.0,11,5.0,0.670320046036,0.548811636094,3.0
"(842, 4)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,3.0
"(842, 6)",1,15.0,1,3.0,10,5.0,0.818730753078,0.670320046036,3.0
"(844, 0)",1,25.0,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(844, 1)",1,25.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(844, 2)",1,50.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(844, 5)",1,50.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(850, 0)",1,10.0,1,2.0,7,5.0,0.670320046036,0.670320046036,0.0
"(850, 1)",1,10.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(850, 2)",1,20.0,3,2.0,9,5.0,0.818730753078,0.670320046036,0.0
"(850, 6)",1,20.0,1,2.0,7,5.0,0.818730753078,0.670320046036,0.0
"(855, 1)",1,10.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(855, 2)",1,10.0,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(855, 3)",1,10.0,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(855, 6)",1,20.0,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(856, 0)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(856, 1)",1,25.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(856, 2)",1,50.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(868, 0)",1,15.0,1,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(868, 1)",1,15.0,3,3.0,11,5.0,0.818730753078,0.548811636094,0.0
"(868, 4)",1,30.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(868, 6)",1,30.0,1,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(871, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(871, 1)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(871, 3)",1,30.0,2,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(871, 4)",1,30.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(872, 0)",1,4.16666666667,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(872, 1)",1,4.16666666667,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(872, 2)",1,8.33333333333,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(872, 3)",1,8.33333333333,2,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(872, 6)",1,8.33333333333,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(873, 0)",1,4.16666666667,1,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(873, 1)",1,4.16666666667,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(873, 2)",1,8.33333333333,3,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(873, 3)",1,8.33333333333,2,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(874, 0)",1,25.0,1,5.0,9,5.0,0.670320046036,0.670320046036,0.0
"(874, 1)",1,25.0,3,5.0,11,5.0,0.818730753078,0.548811636094,0.0
"(874, 3)",1,50.0,2,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(875, 0)",1,15.0,1,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(875, 1)",1,15.0,3,3.0,11,5.0,0.670320046036,0.548811636094,0.0
"(875, 3)",1,30.0,2,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(876, 0)",1,40.0,1,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(876, 4)",1,40.0,1,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(876, 5)",1,20.0,3,4.0,11,5.0,0.818730753078,0.548811636094,0.0
"(876, 6)",1,20.0,1,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(877, 0)",1,25.0,1,5.0,11,5.0,0.670320046036,0.548811636094,0.0
"(877, 1)",1,25.0,3,5.0,13,5.0,0.670320046036,0.548811636094,0.0
"(883, 0)",1,15.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(883, 1)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(883, 3)",1,30.0,2,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(883, 4)",1,30.0,1,3.0,8,5.0,0.670320046036,0.670320046036,0.0
"(885, 0)",1,7.5,1,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(885, 1)",1,7.5,3,3.0,9,5.0,0.818730753078,0.670320046036,0.0
"(885, 3)",1,7.5,2,3.0,8,5.0,0.818730753078,0.670320046036,3.0
"(885, 4)",1,7.5,1,3.0,7,5.0,0.818730753078,0.670320046036,3.0
"(885, 6)",1,7.5,1,3.0,7,5.0,0.670320046036,0.670320046036,3.0
"(887, 0)",1,25.0,1,5.0,8,5.0,0.670320046036,0.670320046036,0.0
"(887, 1)",1,25.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(887, 2)",1,50.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(889, 0)",1,25.0,1,5.0,11,5.0,0.818730753078,0.548811636094,0.0
"(889, 1)",1,25.0,3,5.0,13,5.0,0.670320046036,0.548811636094,0.0
"(893, 0)",1,25.0,1,5.0,7,5.0,0.670320046036,0.670320046036,0.0
"(893, 1)",1,25.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0
"(893, 2)",1,50.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(893, 6)",1,50.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(897, 0)",1,4.16666666667,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(897, 1)",1,4.16666666667,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(897, 2)",1,8.33333333333,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(897, 3)",1,8.33333333333,2,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(897, 4)",1,8.33333333333,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(900, 0)",1,15.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(900, 1)",1,15.0,3,3.0,12,5.0,0.670320046036,0.548811636094,0.0
"(900, 6)",1,30.0,1,3.0,10,5.0,0.670320046036,0.670320046036,0.0
"(902, 1)",1,0.0,3,3.0,7,1.0,0.818730753078,0.670320046036,0.0
"(902, 2)",1,0.0,3,3.0,7,1.0,0.818730753078,0.670320046036,0.0
"(902, 3)",1,19.5,2,3.0,6,1.0,0.818730753078,0.670320046036,3.0
"(902, 4)",1,19.5,1,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(902, 6)",1,19.5,1,3.0,5,1.0,0.818730753078,0.818730753078,3.0
"(903, 0)",1,2.5,1,3.0,6,5.0,0.818730753078,0.670320046036,0.0
"(903, 1)",1,2.5,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(903, 2)",1,5.0,3,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(903, 3)",1,5.0,2,3.0,7,5.0,0.818730753078,0.670320046036,0.0
"(906, 1)",1,40.0,3,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(906, 4)",1,40.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(906, 5)",1,20.0,3,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(906, 6)",1,20.0,1,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(907, 0)",1,25.0,1,5.0,8,5.0,0.670320046036,0.670320046036,0.0
"(907, 1)",1,25.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(907, 5)",1,50.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(909, 0)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(909, 1)",1,25.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(909, 3)",1,50.0,2,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(909, 4)",1,50.0,1,5.0,8,5.0,0.670320046036,0.670320046036,0.0
"(910, 0)",1,25.0,1,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(910, 1)",1,25.0,3,5.0,12,5.0,0.670320046036,0.548811636094,0.0
"(910, 6)",1,50.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(912, 0)",1,25.0,1,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(912, 1)",1,25.0,3,5.0,12,5.0,0.818730753078,0.548811636094,0.0
"(912, 4)",1,50.0,1,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(913, 0)",1,25.0,1,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(913, 1)",1,25.0,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0
"(913, 2)",1,50.0,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(913, 4)",1,50.0,1,5.0,7,5.0,0.670320046036,0.670320046036,0.0
"(916, 1)",1,40.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(916, 5)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(916, 6)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(927, 0)",1,15.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(927, 1)",1,15.0,3,3.0,10,5.0,0.818730753078,0.670320046036,0.0
"(927, 3)",1,30.0,2,3.0,9,5.0,0.670320046036,0.670320046036,0.0
"(927, 6)",1,30.0,1,3.0,8,5.0,0.818730753078,0.670320046036,0.0
"(931, 0)",1,3.33333333333,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(931, 1)",1,3.33333333333,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(931, 2)",1,6.66666666667,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(931, 3)",1,6.66666666667,2,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(931, 4)",1,6.66666666667,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(932, 0)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(932, 1)",1,20.0,3,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(932, 3)",1,40.0,2,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(932, 4)",1,40.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(933, 0)",1,20.0,1,4.0,9,5.0,0.670320046036,0.670320046036,0.0
"(933, 1)",1,20.0,3,4.0,11,5.0,0.818730753078,0.548811636094,0.0
"(933, 3)",1,40.0,2,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(935, 0)",1,20.0,1,4.0,10,5.0,0.670320046036,0.670320046036,0.0
"(935, 1)",1,20.0,3,4.0,12,5.0,0.818730753078,0.548811636094,0.0
"(935, 4)",1,40.0,1,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(936, 0)",1,20.0,1,4.0,11,5.0,0.818730753078,0.548811636094,0.0
"(936, 1)",1,20.0,3,4.0,13,5.0,0.670320046036,0.548811636094,0.0
"(940, 0)",1,50.0,1,5.0,8,5.0,0.670320046036,0.670320046036,0.0
"(940, 3)",1,50.0,2,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(940, 5)",1,25.0,3,5.0,10,5.0,0.818730753078,0.670320046036,0.0
"(940, 6)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(943, 1)",1,12.5,3,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(943, 2)",1,12.5,3,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(943, 3)",1,12.5,2,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(943, 5)",1,25.0,3,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(946, 0)",1,25.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(946, 1)",1,25.0,3,5.0,10,5.0,0.670320046036,0.670320046036,0.0
"(946, 3)",1,50.0,2,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(946, 6)",1,50.0,1,5.0,8,5.0,0.818730753078,0.670320046036,0.0
"(947, 0)",1,25.0,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(947, 2)",1,25.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(947, 3)",1,25.0,2,5.0,6,5.0,0.818730753078,0.670320046036,0.0
"(947, 5)",1,25.0,3,5.0,7,5.0,0.818730753078,0.670320046036,0.0
"(947, 6)",1,25.0,1,5.0,5,5.0,0.818730753078,0.818730753078,0.0
"(948, 1)",1,12.5,3,5.0,9,5.0,0.818730753078,0.670320046036,0.0
"(948, 2)",1,12.5,3,5.0,9,5.0,0.670320046036,0.670320046036,0.0
"(948, 3)",1,12.5,2,5.0,8,5.0,0.670320046036,0.670320046036,0.0
"(950, 0)",1,5.0,1,3.0,4,4.0,0.818730753078,0.818730753078,0.0
"(950, 1)",1,0.0,3,3.0,6,4.0,0.818730753078,0.670320046036,0.0
"(950, 2)",1,5.0,3,3.0,6,4.0,0.818730753078,0.670320046036,0.0
"(950, 4)",1,3.0,1,3.0,4,4.0,0.818730753078,0.818730753078,3.0
"(950, 6)",1,3.0,1,3.0,4,4.0,0.818730753078,0.818730753078,3.0
"(951, 0)",1,3.33333333333,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(951, 1)",1,3.33333333333,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(951, 2)",1,6.66666666667,3,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(951, 3)",1,6.66666666667,2,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(951, 6)",1,6.66666666667,1,4.0,5,5.0,0.818730753078,0.818730753078,0.0
"(952, 0)",1,3.33333333333,1,4.0,6,5.0,0.818730753078,0.670320046036,0.0
"(952, 1)",1,3.33333333333,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(952, 2)",1,6.66666666667,3,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(952, 3)",1,6.66666666667,2,4.0,7,5.0,0.818730753078,0.670320046036,0.0
"(955, 0)",1,20.0,1,4.0,8,5.0,0.818730753078,0.670320046036,0.0
"(955, 1)",1,20.0,3,4.0,10,5.0,0.818730753078,0.670320046036,0.0
"(955, 3)",1,40.0,2,4.0,9,5.0,0.818730753078,0.670320046036,0.0
"(955, 6)",1,40.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
"(956, 0)",1,20.0,1,4.0,8,5.0,0.670320046036,0.670320046036,0.0
