473526273,53
51900417,151
-1600369275,700
-1800168694,436
-339489096,83
1682475021,235
-1520275441,62
-365394941,785
-1617194663,599
-957502100,733
-129400801,32
-1771368414,560
908023845,642
-2052951331,539
-387863545,716
-1689385294,624
717273134,601
1479947388,364
-735240525,331
1253085236,636
-1055713694,512
2050789203,630
-969004451,522
930339852,76
-1051774902,843
-1186968787,829
2004081676,680
1740113933,275
681725524,703
298929848,127
2053333347,718
1668896853,387
-1989621674,84
757852095,417
-1260111475,321
-270516134,327
-892968028,615
1231603798,347
-968910997,609
-400733474,60
1087977569,278
-19011226,209
1332646929,490
1254217839,85
-1737682832,754
-597772269,787
-1602581269,840
42745976,216
503449211,385
-92958235,752
1857812605,223
-764272514,80
1436265493,480
-1706243395,111
-419779886,472
-893597529,354
653961938,669
810951061,57
-2031243924,559
-774811976,859
1595573763,773
-24599121,737
359334596,233
-1545950658,366
932287514,691
-591767390,39
408605713,665
-1118816570,378
283068583,37
1225136298,113
1317855587,796
-1521137294,120
1225319453,274
1002434737,349
-867190606,3
-1626134123,439
-2066696010,20
1519949994,236
-2105522828,564
1558282426,413
-1203142625,452
-830517536,302
-1633792606,379
1177068103,808
2024665281,193
1257957571,352
-1627850554,29
-405126111,661
-552392299,95
1836205590,523
62886811,704
1724916770,107
-1185341799,823
-1593505583,324
2039571027,805
993633363,585
-610986290,368
1416622705,91
-727567324,742
-1549538609,161
-118156218,466
2080510297,769
-1183082802,524
-637167920,267
1164841187,254
-517263126,135
1619448400,825
-1935904532,263
804530898,195
1369071226,620
2062169764,335
809101694,638
1827003546,538
-665441761,822
672840494,722
746096067,830
746855469,156
-285794029,813
717895726,607
42828054,841
1747167775,103
1185688028,649
1706568410,698
615107973,692
1672069410,587
-451448539,114
-1030309791,424
1213881735,147
1782902065,851
-711971107,346
-315889729,392
593193318,748
-1474475298,66
833319226,445
-266639582,370
300659811,50
-1676882208,128
-1119221437,325
1910693498,597
1211113799,93
-864979572,63
1102494093,249
1623449315,122
1006768473,429
-564675310,764
1351318711,334
244113763,712
-2134410908,791
1666935142,330
118424977,571
-563191447,652
103326279,628
685130091,745
-380903060,582
544392561,819
1663761128,592
-1949644430,129
469863921,626
-1400906321,763
978102676,814
-1183066839,801
-1888458370,5
1890034069,170
1168274141,427
1512472299,163
-1748415700,513
-2118731379,250
-1191898042,467
2051844500,459
-1331191403,289
-2084879973,251
-262790763,527
-1011138149,273
1935250502,434
151093671,541
-1761806948,549
-875902606,191
-1177422967,178
1263247795,514
-161773245,852
1778387383,629
1259951860,507
981687191,781
2036218955,182
2074524100,25
-666084198,783
2145483206,13
1087494306,294
1321800136,645
-131010099,133
836012494,288
-374987357,48
-2035537444,632
-1623349850,38
-30621204,820
152474363,421
157872421,295
-1248640532,855
-1737494041,240
54121227,143
-146387204,99
2062320106,762
-1104363028,562
1727349230,635
649591689,247
-2078689790,518
-80108461,24
338501299,768
1640421880,238
-542230021,284
-1552328619,501
-919930364,305
1322666070,74
163711496,811
-615964926,410
-426986408,468
419077096,69
-162387431,338
208762252,420
1941331375,735
1740007965,219
408300063,292
369506482,650
347453000,2
1474916444,540
-1331859263,484
1123169421,299
1773494265,455
-2083969766,453
-1483662582,234
1675274814,222
1586842175,428
-501758600,534
1127863051,215
326941253,462
-1361354170,154
-2104051615,230
-500739512,30
1714892140,606
704645559,631
-1214426544,376
-1601149409,526
-773082013,301
-1372278001,167
104737373,458
-1869162764,821
-143299959,789
1492033309,702
1245346735,510
-1362177433,584
1019400814,157
-691630659,686
672373864,26
-702455912,759
-1618021591,710
165363701,583
1909754318,373
-877208967,529
-707611201,136
1616541084,570
943068608,729
1930993089,803
86653577,14
2022417037,750
1902634918,664
1255204142,196
2115750700,610
-1089707367,315
-812065965,18
-2061281169,97
461967130,677
952853155,185
-1707396008,706
688009703,232
1838443292,360
-97428822,318
-1729192163,681
1231196616,767
-1047134022,849
-1699037410,589
-379679067,711
1682172602,844
1593343989,596
-632501571,158
-714407228,226
1665489775,744
1961113997,847
-100068664,478
1000782276,734
1487791906,367
-1095144753,155
1116487800,382
1443248306,16
783157710,357
2038740967,314
1620076063,277
-1514657062,640
1241510621,190
1351273182,19
-274524464,531
-303337682,676
1882843518,719
628727449,375
-931261316,269
294651040,577
784070781,705
629531544,497
591241683,255
309469310,575
-1884785879,673
-849554755,816
1226216187,110
-2020413650,853
-737891582,264
1715745604,848
1156482584,641
-818884024,828
-674673876,383
-726426870,272
-1245555957,184
-1890878744,613
1848947471,231
-400901330,150
1306137732,500
-1912551792,739
-1810656485,291
764701468,359
-41735393,659
996896901,836
-915892558,858
-2056384285,449
-811044055,412
189505971,515
-1105474772,102
-1822824654,117
994851630,54
-1048476271,794
-1512719224,188
373599027,778
-1149636372,812
-1619152073,358
-146349128,621
-674112710,604
1875292996,262
2112035655,475
-705414327,90
-545410249,393
-1482013040,736
-1161775987,82
152388432,10
-994958510,685
-47162541,59
699755624,776
-1747854534,694
1826558437,707
924329661,657
-1873665181,12
-331793263,456
-1368462711,558
837373756,666
1415467882,310
1483731431,211
-72215700,164
-1848073361,64
98616979,565
221900629,403
1044132729,342
988578282,799
405787553,552
-817982588,831
125022873,646
1482587017,109
958894986,214
1735865495,790
-605316653,355
-1536154736,79
1886444439,415
1703273368,205
-1345932476,282
-1010855013,296
2023649767,73
