,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,BC_debris,BC_regular,BC_regular_sp,IG_1
"(749, 13)",1,36.0,0.5,3.0,12.5,4.0,0.09071795328941247,0.07427357821433388,6.333333333333333,4.0,18.0,0.0
"(753, 2)",1,0.0,3.0,3.0,19.0,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(753, 5)",1,0.0,1.0,3.0,17.0,4.0,0.04076220397836621,0.033373269960326066,4.0,2.0,0.0,0.0
"(753, 10)",1,36.0,1.0,3.0,17.0,4.0,0.04076220397836621,0.033373269960326066,4.0,2.0,18.0,0.0
"(753, 11)",1,36.0,1.0,3.0,17.0,4.0,0.8187307530779818,0.033373269960326066,4.0,2.0,18.0,3.0000000000000004
"(753, 13)",1,36.0,0.5,3.0,16.5,4.0,0.04076220397836621,0.033373269960326066,4.0,2.0,18.0,0.0
"(753, 14)",1,36.0,1.0,3.0,17.0,4.0,0.8187307530779818,0.033373269960326066,4.0,2.0,18.0,0.0
"(760, 7)",1,0.0,4.0,3.0,16.0,3.0,0.09071795328941247,0.04076220397836621,3.0,4.0,0.0,0.0
"(760, 8)",1,0.0,4.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,4.0,4.0,0.0,0.0
"(760, 10)",1,42.0,1.0,3.0,13.0,3.0,0.8187307530779818,0.07427357821433388,6.333333333333333,4.0,21.0,0.0
"(760, 11)",1,42.0,1.0,3.0,13.0,3.0,0.09071795328941247,0.07427357821433388,6.333333333333333,4.0,21.0,3.0000000000000004
"(760, 13)",1,42.0,0.5,3.0,12.5,3.0,0.09071795328941247,0.07427357821433388,6.333333333333333,4.0,21.0,0.0
"(761, 8)",1,0.0,4.0,3.0,20.0,3.0,0.04076220397836621,0.01831563888873418,4.0,2.0,0.0,0.0
"(761, 10)",1,42.0,1.0,3.0,17.0,3.0,0.04076220397836621,0.033373269960326066,4.0,2.0,21.0,0.0
"(761, 11)",1,42.0,1.0,3.0,17.0,3.0,0.8187307530779818,0.033373269960326066,4.0,2.0,21.0,3.0000000000000004
"(761, 13)",1,42.0,0.5,3.0,16.5,3.0,0.04076220397836621,0.033373269960326066,4.0,2.0,21.0,0.0
"(761, 14)",1,42.0,1.0,3.0,17.0,3.0,0.04076220397836621,0.033373269960326066,4.0,2.0,21.0,0.0
"(763, 5)",1,0.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,4.0,2.0,0.0,0.0
"(763, 8)",1,0.0,4.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(763, 10)",1,42.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,4.0,2.0,21.0,0.0
"(763, 11)",1,42.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,4.0,2.0,21.0,3.0000000000000004
"(763, 13)",1,42.0,0.5,3.0,15.5,3.0,0.8187307530779818,0.04076220397836621,4.0,2.0,21.0,0.0
"(763, 14)",1,42.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,4.0,2.0,21.0,0.0
"(764, 1)",1,0.0,1.0,3.0,11.0,5.0,0.8187307530779818,0.11080315836233387,6.133333333333334,5.0,0.0,0.0
"(764, 4)",1,0.0,1.0,3.0,11.0,5.0,0.8187307530779818,0.11080315836233387,10.266666666666667,5.0,0.0,0.0
"(764, 8)",1,0.0,4.0,3.0,14.0,5.0,0.8187307530779818,0.06081006262521795,6.133333333333334,5.0,0.0,0.0
"(764, 10)",1,30.0,1.0,3.0,11.0,5.0,0.1353352832366127,0.11080315836233387,10.266666666666666,5.0,15.0,0.0
"(764, 11)",1,30.0,1.0,3.0,11.0,5.0,0.8187307530779818,0.11080315836233387,10.266666666666666,5.0,15.0,3.0000000000000004
"(764, 13)",1,30.0,0.5,3.0,10.5,5.0,0.1353352832366127,0.11080315836233387,10.266666666666666,5.0,15.0,0.0
"(768, 1)",1,0.0,1.0,3.0,16.0,5.0,0.049787068367863944,0.04076220397836621,4.0,4.0,0.0,0.0
"(768, 7)",1,0.0,4.0,3.0,19.0,5.0,0.8187307530779818,0.02237077185616559,3.0,4.0,0.0,0.0
"(768, 10)",1,30.0,1.0,3.0,16.0,5.0,0.049787068367863944,0.04076220397836621,6.333333333333333,4.0,15.0,0.0
"(768, 11)",1,30.0,1.0,3.0,16.0,5.0,0.049787068367863944,0.04076220397836621,6.333333333333333,4.0,15.0,3.0000000000000004
"(768, 13)",1,30.0,0.5,3.0,15.5,5.0,0.8187307530779818,0.04076220397836621,6.333333333333333,4.0,15.0,0.0
"(771, 1)",1,0.0,1.0,3.0,7.0,3.0,0.301194211912202,0.24659696394160643,10.266666666666666,10.0,0.0,0.0
"(771, 2)",1,0.0,3.0,3.0,9.0,3.0,0.8187307530779818,0.16529888822158653,10.266666666666666,10.0,0.0,0.0
"(771, 8)",1,0.0,4.0,3.0,10.0,3.0,0.301194211912202,0.1353352832366127,10.266666666666666,10.0,0.0,0.0
"(771, 9)",1,42.0,1.0,3.0,7.0,3.0,0.8187307530779818,0.24659696394160643,15.2,10.0,21.0,3.0000000000000004
"(771, 11)",1,42.0,1.0,3.0,7.0,3.0,0.8187307530779818,0.24659696394160643,15.2,10.0,21.0,3.0000000000000004
"(771, 13)",1,42.0,0.5,3.0,6.5,3.0,0.8187307530779818,0.24659696394160643,15.2,10.0,21.0,0.0
"(771, 14)",1,0.0,1.0,3.0,7.0,3.0,0.8187307530779818,0.24659696394160643,10.266666666666666,10.0,0.0,0.0
"(772, 1)",1,0.0,1.0,3.0,11.0,3.0,0.8187307530779818,0.11080315836233387,10.266666666666667,10.0,0.0,0.0
"(772, 2)",1,0.0,3.0,3.0,13.0,3.0,0.1353352832366127,0.07427357821433388,6.133333333333334,7.0,0.0,0.0
"(772, 7)",1,0.0,4.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.133333333333334,6.0,0.0,0.0
"(772, 9)",1,42.0,1.0,3.0,11.0,3.0,0.1353352832366127,0.11080315836233387,10.266666666666667,7.0,21.0,3.0000000000000004
"(772, 11)",1,42.0,1.0,3.0,11.0,3.0,0.8187307530779818,0.11080315836233387,10.266666666666667,7.0,21.0,3.0000000000000004
"(772, 13)",1,42.0,0.5,3.0,10.5,3.0,0.8187307530779818,0.11080315836233387,10.266666666666667,7.0,21.0,0.0
"(772, 14)",1,0.0,1.0,3.0,11.0,3.0,0.8187307530779818,0.11080315836233387,6.133333333333334,6.0,0.0,0.0
"(773, 1)",1,0.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,4.0,2.0,0.0,0.0
"(773, 4)",1,42.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,4.0,2.0,21.0,0.0
"(773, 5)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,4.0,2.0,21.0,3.0000000000000004
"(773, 7)",1,0.0,4.0,3.0,18.0,3.0,0.06081006262521795,0.02732372244729256,4.0,2.0,0.0,0.0
"(773, 9)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,4.0,2.0,21.0,3.0000000000000004
"(773, 11)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,4.0,2.0,21.0,3.0000000000000004
"(773, 13)",1,42.0,0.5,3.0,14.5,3.0,0.8187307530779818,0.049787068367863944,4.0,2.0,21.0,0.0
"(777, 8)",1,0.0,4.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(777, 9)",1,0.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,4.0,2.0,0.0,0.0
"(777, 10)",1,42.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,4.0,2.0,21.0,0.0
"(777, 11)",1,42.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,4.0,2.0,21.0,3.0000000000000004
"(777, 13)",1,42.0,0.5,3.0,15.5,3.0,0.049787068367863944,0.04076220397836621,4.0,2.0,21.0,0.0
"(777, 14)",1,42.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,4.0,2.0,21.0,0.0
"(780, 2)",1,0.0,3.0,3.0,14.0,4.0,0.8187307530779818,0.06081006262521795,4.0,4.0,0.0,0.0
"(780, 3)",1,0.0,1.0,3.0,12.0,4.0,0.11080315836233387,0.09071795328941247,4.0,4.0,0.0,0.0
"(780, 5)",1,0.0,1.0,3.0,12.0,4.0,0.8187307530779818,0.09071795328941247,4.0,4.0,0.0,0.0
"(780, 7)",1,0.0,4.0,3.0,15.0,4.0,0.11080315836233387,0.049787068367863944,3.0,4.0,0.0,0.0
"(780, 10)",1,36.0,1.0,3.0,12.0,4.0,0.11080315836233387,0.09071795328941247,6.333333333333333,4.0,18.0,0.0
"(780, 11)",1,36.0,1.0,3.0,12.0,4.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,18.0,3.0000000000000004
"(780, 13)",1,36.0,0.5,3.0,11.5,4.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,18.0,0.0
"(785, 1)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(785, 4)",1,42.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,21.0,0.0
"(785, 5)",1,42.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(785, 9)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(785, 10)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(785, 11)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(785, 13)",1,42.0,0.5,3.0,17.5,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(788, 2)",1,0.0,3.0,3.0,15.0,5.0,0.8187307530779818,0.049787068367863944,4.0,2.0,0.0,0.0
"(788, 5)",1,0.0,1.0,3.0,13.0,5.0,0.8187307530779818,0.07427357821433388,4.0,2.0,0.0,0.0
"(788, 8)",1,0.0,4.0,3.0,16.0,5.0,0.8187307530779818,0.04076220397836621,4.0,2.0,0.0,0.0
"(788, 10)",1,30.0,1.0,3.0,13.0,5.0,0.8187307530779818,0.07427357821433388,4.0,2.0,15.0,0.0
"(788, 11)",1,30.0,1.0,3.0,13.0,5.0,0.09071795328941247,0.07427357821433388,4.0,2.0,15.0,3.0000000000000004
"(788, 13)",1,30.0,0.5,3.0,12.5,5.0,0.8187307530779818,0.07427357821433388,4.0,2.0,15.0,0.0
"(788, 14)",1,30.0,1.0,3.0,13.0,5.0,0.8187307530779818,0.07427357821433388,4.0,2.0,15.0,0.0
"(790, 1)",1,0.0,1.0,3.0,8.0,1.0,0.8187307530779818,0.20189651799465538,6.133333333333334,5.0,0.0,0.0
"(790, 2)",1,0.0,3.0,3.0,10.0,1.0,0.8187307530779818,0.1353352832366127,10.266666666666667,5.0,0.0,0.0
"(790, 5)",1,0.0,1.0,3.0,8.0,1.0,0.24659696394160643,0.20189651799465538,10.266666666666667,5.0,0.0,0.0
"(790, 8)",1,0.0,4.0,3.0,11.0,1.0,0.8187307530779818,0.11080315836233387,6.133333333333334,5.0,0.0,0.0
"(790, 10)",1,54.0,1.0,3.0,8.0,1.0,0.24659696394160643,0.20189651799465538,10.266666666666666,5.0,27.0,0.0
"(790, 11)",1,54.0,1.0,3.0,8.0,1.0,0.8187307530779818,0.20189651799465538,10.266666666666666,5.0,27.0,3.0000000000000004
"(790, 13)",1,54.0,0.5,3.0,7.5,1.0,0.8187307530779818,0.20189651799465538,10.266666666666666,5.0,27.0,0.0
"(791, 1)",1,0.0,1.0,3.0,9.0,1.0,0.8187307530779818,0.16529888822158653,6.133333333333334,5.0,0.0,0.0
"(791, 2)",1,0.0,3.0,3.0,11.0,1.0,0.8187307530779818,0.11080315836233387,10.266666666666667,5.0,0.0,0.0
"(791, 8)",1,0.0,4.0,3.0,12.0,1.0,0.20189651799465538,0.09071795328941247,6.133333333333334,5.0,0.0,0.0
"(791, 10)",1,54.0,1.0,3.0,9.0,1.0,0.8187307530779818,0.16529888822158653,10.266666666666666,5.0,27.0,0.0
"(791, 11)",1,54.0,1.0,3.0,9.0,1.0,0.20189651799465538,0.16529888822158653,10.266666666666666,5.0,27.0,3.0000000000000004
"(791, 13)",1,54.0,0.5,3.0,8.5,1.0,0.8187307530779818,0.16529888822158653,10.266666666666666,5.0,27.0,0.0
"(794, 1)",1,0.0,1.0,3.0,20.0,5.0,0.8187307530779818,0.01831563888873418,4.0,2.0,0.0,0.0
"(794, 10)",1,30.0,1.0,3.0,20.0,5.0,0.02237077185616559,0.01831563888873418,4.0,2.0,15.0,0.0
"(794, 11)",1,30.0,1.0,3.0,20.0,5.0,0.8187307530779818,0.01831563888873418,4.0,2.0,15.0,3.0000000000000004
"(794, 13)",1,30.0,0.5,3.0,19.5,5.0,0.02237077185616559,0.01831563888873418,4.0,2.0,15.0,0.0
"(794, 14)",1,30.0,1.0,3.0,20.0,5.0,0.8187307530779818,0.01831563888873418,4.0,2.0,15.0,0.0
"(808, 7)",1,0.0,4.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,3.0,4.0,0.0,0.0
"(808, 8)",1,0.0,4.0,3.0,15.0,3.0,0.11080315836233387,0.049787068367863944,4.0,4.0,0.0,0.0
"(808, 9)",1,0.0,1.0,3.0,12.0,3.0,0.11080315836233387,0.09071795328941247,4.0,4.0,0.0,0.0
"(808, 10)",1,42.0,1.0,3.0,12.0,3.0,0.11080315836233387,0.09071795328941247,6.333333333333333,4.0,21.0,0.0
"(808, 11)",1,42.0,1.0,3.0,12.0,3.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,21.0,3.0000000000000004
"(808, 13)",1,42.0,0.5,3.0,11.5,3.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,21.0,0.0
"(813, 2)",1,0.0,3.0,3.0,14.0,2.0,0.11080315836233387,0.06081006262521795,4.0,4.0,0.0,0.0
"(813, 3)",1,0.0,1.0,3.0,12.0,2.0,0.8187307530779818,0.09071795328941247,4.0,4.0,0.0,0.0
"(813, 5)",1,0.0,1.0,3.0,12.0,2.0,0.11080315836233387,0.09071795328941247,4.0,4.0,0.0,0.0
"(813, 7)",1,0.0,4.0,3.0,15.0,2.0,0.8187307530779818,0.049787068367863944,3.0,4.0,0.0,0.0
"(813, 10)",1,48.0,1.0,3.0,12.0,2.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,24.0,0.0
"(813, 11)",1,48.0,1.0,3.0,12.0,2.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,24.0,3.0000000000000004
"(813, 13)",1,48.0,0.5,3.0,11.5,2.0,0.11080315836233387,0.09071795328941247,6.333333333333333,4.0,24.0,0.0
"(814, 2)",1,0.0,3.0,3.0,15.0,2.0,0.09071795328941247,0.049787068367863944,4.0,4.0,0.0,0.0
"(814, 3)",1,0.0,1.0,3.0,13.0,2.0,0.8187307530779818,0.07427357821433388,4.0,4.0,0.0,0.0
"(814, 7)",1,0.0,4.0,3.0,16.0,2.0,0.8187307530779818,0.04076220397836621,3.0,4.0,0.0,0.0
"(814, 10)",1,48.0,1.0,3.0,13.0,2.0,0.8187307530779818,0.07427357821433388,6.333333333333333,4.0,24.0,0.0
"(814, 11)",1,48.0,1.0,3.0,13.0,2.0,0.09071795328941247,0.07427357821433388,6.333333333333333,4.0,24.0,3.0000000000000004
"(814, 13)",1,48.0,0.5,3.0,12.5,2.0,0.8187307530779818,0.07427357821433388,6.333333333333333,4.0,24.0,0.0
"(818, 3)",1,0.0,1.0,3.0,18.0,2.0,0.033373269960326066,0.02732372244729256,4.0,2.0,0.0,0.0
"(818, 4)",1,0.0,1.0,3.0,18.0,2.0,0.033373269960326066,0.02732372244729256,4.0,2.0,0.0,0.0
"(818, 5)",1,0.0,1.0,3.0,18.0,2.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(818, 10)",1,48.0,1.0,3.0,18.0,2.0,0.8187307530779818,0.02732372244729256,4.0,2.0,24.0,0.0
"(818, 11)",1,48.0,1.0,3.0,18.0,2.0,0.033373269960326066,0.02732372244729256,4.0,2.0,24.0,3.0000000000000004
"(818, 13)",1,48.0,0.5,3.0,17.5,2.0,0.8187307530779818,0.02732372244729256,4.0,2.0,24.0,0.0
"(818, 14)",1,48.0,1.0,3.0,18.0,2.0,0.8187307530779818,0.02732372244729256,4.0,2.0,24.0,0.0
"(825, 5)",1,0.0,1.0,3.0,20.0,4.0,0.8187307530779818,0.01831563888873418,4.0,2.0,0.0,0.0
"(825, 10)",1,36.0,1.0,3.0,20.0,4.0,0.02237077185616559,0.01831563888873418,4.0,2.0,18.0,0.0
"(825, 11)",1,36.0,1.0,3.0,20.0,4.0,0.02237077185616559,0.01831563888873418,4.0,2.0,18.0,3.0000000000000004
"(825, 13)",1,36.0,0.5,3.0,19.5,4.0,0.8187307530779818,0.01831563888873418,4.0,2.0,18.0,0.0
"(825, 14)",1,36.0,1.0,3.0,20.0,4.0,0.8187307530779818,0.01831563888873418,4.0,2.0,18.0,0.0
"(837, 3)",1,0.0,1.0,3.0,11.0,2.0,0.8187307530779818,0.11080315836233387,5.0,5.5,0.0,0.0
"(837, 7)",1,0.0,4.0,3.0,14.0,2.0,0.8187307530779818,0.06081006262521795,4.0,5.5,0.0,0.0
"(837, 8)",1,0.0,4.0,3.0,14.0,2.0,0.1353352832366127,0.06081006262521795,5.0,5.5,0.0,0.0
"(837, 9)",1,0.0,1.0,3.0,11.0,2.0,0.8187307530779818,0.11080315836233387,5.0,5.5,0.0,0.0
"(837, 11)",1,48.0,1.0,3.0,11.0,2.0,0.8187307530779818,0.11080315836233387,9.333333333333332,7.0,24.0,3.0000000000000004
"(837, 13)",1,48.0,0.5,3.0,10.5,2.0,0.8187307530779818,0.11080315836233387,9.333333333333332,7.0,24.0,0.0
"(838, 3)",1,0.0,1.0,3.0,15.0,2.0,0.8187307530779818,0.049787068367863944,4.0,4.0,0.0,0.0
"(838, 7)",1,0.0,4.0,3.0,18.0,2.0,0.8187307530779818,0.02732372244729256,3.0,4.0,0.0,0.0
"(838, 9)",1,0.0,1.0,3.0,15.0,2.0,0.06081006262521795,0.049787068367863944,4.0,4.0,0.0,0.0
"(838, 10)",1,48.0,1.0,3.0,15.0,2.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,24.0,0.0
"(838, 11)",1,48.0,1.0,3.0,15.0,2.0,0.06081006262521795,0.049787068367863944,6.333333333333333,4.0,24.0,3.0000000000000004
"(838, 13)",1,48.0,0.5,3.0,14.5,2.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,24.0,0.0
"(840, 1)",1,0.0,1.0,3.0,15.0,5.0,0.8187307530779818,0.049787068367863944,4.0,4.0,0.0,0.0
"(840, 4)",1,0.0,1.0,3.0,15.0,5.0,0.8187307530779818,0.049787068367863944,4.0,4.0,0.0,0.0
"(840, 7)",1,0.0,4.0,3.0,18.0,5.0,0.8187307530779818,0.02732372244729256,3.0,4.0,0.0,0.0
"(840, 10)",1,30.0,1.0,3.0,15.0,5.0,0.06081006262521795,0.049787068367863944,6.333333333333333,4.0,15.0,0.0
"(840, 11)",1,30.0,1.0,3.0,15.0,5.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,15.0,3.0000000000000004
"(840, 13)",1,30.0,0.5,3.0,14.5,5.0,0.06081006262521795,0.049787068367863944,6.333333333333333,4.0,15.0,0.0
"(842, 3)",1,0.0,1.0,3.0,10.0,1.0,0.8187307530779818,0.1353352832366127,5.0,5.5,0.0,0.0
"(842, 4)",1,0.0,1.0,3.0,10.0,1.0,0.8187307530779818,0.1353352832366127,6.0,7.0,0.0,0.0
"(842, 7)",1,0.0,4.0,3.0,13.0,1.0,0.8187307530779818,0.07427357821433388,4.0,5.5,0.0,0.0
"(842, 8)",1,0.0,4.0,3.0,13.0,1.0,0.16529888822158653,0.07427357821433388,5.0,5.5,0.0,0.0
"(842, 9)",1,0.0,1.0,3.0,10.0,1.0,0.16529888822158653,0.1353352832366127,5.0,5.5,0.0,0.0
"(842, 11)",1,54.0,1.0,3.0,10.0,1.0,0.8187307530779818,0.1353352832366127,9.333333333333332,7.0,27.0,3.0000000000000004
"(842, 13)",1,54.0,0.5,3.0,9.5,1.0,0.8187307530779818,0.1353352832366127,9.333333333333332,7.0,27.0,0.0
"(843, 3)",1,0.0,1.0,3.0,11.0,1.0,0.8187307530779818,0.11080315836233387,4.0,4.0,0.0,0.0
"(843, 4)",1,0.0,1.0,3.0,11.0,1.0,0.8187307530779818,0.11080315836233387,4.0,4.0,0.0,0.0
"(843, 7)",1,0.0,4.0,3.0,14.0,1.0,0.8187307530779818,0.06081006262521795,3.0,4.0,0.0,0.0
"(843, 8)",1,0.0,4.0,3.0,14.0,1.0,0.8187307530779818,0.06081006262521795,4.0,4.0,0.0,0.0
"(843, 10)",1,54.0,1.0,3.0,11.0,1.0,0.1353352832366127,0.11080315836233387,6.333333333333333,4.0,27.0,0.0
"(843, 11)",1,54.0,1.0,3.0,11.0,1.0,0.8187307530779818,0.11080315836233387,6.333333333333333,4.0,27.0,3.0000000000000004
"(843, 13)",1,54.0,0.5,3.0,10.5,1.0,0.8187307530779818,0.11080315836233387,6.333333333333333,4.0,27.0,0.0
"(846, 1)",1,0.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,0.0,0.0
"(846, 4)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(846, 9)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(846, 10)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(846, 11)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(846, 13)",1,42.0,0.5,3.0,17.5,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(846, 14)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(848, 4)",1,0.0,1.0,3.0,16.0,5.0,0.8187307530779818,0.04076220397836621,4.0,2.0,0.0,0.0
"(848, 8)",1,0.0,4.0,3.0,19.0,5.0,0.049787068367863944,0.02237077185616559,4.0,2.0,0.0,0.0
"(848, 10)",1,30.0,1.0,3.0,16.0,5.0,0.049787068367863944,0.04076220397836621,4.0,2.0,15.0,0.0
"(848, 11)",1,30.0,1.0,3.0,16.0,5.0,0.049787068367863944,0.04076220397836621,4.0,2.0,15.0,3.0000000000000004
"(848, 13)",1,30.0,0.5,3.0,15.5,5.0,0.8187307530779818,0.04076220397836621,4.0,2.0,15.0,0.0
"(848, 14)",1,30.0,1.0,3.0,16.0,5.0,0.049787068367863944,0.04076220397836621,4.0,2.0,15.0,0.0
"(851, 5)",1,0.0,1.0,3.0,12.0,5.0,0.8187307530779818,0.09071795328941247,4.0,4.0,0.0,0.0
"(851, 7)",1,0.0,4.0,3.0,15.0,5.0,0.8187307530779818,0.049787068367863944,3.0,4.0,0.0,0.0
"(851, 8)",1,0.0,4.0,3.0,15.0,5.0,0.11080315836233387,0.049787068367863944,4.0,4.0,0.0,0.0
"(851, 10)",1,30.0,1.0,3.0,12.0,5.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,15.0,0.0
"(851, 11)",1,30.0,1.0,3.0,12.0,5.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,15.0,3.0000000000000004
"(851, 13)",1,30.0,0.5,3.0,11.5,5.0,0.11080315836233387,0.09071795328941247,6.333333333333333,4.0,15.0,0.0
"(852, 4)",1,0.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,4.0,4.0,0.0,0.0
"(852, 7)",1,0.0,4.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,3.0,4.0,0.0,0.0
"(852, 9)",1,0.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,4.0,4.0,0.0,0.0
"(852, 10)",1,42.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,6.333333333333333,4.0,21.0,0.0
"(852, 11)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,3.0000000000000004
"(852, 13)",1,42.0,0.5,3.0,14.5,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,0.0
"(856, 1)",1,0.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(856, 4)",1,0.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(856, 10)",1,36.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,18.0,0.0
"(856, 11)",1,36.0,1.0,3.0,19.0,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,18.0,3.0000000000000004
"(856, 13)",1,36.0,0.5,3.0,18.5,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,18.0,0.0
"(856, 14)",1,36.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,18.0,0.0
"(860, 2)",1,0.0,3.0,3.0,20.0,2.0,0.8187307530779818,0.01831563888873418,4.0,2.0,0.0,0.0
"(860, 10)",1,48.0,1.0,3.0,18.0,2.0,0.033373269960326066,0.02732372244729256,4.0,2.0,24.0,0.0
"(860, 11)",1,48.0,1.0,3.0,18.0,2.0,0.8187307530779818,0.02732372244729256,4.0,2.0,24.0,3.0000000000000004
"(860, 13)",1,48.0,0.5,3.0,17.5,2.0,0.8187307530779818,0.02732372244729256,4.0,2.0,24.0,0.0
"(860, 14)",1,48.0,1.0,3.0,18.0,2.0,0.033373269960326066,0.02732372244729256,4.0,2.0,24.0,0.0
"(863, 3)",1,0.0,1.0,3.0,10.0,3.0,0.16529888822158653,0.1353352832366127,5.0,5.5,0.0,0.0
"(863, 4)",1,0.0,1.0,3.0,10.0,3.0,0.16529888822158653,0.1353352832366127,6.0,7.0,0.0,0.0
"(863, 7)",1,0.0,4.0,3.0,13.0,3.0,0.8187307530779818,0.07427357821433388,4.0,5.5,0.0,0.0
"(863, 8)",1,0.0,4.0,3.0,13.0,3.0,0.16529888822158653,0.07427357821433388,5.0,5.5,0.0,0.0
"(863, 9)",1,0.0,1.0,3.0,10.0,3.0,0.8187307530779818,0.1353352832366127,5.0,5.5,0.0,0.0
"(863, 11)",1,42.0,1.0,3.0,10.0,3.0,0.8187307530779818,0.1353352832366127,9.333333333333332,7.0,21.0,3.0000000000000004
"(863, 13)",1,42.0,0.5,3.0,9.5,3.0,0.8187307530779818,0.1353352832366127,9.333333333333332,7.0,21.0,0.0
"(874, 4)",1,0.0,1.0,3.0,15.0,4.0,0.06081006262521795,0.049787068367863944,4.0,4.0,0.0,0.0
"(874, 7)",1,0.0,4.0,3.0,18.0,4.0,0.8187307530779818,0.02732372244729256,3.0,4.0,0.0,0.0
"(874, 9)",1,0.0,1.0,3.0,15.0,4.0,0.8187307530779818,0.049787068367863944,4.0,4.0,0.0,0.0
"(874, 10)",1,36.0,1.0,3.0,15.0,4.0,0.06081006262521795,0.049787068367863944,6.333333333333333,4.0,18.0,0.0
