,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,BC_debris,BC_regular,BC_regular_sp,IG_1
"(4, 2)",1,0.0,3.0,3.0,13.0,3.0,0.1353352832366127,0.07427357821433388,6.133333333333334,7.0,0.0,0.0
"(4, 3)",1,0.0,1.0,3.0,11.0,3.0,0.1353352832366127,0.11080315836233387,10.266666666666667,10.0,0.0,0.0
"(4, 7)",1,0.0,4.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.133333333333334,6.0,0.0,0.0
"(4, 9)",1,42.0,1.0,3.0,11.0,3.0,0.8187307530779818,0.11080315836233387,10.266666666666667,7.0,21.0,3.0000000000000004
"(4, 11)",1,42.0,1.0,3.0,11.0,3.0,0.8187307530779818,0.11080315836233387,10.266666666666667,7.0,21.0,3.0000000000000004
"(4, 13)",1,42.0,0.5,3.0,10.5,3.0,0.8187307530779818,0.11080315836233387,10.266666666666667,7.0,21.0,0.0
"(4, 14)",1,0.0,1.0,3.0,11.0,3.0,0.1353352832366127,0.11080315836233387,6.133333333333334,6.0,0.0,0.0
"(5, 2)",1,0.0,3.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,3.0,4.0,0.0,0.0
"(5, 3)",1,0.0,1.0,3.0,12.0,3.0,0.8187307530779818,0.09071795328941247,4.0,4.0,0.0,0.0
"(5, 7)",1,0.0,4.0,3.0,15.0,3.0,0.11080315836233387,0.049787068367863944,4.0,4.0,0.0,0.0
"(5, 9)",1,42.0,1.0,3.0,12.0,3.0,0.11080315836233387,0.09071795328941247,6.333333333333333,4.0,21.0,3.0000000000000004
"(5, 11)",1,42.0,1.0,3.0,12.0,3.0,0.8187307530779818,0.09071795328941247,6.333333333333333,4.0,21.0,3.0000000000000004
"(5, 13)",1,42.0,0.5,3.0,11.5,3.0,0.11080315836233387,0.09071795328941247,6.333333333333333,4.0,21.0,0.0
"(6, 2)",1,0.0,3.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,3.0,4.0,0.0,0.0
"(6, 3)",1,0.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,4.0,4.0,0.0,0.0
"(6, 9)",1,42.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,6.333333333333333,4.0,21.0,3.0000000000000004
"(6, 11)",1,42.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,6.333333333333333,4.0,21.0,3.0000000000000004
"(6, 13)",1,42.0,0.5,3.0,15.5,3.0,0.049787068367863944,0.04076220397836621,6.333333333333333,4.0,21.0,0.0
"(8, 3)",1,0.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,4.0,7.0,0.0,0.0
"(8, 4)",1,30.0,1.0,6.0,13.0,0.0,0.09071795328941247,0.07427357821433388,5.0,5.5,30.0,0.0
"(8, 5)",1,30.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,5.0,5.5,30.0,3.0000000000000004
"(8, 7)",1,0.0,4.0,6.0,16.0,0.0,0.09071795328941247,0.04076220397836621,3.0,5.5,0.0,0.0
"(8, 9)",1,30.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,5.0,5.5,30.0,3.0000000000000004
"(8, 10)",1,30.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,8.333333333333332,7.0,30.0,0.0
"(9, 3)",1,0.0,1.0,6.0,17.0,0.0,0.04076220397836621,0.033373269960326066,4.0,4.0,0.0,0.0
"(9, 4)",1,30.0,1.0,6.0,17.0,0.0,0.04076220397836621,0.033373269960326066,5.0,4.0,30.0,0.0
"(9, 5)",1,30.0,1.0,6.0,17.0,0.0,0.04076220397836621,0.033373269960326066,5.0,4.0,30.0,3.0000000000000004
"(9, 9)",1,30.0,1.0,6.0,17.0,0.0,0.8187307530779818,0.033373269960326066,5.0,4.0,30.0,3.0000000000000004
"(9, 10)",1,30.0,1.0,6.0,17.0,0.0,0.04076220397836621,0.033373269960326066,5.0,4.0,30.0,0.0
"(9, 14)",1,30.0,1.0,6.0,17.0,0.0,0.04076220397836621,0.033373269960326066,5.0,4.0,30.0,0.0
"(10, 4)",1,30.0,1.0,6.0,18.0,0.0,0.8187307530779818,0.02732372244729256,5.0,4.0,30.0,0.0
"(10, 5)",1,30.0,1.0,6.0,18.0,0.0,0.8187307530779818,0.02732372244729256,5.0,4.0,30.0,3.0000000000000004
"(10, 9)",1,30.0,1.0,6.0,18.0,0.0,0.033373269960326066,0.02732372244729256,5.0,4.0,30.0,3.0000000000000004
"(10, 10)",1,30.0,1.0,6.0,18.0,0.0,0.8187307530779818,0.02732372244729256,5.0,4.0,30.0,0.0
"(10, 14)",1,30.0,1.0,6.0,18.0,0.0,0.033373269960326066,0.02732372244729256,5.0,4.0,30.0,0.0
"(11, 4)",1,0.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(11, 5)",1,0.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(11, 10)",1,36.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,18.0,0.0
"(11, 11)",1,36.0,1.0,3.0,19.0,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,18.0,3.0000000000000004
"(11, 13)",1,36.0,0.5,3.0,18.5,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,18.0,0.0
"(11, 14)",1,36.0,1.0,3.0,19.0,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,18.0,0.0
"(12, 4)",1,0.0,1.0,3.0,20.0,4.0,0.02237077185616559,0.01831563888873418,4.0,2.0,0.0,0.0
"(12, 10)",1,36.0,1.0,3.0,20.0,4.0,0.8187307530779818,0.01831563888873418,4.0,2.0,18.0,0.0
"(12, 11)",1,36.0,1.0,3.0,20.0,4.0,0.02237077185616559,0.01831563888873418,4.0,2.0,18.0,3.0000000000000004
"(12, 13)",1,36.0,0.5,3.0,19.5,4.0,0.8187307530779818,0.01831563888873418,4.0,2.0,18.0,0.0
"(12, 14)",1,36.0,1.0,3.0,20.0,4.0,0.02237077185616559,0.01831563888873418,4.0,2.0,18.0,0.0
"(13, 10)",1,36.0,1.0,3.0,21.0,4.0,0.01831563888873418,0.014995576820477703,4.0,2.0,18.0,0.0
"(13, 11)",1,36.0,1.0,3.0,21.0,4.0,0.8187307530779818,0.014995576820477703,4.0,2.0,18.0,3.0000000000000004
"(13, 13)",1,36.0,0.5,3.0,20.5,4.0,0.01831563888873418,0.014995576820477703,4.0,2.0,18.0,0.0
"(13, 14)",1,36.0,1.0,3.0,21.0,4.0,0.8187307530779818,0.014995576820477703,4.0,2.0,18.0,0.0
"(15, 3)",1,0.0,1.0,3.0,14.0,3.0,0.07427357821433388,0.06081006262521795,4.0,4.0,0.0,0.0
"(15, 4)",1,0.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,4.0,4.0,0.0,0.0
"(15, 5)",1,0.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,4.0,4.0,0.0,0.0
"(15, 7)",1,0.0,4.0,3.0,17.0,3.0,0.8187307530779818,0.033373269960326066,3.0,4.0,0.0,0.0
"(15, 10)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,0.0
"(15, 11)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,3.0000000000000004
"(15, 13)",1,42.0,0.5,3.0,13.5,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,0.0
"(16, 4)",1,0.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,4.0,4.0,0.0,0.0
"(16, 5)",1,0.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,4.0,4.0,0.0,0.0
"(16, 7)",1,0.0,4.0,3.0,18.0,3.0,0.06081006262521795,0.02732372244729256,3.0,4.0,0.0,0.0
"(16, 10)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,0.0
"(16, 11)",1,42.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,6.333333333333333,4.0,21.0,3.0000000000000004
"(16, 13)",1,42.0,0.5,3.0,14.5,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,0.0
"(17, 4)",1,0.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(17, 5)",1,0.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(17, 10)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(17, 11)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(17, 13)",1,42.0,0.5,3.0,18.5,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(17, 14)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(18, 4)",1,0.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,0.0,0.0
"(18, 10)",1,42.0,1.0,3.0,20.0,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(18, 11)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,3.0000000000000004
"(18, 13)",1,42.0,0.5,3.0,19.5,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(18, 14)",1,42.0,1.0,3.0,20.0,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(20, 2)",1,0.0,3.0,6.0,12.0,0.0,0.16529888822158653,0.09071795328941247,3.0,6.333333333333334,5.0,0.0
"(20, 3)",1,0.0,1.0,6.0,10.0,0.0,0.8187307530779818,0.1353352832366127,5.0,7.333333333333334,5.0,0.0
"(20, 8)",1,0.0,4.0,6.0,13.0,0.0,0.16529888822158653,0.07427357821433388,5.0,7.333333333333334,5.0,0.0
"(20, 14)",1,50.0,1.0,6.0,10.0,0.0,0.8187307530779818,0.1353352832366127,8.133333333333333,7.333333333333334,35.0,0.0
"(21, 3)",1,0.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,6.0,6.0,0.0,0.0
"(21, 4)",1,30.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,7.0,6.0,30.0,0.0
"(21, 5)",1,30.0,1.0,6.0,13.0,0.0,0.09071795328941247,0.07427357821433388,7.0,6.0,30.0,3.0000000000000004
"(21, 8)",1,0.0,4.0,6.0,16.0,0.0,0.09071795328941247,0.04076220397836621,6.0,6.0,0.0,0.0
"(21, 14)",1,30.0,1.0,6.0,13.0,0.0,0.8187307530779818,0.07427357821433388,7.0,6.0,30.0,0.0
"(22, 4)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(22, 5)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(22, 9)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(22, 10)",1,0.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(22, 11)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(22, 13)",1,42.0,0.5,3.0,18.5,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(26, 3)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(26, 4)",1,42.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,21.0,0.0
"(26, 5)",1,42.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(26, 9)",1,42.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(26, 11)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(26, 13)",1,42.0,0.5,3.0,17.5,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(26, 14)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(28, 3)",1,0.0,1.0,3.0,14.0,3.0,0.07427357821433388,0.06081006262521795,5.0,4.0,0.0,0.0
"(28, 5)",1,0.0,1.0,3.0,14.0,3.0,0.07427357821433388,0.06081006262521795,6.0,4.0,0.0,0.0
"(28, 8)",1,0.0,4.0,3.0,17.0,3.0,0.07427357821433388,0.033373269960326066,5.0,4.0,0.0,0.0
"(28, 9)",1,0.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,5.0,4.0,0.0,0.0
"(28, 11)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.0,4.0,21.0,3.0000000000000004
"(28, 13)",1,42.0,0.5,3.0,13.5,3.0,0.8187307530779818,0.06081006262521795,6.0,4.0,21.0,0.0
"(28, 14)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.0,4.0,21.0,0.0
"(29, 3)",1,0.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,5.0,4.0,0.0,0.0
"(29, 8)",1,0.0,4.0,3.0,18.0,3.0,0.06081006262521795,0.02732372244729256,5.0,4.0,0.0,0.0
"(29, 9)",1,0.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,5.0,4.0,0.0,0.0
"(29, 11)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,6.0,4.0,21.0,3.0000000000000004
"(29, 13)",1,42.0,0.5,3.0,14.5,3.0,0.8187307530779818,0.049787068367863944,6.0,4.0,21.0,0.0
"(29, 14)",1,42.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,6.0,4.0,21.0,0.0
"(30, 3)",1,0.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(30, 9)",1,0.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(30, 10)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(30, 11)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(30, 13)",1,42.0,0.5,3.0,18.5,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(30, 14)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(31, 3)",1,0.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,0.0,0.0
"(31, 10)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,0.0
"(31, 11)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,3.0000000000000004
"(31, 13)",1,42.0,0.5,3.0,19.5,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(31, 14)",1,42.0,1.0,3.0,20.0,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(33, 3)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(33, 4)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(33, 9)",1,0.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,0.0,0.0
"(33, 10)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(33, 11)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(33, 13)",1,42.0,0.5,3.0,17.5,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,21.0,0.0
"(33, 14)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(34, 3)",1,0.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(34, 4)",1,0.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(34, 10)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(34, 11)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(34, 13)",1,42.0,0.5,3.0,18.5,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(34, 14)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(36, 3)",1,0.0,1.0,3.0,14.0,3.0,0.07427357821433388,0.06081006262521795,8.666666666666666,6.0,0.0,0.0
"(36, 4)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,0.0
"(36, 5)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,3.0000000000000004
"(36, 7)",1,0.0,4.0,3.0,17.0,3.0,0.07427357821433388,0.033373269960326066,5.333333333333333,4.0,0.0,0.0
"(36, 9)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,3.0000000000000004
"(36, 11)",1,42.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,3.0000000000000004
"(36, 13)",1,42.0,0.5,3.0,13.5,3.0,0.8187307530779818,0.06081006262521795,6.333333333333333,4.0,21.0,0.0
"(36, 14)",1,0.0,1.0,3.0,14.0,3.0,0.8187307530779818,0.06081006262521795,5.333333333333333,4.0,0.0,0.0
"(39, 2)",1,0.0,3.0,3.0,17.0,3.0,0.8187307530779818,0.033373269960326066,3.0,4.0,0.0,0.0
"(39, 3)",1,0.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,4.0,4.0,0.0,0.0
"(39, 9)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,3.0000000000000004
"(39, 11)",1,42.0,1.0,3.0,15.0,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,3.0000000000000004
"(39, 13)",1,42.0,0.5,3.0,14.5,3.0,0.8187307530779818,0.049787068367863944,6.333333333333333,4.0,21.0,0.0
"(39, 14)",1,0.0,1.0,3.0,15.0,3.0,0.06081006262521795,0.049787068367863944,4.0,4.0,0.0,0.0
"(40, 2)",1,0.0,3.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,3.0,4.0,0.0,0.0
"(40, 9)",1,42.0,1.0,3.0,17.0,3.0,0.04076220397836621,0.033373269960326066,6.333333333333333,4.0,21.0,3.0000000000000004
"(40, 11)",1,42.0,1.0,3.0,17.0,3.0,0.04076220397836621,0.033373269960326066,6.333333333333333,4.0,21.0,3.0000000000000004
"(40, 13)",1,42.0,0.5,3.0,16.5,3.0,0.8187307530779818,0.033373269960326066,6.333333333333333,4.0,21.0,0.0
"(44, 4)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(44, 5)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(44, 9)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(44, 11)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(44, 13)",1,42.0,0.5,3.0,18.5,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,0.0
"(44, 14)",1,0.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(47, 4)",1,0.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(47, 9)",1,0.0,1.0,3.0,19.0,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(47, 10)",1,36.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,18.0,0.0
"(47, 11)",1,36.0,1.0,3.0,19.0,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,18.0,3.0000000000000004
"(47, 13)",1,36.0,0.5,3.0,18.5,4.0,0.8187307530779818,0.02237077185616559,4.0,2.0,18.0,0.0
"(47, 14)",1,36.0,1.0,3.0,19.0,4.0,0.02732372244729256,0.02237077185616559,4.0,2.0,18.0,0.0
"(49, 4)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,0.0
"(49, 5)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,3.0000000000000004
"(49, 9)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,3.0000000000000004
"(49, 11)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,3.0000000000000004
"(49, 13)",1,42.0,0.5,3.0,19.5,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,0.0
"(51, 3)",1,0.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,0.0,0.0
"(51, 4)",1,0.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,0.0,0.0
"(51, 5)",1,0.0,1.0,3.0,18.0,3.0,0.033373269960326066,0.02732372244729256,4.0,2.0,0.0,0.0
"(51, 10)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(51, 11)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,3.0000000000000004
"(51, 13)",1,42.0,0.5,3.0,17.5,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(51, 14)",1,42.0,1.0,3.0,18.0,3.0,0.8187307530779818,0.02732372244729256,4.0,2.0,21.0,0.0
"(52, 3)",1,0.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,0.0,0.0
"(52, 5)",1,0.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,0.0,0.0
"(52, 10)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(52, 11)",1,42.0,1.0,3.0,19.0,3.0,0.02732372244729256,0.02237077185616559,4.0,2.0,21.0,3.0000000000000004
"(52, 13)",1,42.0,0.5,3.0,18.5,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(52, 14)",1,42.0,1.0,3.0,19.0,3.0,0.8187307530779818,0.02237077185616559,4.0,2.0,21.0,0.0
"(53, 5)",1,0.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,0.0,0.0
"(53, 10)",1,42.0,1.0,3.0,20.0,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(53, 11)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,3.0000000000000004
"(53, 13)",1,42.0,0.5,3.0,19.5,3.0,0.8187307530779818,0.01831563888873418,4.0,2.0,21.0,0.0
"(53, 14)",1,42.0,1.0,3.0,20.0,3.0,0.02237077185616559,0.01831563888873418,4.0,2.0,21.0,0.0
"(55, 4)",1,0.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,4.0,4.0,0.0,0.0
"(55, 7)",1,0.0,4.0,3.0,19.0,3.0,0.049787068367863944,0.02237077185616559,3.0,4.0,0.0,0.0
"(55, 10)",1,42.0,1.0,3.0,16.0,3.0,0.8187307530779818,0.04076220397836621,6.333333333333333,4.0,21.0,0.0
"(55, 11)",1,42.0,1.0,3.0,16.0,3.0,0.049787068367863944,0.04076220397836621,6.333333333333333,4.0,21.0,3.0000000000000004
"(55, 13)",1,42.0,0.5,3.0,15.5,3.0,0.8187307530779818,0.04076220397836621,6.333333333333333,4.0,21.0,0.0
"(56, 10)",1,42.0,1.0,3.0,21.0,3.0,0.01831563888873418,0.014995576820477703,4.0,2.0,21.0,0.0
"(56, 11)",1,42.0,1.0,3.0,21.0,3.0,0.8187307530779818,0.014995576820477703,4.0,2.0,21.0,3.0000000000000004
"(56, 13)",1,42.0,0.5,3.0,20.5,3.0,0.8187307530779818,0.014995576820477703,4.0,2.0,21.0,0.0
