,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(171, 1)",7.5,3,3.0,0,0.0,3,5.0,2.0,0.670320046036,0.0
"(171, 2)",7.5,3,3.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(171, 3)",7.5,2,3.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(171, 5)",15.0,3,0.0,3,3.0,3,5.0,2.0,0.670320046036,0.0
"(174, 1)",20.0,3,0.0,3,2.0,4,5.0,2.0,0.670320046036,0.0
"(174, 2)",20.0,3,0.0,3,2.0,4,5.0,1.0,0.818730753078,0.0
"(174, 5)",10.0,3,2.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(174, 6)",10.0,1,2.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(175, 2)",20.0,3,0.0,3,2.0,7,5.0,1.0,0.818730753078,0.0
"(175, 5)",10.0,3,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(175, 6)",10.0,1,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(177, 5)",5.0,3,1.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(177, 6)",5.0,1,1.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(180, 0)",25.0,1,5.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(180, 1)",25.0,3,5.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(180, 4)",50.0,1,0.0,3,5.0,9,5.0,5.0,0.367879441171,0.0
"(181, 0)",25.0,1,5.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(181, 1)",25.0,3,5.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(183, 0)",10.0,1,2.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(183, 1)",10.0,3,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(183, 2)",20.0,3,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(183, 4)",20.0,1,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(184, 0)",10.0,1,2.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(184, 1)",10.0,3,2.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(184, 4)",20.0,1,0.0,3,2.0,9,5.0,5.0,0.367879441171,0.0
"(185, 0)",15.0,1,3.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(185, 1)",15.0,3,3.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(188, 0)",10.0,1,2.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(188, 1)",10.0,3,2.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(188, 6)",20.0,1,0.0,3,2.0,9,5.0,1.0,0.818730753078,0.0
"(190, 0)",50.0,1,0.0,3,5.0,9,5.0,5.0,0.367879441171,0.0
"(190, 5)",25.0,3,5.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(190, 6)",25.0,1,5.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(193, 0)",0.0,1,0.0,3,3.0,3,2.0,1.0,0.818730753078,0.75
"(193, 2)",0.0,3,0.0,3,3.0,3,2.0,1.0,0.818730753078,0.75
"(193, 4)",24.0,1,3.0,0,0.0,3,2.0,1.0,0.818730753078,0.75
"(193, 5)",0.0,3,0.0,3,3.0,3,2.0,2.0,0.670320046036,0.0
"(193, 6)",24.0,1,5.0,0,0.0,3,2.0,1.0,0.818730753078,0.75
"(194, 0)",0.0,1,0.0,3,3.0,6,2.0,1.0,0.818730753078,0.75
"(194, 2)",0.0,3,0.0,3,3.0,6,2.0,1.0,0.818730753078,0.75
"(194, 4)",24.0,1,1.0,0,0.0,6,2.0,3.0,0.548811636094,0.75
"(194, 6)",24.0,1,4.0,0,0.0,6,2.0,3.0,0.548811636094,0.75
"(196, 2)",0.0,3,0.0,3,3.0,7,1.0,1.0,0.818730753078,0.0
"(196, 3)",27.0,2,3.0,0,0.0,7,1.0,4.0,0.449328964117,0.75
"(196, 4)",27.0,1,4.0,0,0.0,7,1.0,1.0,0.818730753078,0.75
"(196, 6)",27.0,1,3.0,0,0.0,7,1.0,1.0,0.818730753078,0.75
"(198, 3)",20.0,2,0.0,3,2.0,8,5.0,1.0,0.818730753078,0.0
"(198, 5)",10.0,3,2.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(198, 6)",10.0,1,2.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(202, 0)",0.0,1,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(202, 3)",15.0,2,0.0,3,3.0,6,5.0,3.0,0.548811636094,0.75
"(202, 4)",15.0,1,0.0,3,1.0,6,5.0,3.0,0.548811636094,0.75
"(202, 5)",0.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(202, 6)",15.0,1,4.0,0,0.0,6,5.0,1.0,0.818730753078,0.75
"(203, 0)",30.0,1,0.0,3,3.0,8,5.0,1.0,0.818730753078,0.0
"(203, 4)",30.0,1,0.0,3,3.0,8,5.0,4.0,0.449328964117,0.0
"(203, 5)",15.0,3,3.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(203, 6)",15.0,1,3.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(204, 0)",30.0,1,0.0,3,3.0,9,5.0,1.0,0.818730753078,0.0
"(204, 5)",15.0,3,3.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(204, 6)",15.0,1,3.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(206, 1)",20.0,3,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(206, 5)",10.0,3,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(206, 6)",10.0,1,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(207, 5)",10.0,3,2.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(207, 6)",10.0,1,2.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(208, 0)",25.0,1,5.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(208, 1)",25.0,3,5.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(208, 2)",50.0,3,0.0,3,5.0,4,5.0,2.0,0.670320046036,0.0
"(208, 5)",50.0,3,0.0,3,5.0,4,5.0,1.0,0.818730753078,0.0
"(209, 0)",25.0,1,5.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(209, 1)",25.0,3,5.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(209, 5)",50.0,3,0.0,3,5.0,7,5.0,4.0,0.449328964117,0.0
"(210, 3)",15.0,2,4.0,0,0.0,10,5.0,1.0,0.818730753078,0.75
"(210, 4)",15.0,1,4.0,0,0.0,10,5.0,5.0,0.367879441171,0.75
"(210, 6)",15.0,1,4.0,0,0.0,10,5.0,5.0,0.367879441171,0.75
"(212, 1)",10.0,3,4.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(212, 2)",10.0,3,4.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(212, 3)",10.0,2,4.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(212, 5)",20.0,3,0.0,3,4.0,3,5.0,2.0,0.670320046036,0.0
"(213, 1)",10.0,3,4.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(213, 2)",10.0,3,4.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(213, 3)",10.0,2,4.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(215, 1)",11.5,3,3.0,0,0.0,2,2.0,1.0,0.818730753078,1.0
"(215, 2)",11.5,3,4.0,0,0.0,2,2.0,1.0,0.818730753078,1.0
"(215, 3)",2.5,2,0.0,3,3.0,2,2.0,1.0,0.818730753078,0.0
"(215, 4)",14.0,1,3.0,0,0.0,2,2.0,1.0,0.818730753078,1.0
"(215, 5)",14.0,3,3.0,3,2.0,2,2.0,1.0,0.818730753078,1.0
"(222, 3)",27.0,2,3.0,0,0.0,10,1.0,1.0,0.818730753078,0.75
"(222, 4)",27.0,1,3.0,0,0.0,10,1.0,5.0,0.367879441171,0.75
"(222, 6)",27.0,1,5.0,0,0.0,10,1.0,1.0,0.818730753078,0.75
"(231, 3)",27.0,2,3.0,0,0.0,7,1.0,4.0,0.449328964117,0.75
"(231, 4)",27.0,1,1.0,0,0.0,7,1.0,4.0,0.449328964117,0.75
"(231, 5)",0.0,3,0.0,3,3.0,7,1.0,1.0,0.818730753078,0.0
"(231, 6)",27.0,1,2.0,0,0.0,7,1.0,4.0,0.449328964117,0.75
"(236, 1)",7.5,3,3.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(236, 2)",7.5,3,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(236, 3)",7.5,2,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(236, 6)",15.0,1,0.0,3,3.0,5,5.0,3.0,0.548811636094,0.0
"(238, 1)",10.0,3,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.0
"(238, 3)",10.0,2,0.0,3,1.0,5,5.0,3.0,0.548811636094,0.0
"(238, 5)",5.0,3,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(238, 6)",5.0,1,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(239, 1)",10.0,3,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(239, 5)",5.0,3,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(239, 6)",5.0,1,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(244, 0)",0.0,1,0.0,3,3.0,3,4.0,1.0,0.818730753078,0.75
"(244, 2)",0.0,3,0.0,3,3.0,3,4.0,1.0,0.818730753078,0.75
"(244, 4)",18.0,1,1.0,3,2.0,3,4.0,2.0,0.670320046036,0.75
"(244, 5)",0.0,3,0.0,3,3.0,3,4.0,1.0,0.818730753078,0.0
"(244, 6)",18.0,1,3.0,0,0.0,3,4.0,1.0,0.818730753078,0.75
"(245, 0)",10.0,1,0.0,3,2.0,4,5.0,1.0,0.818730753078,0.75
"(245, 2)",10.0,3,0.0,3,2.0,4,5.0,2.0,0.670320046036,0.75
"(245, 3)",10.0,2,0.0,3,2.0,4,5.0,2.0,0.670320046036,0.75
"(245, 5)",10.0,3,2.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(245, 6)",10.0,1,2.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(246, 0)",20.0,1,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(246, 3)",20.0,2,0.0,3,2.0,7,5.0,1.0,0.818730753078,0.0
"(246, 5)",10.0,3,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(246, 6)",10.0,1,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(255, 5)",15.0,3,3.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(255, 6)",15.0,1,3.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(258, 0)",0.0,1,0.0,3,3.0,9,5.0,5.0,0.367879441171,0.0
"(258, 3)",15.0,2,3.0,0,0.0,9,5.0,1.0,0.818730753078,0.75
"(258, 4)",15.0,1,2.0,0,0.0,9,5.0,5.0,0.367879441171,0.75
"(258, 6)",15.0,1,3.0,0,0.0,9,5.0,1.0,0.818730753078,0.75
"(268, 4)",10.0,1,0.0,3,1.0,9,5.0,1.0,0.818730753078,0.0
"(268, 5)",5.0,3,1.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(268, 6)",5.0,1,1.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(272, 0)",0.0,1,0.0,3,3.0,9,2.0,1.0,0.818730753078,0.0
"(272, 3)",24.0,2,4.0,0,0.0,9,2.0,1.0,0.818730753078,0.75
"(272, 4)",24.0,1,1.0,0,0.0,9,2.0,1.0,0.818730753078,0.75
"(272, 6)",24.0,1,4.0,0,0.0,9,2.0,5.0,0.367879441171,0.75
"(274, 0)",15.0,1,3.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(274, 1)",15.0,3,3.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(274, 4)",30.0,1,0.0,3,3.0,6,5.0,3.0,0.548811636094,0.0
"(274, 5)",30.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(276, 2)",0.0,3,0.0,3,3.0,7,2.0,4.0,0.449328964117,0.0
"(276, 3)",24.0,2,2.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(276, 4)",24.0,1,3.0,0,0.0,7,2.0,4.0,0.449328964117,0.75
"(276, 6)",24.0,1,5.0,0,0.0,7,2.0,4.0,0.449328964117,0.75
"(278, 1)",24.0,3,3.0,0,0.0,4,2.0,1.0,0.818730753078,1.0
"(278, 2)",24.0,3,4.0,0,0.0,4,2.0,1.0,0.818730753078,1.0
"(278, 4)",24.0,1,2.0,0,0.0,4,2.0,2.0,0.670320046036,1.0
"(278, 5)",24.0,3,3.0,0,0.0,4,2.0,1.0,0.818730753078,1.0
"(288, 1)",5.0,3,2.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(288, 2)",5.0,3,2.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(288, 3)",5.0,2,2.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(288, 4)",10.0,1,0.0,3,2.0,5,5.0,3.0,0.548811636094,0.0
"(291, 1)",15.0,3,1.0,0,0.0,4,5.0,1.0,0.818730753078,1.0
"(291, 2)",15.0,3,4.0,0,0.0,4,5.0,1.0,0.818730753078,1.0
"(291, 4)",15.0,1,3.0,0,0.0,4,5.0,2.0,0.670320046036,1.0
"(291, 5)",15.0,3,5.0,0,0.0,4,5.0,1.0,0.818730753078,1.0
"(293, 1)",2.5,3,1.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(293, 2)",2.5,3,1.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(293, 3)",2.5,2,1.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(293, 4)",5.0,1,0.0,3,1.0,5,5.0,1.0,0.818730753078,0.0
"(296, 0)",20.0,1,4.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(296, 1)",20.0,3,4.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(296, 2)",40.0,3,0.0,3,4.0,4,5.0,2.0,0.670320046036,0.0
"(296, 5)",40.0,3,0.0,3,4.0,4,5.0,1.0,0.818730753078,0.0
"(297, 0)",20.0,1,4.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(297, 1)",20.0,3,4.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(297, 5)",40.0,3,0.0,3,4.0,7,5.0,4.0,0.449328964117,0.0
"(299, 1)",2.5,3,1.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(299, 2)",2.5,3,1.0,0,0.0,3,5.0,2.0,0.670320046036,0.0
"(299, 3)",2.5,2,1.0,0,0.0,3,5.0,2.0,0.670320046036,0.0
"(299, 5)",5.0,3,0.0,3,1.0,3,5.0,2.0,0.670320046036,0.0
"(300, 1)",2.5,3,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(300, 2)",2.5,3,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(300, 3)",2.5,2,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(303, 0)",20.0,1,4.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(303, 1)",20.0,3,4.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(305, 1)",10.0,3,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(305, 2)",10.0,3,4.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(305, 3)",10.0,2,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(305, 4)",20.0,1,0.0,3,4.0,5,5.0,1.0,0.818730753078,0.0
"(311, 0)",10.0,1,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(311, 1)",10.0,3,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(311, 2)",20.0,3,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(311, 4)",20.0,1,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(312, 0)",10.0,1,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(312, 1)",10.0,3,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(312, 2)",20.0,3,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(317, 0)",10.0,1,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(317, 3)",10.0,2,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(317, 5)",5.0,3,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(317, 6)",5.0,1,1.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(324, 1)",0.0,3,0.0,3,3.0,7,5.0,1.0,0.818730753078,0.0
"(324, 3)",15.0,2,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.75
"(324, 4)",15.0,1,4.0,0,0.0,7,5.0,1.0,0.818730753078,0.75
"(324, 6)",15.0,1,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.75
"(329, 1)",30.0,3,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(329, 4)",30.0,1,0.0,3,3.0,6,5.0,1.0,0.818730753078,0.0
"(329, 5)",15.0,3,3.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(329, 6)",15.0,1,3.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(331, 1)",21.0,3,5.0,0,0.0,4,3.0,2.0,0.670320046036,1.0
"(331, 2)",21.0,3,3.0,0,0.0,4,3.0,1.0,0.818730753078,1.0
"(331, 4)",21.0,1,3.0,0,0.0,4,3.0,1.0,0.818730753078,1.0
"(331, 5)",21.0,3,3.0,0,0.0,4,3.0,2.0,0.670320046036,1.0
"(335, 0)",20.0,1,0.0,3,2.0,9,5.0,5.0,0.367879441171,0.0
"(335, 5)",10.0,3,2.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(335, 6)",10.0,1,2.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(336, 0)",0.0,1,0.0,3,3.0,1,4.0,1.0,0.818730753078,0.75
"(336, 1)",8.0,3,3.0,0,0.0,1,4.0,1.0,0.818730753078,1.0
"(336, 3)",0.0,2,0.0,3,3.0,1,4.0,1.0,0.818730753078,0.75
"(336, 4)",8.0,1,1.0,3,3.0,1,4.0,1.0,0.818730753078,1.0
"(336, 5)",8.0,3,1.0,3,4.0,1,4.0,1.0,0.818730753078,1.0
"(337, 0)",7.5,1,0.0,3,3.0,3,4.0,1.0,0.818730753078,0.0
"(337, 1)",3.0,3,5.0,0,0.0,3,4.0,1.0,0.818730753078,1.0
"(337, 2)",10.5,3,1.0,3,1.0,3,4.0,2.0,0.670320046036,1.0
"(337, 4)",10.5,1,1.0,3,4.0,3,4.0,2.0,0.670320046036,1.0
"(337, 5)",10.5,3,1.0,3,2.0,3,4.0,2.0,0.670320046036,1.0
"(338, 0)",5.0,1,1.0,0,0.0,6,5.0,3.0,0.548811636094,0.0
"(338, 1)",5.0,3,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(338, 4)",10.0,1,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(338, 5)",10.0,3,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(339, 0)",10.0,1,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(339, 1)",10.0,3,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(339, 2)",20.0,3,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(341, 0)",40.0,1,0.0,3,4.0,8,5.0,1.0,0.818730753078,0.0
"(341, 4)",40.0,1,0.0,3,4.0,8,5.0,1.0,0.818730753078,0.0
"(341, 5)",20.0,3,4.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(341, 6)",20.0,1,4.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(344, 1)",0.0,3,0.0,3,3.0,4,2.0,1.0,0.818730753078,0.0
"(344, 3)",24.0,2,3.0,0,0.0,4,2.0,2.0,0.670320046036,0.75
"(344, 4)",24.0,1,3.0,0,0.0,4,2.0,1.0,0.818730753078,0.75
"(344, 5)",0.0,3,0.0,3,3.0,4,2.0,1.0,0.818730753078,0.0
"(344, 6)",24.0,1,3.0,0,0.0,4,2.0,1.0,0.818730753078,0.75
"(348, 3)",15.0,2,0.0,3,2.0,7,5.0,1.0,0.818730753078,0.75
"(348, 4)",15.0,1,0.0,3,3.0,7,5.0,1.0,0.818730753078,0.75
"(348, 5)",0.0,3,0.0,3,3.0,7,5.0,4.0,0.449328964117,0.0
"(348, 6)",15.0,1,3.0,0,0.0,7,5.0,4.0,0.449328964117,0.75
"(352, 0)",15.0,1,3.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(352, 1)",15.0,3,3.0,0,0.0,9,5.0,5.0,0.367879441171,0.0
"(352, 4)",30.0,1,0.0,3,3.0,9,5.0,5.0,0.367879441171,0.0
"(354, 0)",0.833333333333,1,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.75
"(354, 1)",0.833333333333,3,1.0,0,0.0,4,5.0,2.0,0.670320046036,0.0
"(354, 2)",1.66666666667,3,0.0,3,1.0,4,5.0,2.0,0.670320046036,0.75
"(354, 3)",1.66666666667,2,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.75
"(354, 6)",1.66666666667,1,0.0,3,1.0,4,5.0,1.0,0.818730753078,0.0
"(355, 0)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(355, 1)",5.0,3,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(355, 3)",10.0,2,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(355, 6)",10.0,1,0.0,3,1.0,7,5.0,4.0,0.449328964117,0.0
"(356, 0)",5.0,1,1.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(356, 1)",5.0,3,1.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(356, 3)",10.0,2,0.0,3,1.0,8,5.0,4.0,0.449328964117,0.0
"(357, 0)",5.0,1,1.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(357, 1)",5.0,3,1.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(361, 0)",10.0,1,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(361, 1)",10.0,3,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(361, 4)",20.0,1,0.0,3,2.0,6,5.0,3.0,0.548811636094,0.0
"(361, 5)",20.0,3,0.0,3,2.0,6,5.0,1.0,0.818730753078,0.0
"(362, 0)",10.0,1,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(362, 1)",10.0,3,2.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(362, 5)",20.0,3,0.0,3,2.0,7,5.0,4.0,0.449328964117,0.0
"(363, 0)",10.0,1,2.0,0,0.0,10,5.0,1.0,0.818730753078,0.0
"(363, 1)",10.0,3,2.0,0,0.0,10,5.0,5.0,0.367879441171,0.0
"(366, 0)",0.0,1,0.0,3,3.0,6,4.0,1.0,0.818730753078,0.75
"(366, 2)",0.0,3,0.0,3,3.0,6,4.0,3.0,0.548811636094,0.75
"(366, 4)",18.0,1,3.0,0,0.0,6,4.0,3.0,0.548811636094,0.75
"(366, 6)",18.0,1,3.0,0,0.0,6,4.0,3.0,0.548811636094,0.75
"(367, 0)",0.0,1,0.0,3,3.0,9,4.0,1.0,0.818730753078,0.0
"(367, 3)",18.0,2,3.0,0,0.0,9,4.0,5.0,0.367879441171,0.75
"(367, 4)",18.0,1,3.0,0,0.0,9,4.0,1.0,0.818730753078,0.75
"(367, 6)",18.0,1,1.0,0,0.0,9,4.0,1.0,0.818730753078,0.75
"(376, 0)",4.16666666667,1,0.0,3,5.0,4,5.0,1.0,0.818730753078,0.75
"(376, 1)",4.16666666667,3,5.0,0,0.0,4,5.0,1.0,0.818730753078,0.0
"(376, 2)",8.33333333333,3,0.0,3,5.0,4,5.0,1.0,0.818730753078,0.75
"(376, 3)",8.33333333333,2,0.0,3,5.0,4,5.0,1.0,0.818730753078,0.75
"(376, 4)",8.33333333333,1,0.0,3,5.0,4,5.0,2.0,0.670320046036,0.0
"(377, 0)",4.16666666667,1,0.0,3,5.0,5,5.0,1.0,0.818730753078,0.75
"(377, 1)",4.16666666667,3,5.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(377, 2)",8.33333333333,3,0.0,3,5.0,5,5.0,1.0,0.818730753078,0.75
"(377, 3)",8.33333333333,2,0.0,3,5.0,5,5.0,1.0,0.818730753078,0.75
"(380, 2)",50.0,3,0.0,3,5.0,5,5.0,3.0,0.548811636094,0.0
"(380, 3)",50.0,2,0.0,3,5.0,5,5.0,1.0,0.818730753078,0.0
"(380, 5)",25.0,3,5.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(380, 6)",25.0,1,5.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(381, 3)",50.0,2,0.0,3,5.0,8,5.0,1.0,0.818730753078,0.0
"(381, 5)",25.0,3,5.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(381, 6)",25.0,1,5.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(387, 1)",12.5,3,5.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(387, 2)",12.5,3,5.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(387, 3)",12.5,2,5.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(387, 4)",25.0,1,0.0,3,5.0,5,5.0,1.0,0.818730753078,0.0
"(396, 0)",25.0,1,5.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(396, 1)",25.0,3,5.0,0,0.0,7,5.0,4.0,0.449328964117,0.0
"(396, 3)",50.0,2,0.0,3,5.0,7,5.0,1.0,0.818730753078,0.0
"(396, 4)",50.0,1,0.0,3,5.0,7,5.0,4.0,0.449328964117,0.0
"(407, 0)",25.0,1,5.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(407, 1)",25.0,3,5.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(407, 3)",50.0,2,0.0,3,5.0,8,5.0,1.0,0.818730753078,0.0
"(414, 0)",40.0,1,0.0,3,4.0,7,5.0,4.0,0.449328964117,0.0
"(414, 3)",40.0,2,0.0,3,4.0,7,5.0,1.0,0.818730753078,0.0
"(414, 5)",20.0,3,4.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(414, 6)",20.0,1,4.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(415, 3)",40.0,2,0.0,3,4.0,8,5.0,4.0,0.449328964117,0.0
"(415, 5)",20.0,3,4.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(415, 6)",20.0,1,4.0,0,0.0,8,5.0,1.0,0.818730753078,0.0
"(418, 0)",20.0,1,4.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(418, 1)",20.0,3,4.0,0,0.0,5,5.0,3.0,0.548811636094,0.0
"(418, 3)",40.0,2,0.0,3,4.0,5,5.0,3.0,0.548811636094,0.0
"(418, 5)",40.0,3,0.0,3,4.0,5,5.0,3.0,0.548811636094,0.0
"(419, 0)",20.0,1,4.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(419, 1)",20.0,3,4.0,0,0.0,8,5.0,4.0,0.449328964117,0.0
"(419, 3)",40.0,2,0.0,3,4.0,8,5.0,1.0,0.818730753078,0.0
"(421, 0)",5.0,1,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
