473526273,376
1128976124,527
51900417,574
-1600369275,562
-1800168694,216
-339489096,39
1740113933,98
-1520275441,315
-597772269,541
-1617194663,776
-129400801,29
-1915087740,623
908023845,85
-1241244913,833
-387863545,579
280463026,273
717273134,728
1479947388,564
-735240525,256
1253085236,293
-2129455518,347
2050789203,740
104737373,680
-969004451,694
930339852,16
-1051774902,367
2004081676,797
1682475021,481
298929848,189
244113763,689
1668896853,735
1322666070,70
-315889729,415
-1446308321,365
-270516134,198
401174620,233
-968910997,629
-1474475298,511
-2104051615,115
-19011226,788
1332646929,287
974108490,403
-1967007633,52
-1737682832,783
1116487800,337
-92958235,761
1857812605,684
-2045384830,30
1436265493,617
-1706243395,67
-419779886,363
-893597529,731
653961938,409
-262790763,649
-957502100,152
1595573763,801
-1331191403,408
-714407228,338
1675274814,471
237179930,827
-591767390,41
1482347537,580
-1118816570,522
1483731431,140
1225136298,134
1317855587,812
-1949644430,74
-1485151203,171
1620997832,50
-867190606,54
-1626134123,518
-2066696010,573
1519949994,210
1115702644,435
-1047134022,251
-1203142625,308
-830517536,528
2017788095,218
950923457,241
1484744899,240
-1627850554,40
-552392299,504
-1593505583,654
62886811,567
1724916770,368
-111599975,628
1716226257,83
2039571027,715
-610986290,168
1416622705,442
-388611733,760
-727567324,575
2126080719,255
-1191898042,462
-1183082802,393
-637167920,63
-2056384285,357
1112176874,112
-1935904532,568
-1666606867,277
1369071226,630
2062169764,344
-1888458370,633
-1785712931,605
408300063,395
2080510297,799
196532857,591
-1089707367,27
1820597293,499
-285794029,830
717895726,806
42828054,831
672373864,132
-2035537444,587
-1514657062,766
615107973,136
598327586,320
157872421,230
-2007343737,102
1782902065,777
1168274141,28
757852095,358
593193318,790
-400733474,72
833319226,379
807102242,489
-773082013,422
-1904259360,186
2102004035,237
1516563472,99
1211113799,61
1319892364,5
1215380636,690
1961113997,138
-1597776157,118
-1771368414,658
1006768473,32
-1869906761,438
2053333347,86
-2134410908,282
1666935142,672
-1048476271,635
-563191447,750
1177068103,832
752816613,601
1668899180,598
1618134385,412
1663761128,238
-1521137294,73
-603877903,589
978102676,397
-1183066839,844
959384675,624
810951061,46
-2052951331,584
438730475,426
-674673876,646
-1058210409,640
1882843518,780
1102494093,151
-118156218,472
1545298840,490
2051844500,381
1890034069,75
-2084879973,148
-318436137,805
-1011138149,149
861508678,414
151093671,779
1616541084,720
425256672,576
-875902606,392
-1177422967,211
1351318711,530
1263247795,637
-161773245,773
1778387383,404
1259951860,510
981687191,763
-40321973,91
2074524100,465
2145483206,162
-2133731166,229
1231196616,506
-131010099,105
783157710,303
1044132729,549
591241683,297
484540602,391
1185688028,535
1597875622,126
-1104363028,226
1226216187,66
-915869403,260
-1248640532,774
-1197575705,330
1127863051,486
927354620,494
988578282,319
-174898708,305
1727349230,214
-1004947966,553
993633363,340
338501299,699
1640421880,130
-542230021,182
-1552328619,822
-919930364,430
-1898559402,69
163711496,733
457776898,519
-426986408,599
-1601777072,682
419077096,139
-171814133,488
-162387431,786
208762252,432
-327164497,604
1740007965,687
1747167775,373
369506482,748
1396933160,440
992145500,19
1889366209,68
-1707396008,850
-1331859263,406
1753915952,92
189505971,648
-120888669,768
-2083969766,342
-726426870,327
-1545950658,371
1586842175,550
-501758600,468
54121227,452
326941253,278
-1361354170,191
-1030309791,480
573002312,254
1714892140,736
704645559,445
-374987357,161
1856712622,540
-140684720,154
-804443586,457
300659811,38
-1372278001,343
-1952897606,571
-143299959,372
151548517,529
-1362177433,81
-1884785879,724
-54341010,177
-691630659,729
-1304814488,25
-702455912,521
836012494,417
-877208967,487
-707611201,120
-1604684388,843
-130673216,785
-356835903,765
-1368462711,170
1225319453,150
2022417037,155
1456042609,578
1902634918,759
2076176561,815
1255204142,296
2115750700,778
1824433403,123
1245346735,825
219865753,35
-2061281169,173
461967130,205
1577191035,212
1513829464,698
688009703,345
1838443292,600
-97428822,276
-1729192163,374
1321800136,611
-790950415,207
-1699037410,734
-379679067,791
1682172602,838
1593343989,399
-1231729987,160
-24599121,610
359334596,129
591747951,498
-1260111475,369
-100068664,661
1000782276,642
-1733433566,131
-1549538609,47
42745976,324
804530898,89
1909754318,78
-2142226872,747
-1782600794,484
-1601149409,669
1706568410,737
1241510621,36
-1869952290,335
-274524464,618
-303337682,206
809101694,683
-1890878744,302
-931261316,200
294651040,655
784070781,758
629531544,808
-1744627245,332
1558880382,673
-811044055,526
-849554755,508
152474363,217
-737891582,437
1682288427,603
1156482584,679
-818884024,856
-1748415700,419
-1483662582,321
495113687,225
1848947471,334
770404142,169
446731396,271
-838809968,590
-1810656485,394
764701468,469
-41735393,331
996896901,558
1285320940,820
1164841187,375
-1618021591,520
-1105474772,179
-1186968787,176
994851630,187
78462088,621
2112035655,670
373599027,846
-1619152073,351
-146349128,594
-1747854534,632
1836205590,819
1715745604,239
878746439,202
-705414327,539
-545410249,614
1123169421,101
152388432,722
-994958510,622
-812065965,59
-674112710,709
1826558437,407
1998071485,378
-1873665181,196
-1405535087,6
-841560260,800
1415467882,290
-1737494041,304
-72215700,166
-1848073361,14
98616979,643
-851841195,607
-491218953,848
-1832068231,326
2062320106,364
1479529377,668
-817982588,743
125022873,544
-103681143,109
958894986,534
-1485359977,692
-605316653,675
-1536154736,533
1934507720,707
-380903060,606
-92054633,581
1703273368,147
-1345932476,51
-1010855013,163
-1739826022,712
405787553,370
-903699301,796
180773796,719
-380606529,387
1438624678,77
282791409,221
-436046692,475
1038293831,626
-162268241,620
-1970451535,659
-1431538483,772
-1861316956,209
269298238,470
974333769,513
-942840904,313
1560880061,396
-1859550048,503
-1627881483,651
161544158,691
553578055,814
1254217839,263
1009204173,1
-1580803592,625
1941331375,795
-889101351,446
-720190498,420
-921353392,789
531511803,386
2027918125,554
-666084198,762
1492818920,213
180144295,402
711619566,8
-589751312,13
-1885807789,284
-1473770261,208
-617435763,181
-1958319088,318
-1701275478,190
-1785588947,771
-1989621674,94
-114357149,555
1440886614,128
685878279,569
1737562890,348
-774811976,752
-1071490036,4
-2078689790,466
1262906384,96
258905105,56
-243802216,592
1580247445,523
362523669,444
957464565,107
1374088708,660
932287514,542
-1995906019,116
-405126111,178
-903175134,26
-740316,495
-1352081231,595
694000685,3
-2005844836,666
1346506250,802
667516085,467
-1282929600,688
1154529462,757
1935250502,413
1002434737,609
2036218955,49
-889443252,803
-1993672188,700
-1824797100,447
-968350637,55
1300233663,410
-2118731379,106
-1076735299,509
1558282426,175
1206730597,792
1351273182,60
-679465072,840
353973347,57
1773497448,280
1665489775,839
-1779156151,664
-1608326032,597
-362230995,697
-528015808,663
-1790331372,524
-1203437377,144
142480508,199
-1961820869,828
708346883,636
-1177151637,449
1306137732,64
-1512520170,333
2024665281,110
-1512719224,275
1979749228,429
2059449485,43
-231072664,588
-331793263,7
-665441761,708
1257957571,725
1735865495,439
685130091,751
1338052029,826
753261722,501
-774331537,450
-31722340,253
1361675424,244
-365394941,641
-797879279,716
1151957190,857
2023649767,204
-1521891812,456
468425171,816
272764426,855
-1481217507,860
384148658,543
-1220090952,710
1741257909,352
1598094519,286
1620076063,45
-1450641888,434
506505621,516
743830733,328
1619448400,596
-796567688,696
-1820859821,746
844938451,804
309469310,764
382300785,546
1569064153,500
285616532,807
594339038,252
1812796793,538
3562361,547
-1504999215,127
-1355159684,301
-400028437,310
408605713,674
406740190,847
323191336,512
-871123292,563
-1700641546,552
673425951,701
556478698,215
-352574213,262
571834308,739
300621369,836
-1713523453,380
-1796330234,497
2022639043,582
