,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,BC_debris,BC_regular,BC_regular_sp,IG_1
"(291, 4)",1,21.0,1.0,3.0,6.5,4.0,0.818730753078,0.246596963942,6.33333333333,4.0,18.0,3.0
"(291, 5)",1,0.0,3.0,3.0,8.5,4.0,0.818730753078,0.165298888222,3.0,4.0,0.0,0.0
"(291, 6)",1,21.0,1.0,3.0,6.5,4.0,0.818730753078,0.246596963942,5.33333333333,4.0,18.0,3.0
"(292, 3)",1,21.0,0.5,3.0,6.5,4.0,0.301194211912,0.246596963942,6.33333333333,4.0,18.0,3.0
"(292, 4)",1,21.0,1.0,3.0,7.0,4.0,0.301194211912,0.246596963942,6.33333333333,4.0,18.0,3.0
"(292, 5)",1,0.0,3.0,3.0,9.0,4.0,0.818730753078,0.165298888222,3.0,4.0,0.0,0.0
"(292, 6)",1,21.0,1.0,3.0,7.0,4.0,0.301194211912,0.246596963942,5.33333333333,4.0,18.0,3.0
"(293, 0)",1,10.0,0.5,1.0,8.0,5.0,0.818730753078,0.201896517995,4.0,2.0,5.0,0.0
"(293, 1)",1,10.0,1.5,1.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,5.0,0.0
"(293, 4)",1,20.0,1.0,1.0,8.5,5.0,0.201896517995,0.165298888222,4.0,2.0,10.0,0.0
"(293, 6)",1,20.0,1.0,1.0,8.5,5.0,0.201896517995,0.165298888222,4.0,2.0,10.0,0.0
"(294, 0)",1,10.0,0.5,1.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,5.0,0.0
"(294, 1)",1,10.0,1.5,1.0,10.0,5.0,0.818730753078,0.135335283237,4.0,2.0,5.0,0.0
"(294, 4)",1,20.0,1.0,1.0,9.5,5.0,0.165298888222,0.135335283237,4.0,2.0,10.0,0.0
"(295, 4)",1,20.0,1.0,2.0,7.5,5.0,0.246596963942,0.201896517995,2.0,2.0,20.0,0.0
"(295, 5)",1,10.0,3.0,2.0,9.5,5.0,0.818730753078,0.135335283237,2.0,2.0,10.0,0.0
"(295, 6)",1,10.0,1.0,2.0,7.5,5.0,0.818730753078,0.201896517995,2.0,2.0,10.0,0.0
"(296, 5)",1,10.0,3.0,2.0,10.5,5.0,0.818730753078,0.110803158362,2.0,2.0,10.0,0.0
"(296, 6)",1,10.0,1.0,2.0,8.5,5.0,0.201896517995,0.165298888222,2.0,2.0,10.0,0.0
"(298, 1)",1,21.0,1.5,3.0,3.5,3.0,0.670320046036,0.449328964117,2.0,2.0,21.0,3.0
"(298, 2)",1,21.0,4.0,3.0,6.0,3.0,0.818730753078,0.301194211912,2.0,2.0,21.0,3.0
"(298, 4)",1,21.0,1.0,3.0,3.0,3.0,0.818730753078,0.548811636094,2.0,2.0,21.0,3.0
"(298, 5)",1,21.0,3.0,3.0,5.0,3.0,0.818730753078,0.367879441171,2.0,2.0,21.0,3.0
"(300, 0)",1,30.0,0.5,3.0,8.5,5.0,0.201896517995,0.165298888222,4.0,2.0,15.0,0.0
"(300, 1)",1,30.0,1.5,3.0,9.5,5.0,0.201896517995,0.135335283237,4.0,2.0,15.0,0.0
"(300, 3)",1,60.0,0.5,3.0,8.5,5.0,0.201896517995,0.165298888222,4.0,2.0,30.0,0.0
"(300, 4)",1,60.0,1.0,3.0,9.0,5.0,0.201896517995,0.165298888222,4.0,2.0,30.0,0.0
"(303, 0)",1,30.0,0.5,3.0,9.5,5.0,0.165298888222,0.135335283237,4.0,2.0,15.0,0.0
"(303, 1)",1,30.0,1.5,3.0,10.5,5.0,0.165298888222,0.110803158362,4.0,2.0,15.0,0.0
"(303, 3)",1,60.0,0.5,3.0,9.5,5.0,0.818730753078,0.135335283237,4.0,2.0,30.0,0.0
"(304, 1)",1,40.0,1.5,4.0,7.5,5.0,0.818730753078,0.201896517995,2.0,2.0,40.0,0.0
"(304, 5)",1,20.0,3.0,4.0,9.0,5.0,0.301194211912,0.165298888222,2.0,2.0,20.0,0.0
"(304, 6)",1,20.0,1.0,4.0,7.0,5.0,0.301194211912,0.246596963942,2.0,2.0,20.0,0.0
"(309, 0)",1,20.0,0.5,2.0,10.0,5.0,0.818730753078,0.135335283237,4.0,2.0,10.0,0.0
"(309, 1)",1,20.0,1.5,2.0,11.0,5.0,0.135335283237,0.110803158362,4.0,2.0,10.0,0.0
"(310, 1)",1,30.0,1.5,3.0,6.5,5.0,0.367879441171,0.246596963942,2.0,2.0,30.0,0.0
"(310, 4)",1,30.0,1.0,3.0,6.0,5.0,0.818730753078,0.301194211912,2.0,2.0,30.0,0.0
"(310, 5)",1,15.0,3.0,3.0,8.0,5.0,0.818730753078,0.201896517995,2.0,2.0,15.0,0.0
"(310, 6)",1,15.0,1.0,3.0,6.0,5.0,0.818730753078,0.301194211912,2.0,2.0,15.0,0.0
"(311, 0)",1,30.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,2.0,2.0,30.0,0.0
"(311, 3)",1,30.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,2.0,2.0,30.0,3.0
"(311, 4)",1,30.0,1.0,3.0,7.5,5.0,0.246596963942,0.201896517995,2.0,2.0,30.0,0.0
"(311, 5)",1,15.0,3.0,3.0,9.5,5.0,0.818730753078,0.135335283237,2.0,2.0,15.0,0.0
"(311, 6)",1,15.0,1.0,3.0,7.5,5.0,0.246596963942,0.201896517995,2.0,2.0,15.0,0.0
"(312, 0)",1,30.0,0.5,3.0,7.0,5.0,0.246596963942,0.246596963942,2.0,2.0,30.0,0.0
"(312, 3)",1,30.0,0.5,3.0,7.0,5.0,0.246596963942,0.246596963942,2.0,2.0,30.0,0.0
"(312, 5)",1,15.0,3.0,3.0,10.5,5.0,0.818730753078,0.110803158362,2.0,2.0,15.0,0.0
"(312, 6)",1,15.0,1.0,3.0,8.5,5.0,0.201896517995,0.165298888222,2.0,2.0,15.0,0.0
"(314, 2)",1,0.0,4.0,3.0,6.0,4.0,0.818730753078,0.301194211912,4.0,4.0,0.0,0.0
"(314, 3)",1,21.0,0.5,3.0,2.5,4.0,0.670320046036,0.548811636094,6.33333333333,4.0,18.0,3.0
"(314, 4)",1,21.0,1.0,3.0,3.0,4.0,0.818730753078,0.548811636094,6.33333333333,4.0,18.0,3.0
"(314, 5)",1,0.0,3.0,3.0,5.0,4.0,0.818730753078,0.367879441171,3.0,4.0,0.0,0.0
"(314, 6)",1,21.0,1.0,3.0,3.0,4.0,0.818730753078,0.548811636094,5.33333333333,4.0,18.0,3.0
"(319, 0)",1,10.0,0.5,2.0,3.0,5.0,0.548811636094,0.548811636094,6.33333333333,4.0,10.0,0.0
"(319, 2)",1,10.0,4.0,2.0,7.5,5.0,0.818730753078,0.201896517995,6.33333333333,4.0,10.0,0.0
"(319, 3)",1,10.0,0.5,2.0,3.0,5.0,0.548811636094,0.548811636094,6.33333333333,4.0,10.0,0.0
"(319, 5)",1,10.0,3.0,2.0,6.5,5.0,0.449328964117,0.246596963942,5.33333333333,4.0,10.0,0.0
"(319, 6)",1,10.0,1.0,2.0,4.5,5.0,0.449328964117,0.367879441171,5.33333333333,4.0,10.0,0.0
"(320, 0)",1,20.0,0.5,2.0,3.5,5.0,0.818730753078,0.449328964117,2.0,2.0,20.0,0.0
"(320, 2)",1,20.0,4.0,2.0,7.0,5.0,0.818730753078,0.246596963942,2.0,2.0,20.0,0.0
"(320, 3)",1,20.0,0.5,2.0,3.5,5.0,0.818730753078,0.449328964117,2.0,2.0,20.0,0.0
"(320, 5)",1,10.0,3.0,2.0,6.0,5.0,0.818730753078,0.301194211912,2.0,2.0,10.0,0.0
"(320, 6)",1,10.0,1.0,2.0,4.0,5.0,0.548811636094,0.449328964117,2.0,2.0,10.0,0.0
"(322, 1)",1,0.0,1.5,3.0,6.0,2.0,0.818730753078,0.301194211912,4.0,4.0,0.0,0.0
"(322, 3)",1,33.0,0.5,3.0,5.0,2.0,0.818730753078,0.367879441171,6.33333333333,4.0,24.0,3.0
"(322, 4)",1,33.0,1.0,3.0,5.5,2.0,0.818730753078,0.301194211912,6.33333333333,4.0,24.0,3.0
"(322, 5)",1,0.0,3.0,3.0,7.5,2.0,0.818730753078,0.201896517995,3.0,4.0,0.0,0.0
"(322, 6)",1,33.0,1.0,3.0,5.5,2.0,0.367879441171,0.301194211912,5.33333333333,4.0,24.0,3.0
"(325, 3)",1,54.0,0.5,3.0,9.5,1.0,0.165298888222,0.135335283237,4.0,2.0,27.0,3.0
"(325, 4)",1,54.0,1.0,3.0,10.0,1.0,0.165298888222,0.135335283237,4.0,2.0,27.0,3.0
"(325, 6)",1,54.0,1.0,3.0,10.0,1.0,0.165298888222,0.135335283237,4.0,2.0,27.0,3.0
"(328, 0)",1,40.0,0.5,4.0,7.0,5.0,0.818730753078,0.246596963942,4.0,2.0,20.0,0.0
"(328, 1)",1,40.0,1.5,4.0,8.0,5.0,0.818730753078,0.201896517995,4.0,2.0,20.0,0.0
"(328, 5)",1,80.0,3.0,4.0,9.5,5.0,0.246596963942,0.135335283237,4.0,2.0,40.0,0.0
"(334, 0)",1,10.0,0.5,1.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,5.0,0.0
"(334, 1)",1,10.0,1.5,1.0,10.0,5.0,0.165298888222,0.135335283237,4.0,2.0,5.0,0.0
"(334, 6)",1,20.0,1.0,1.0,9.5,5.0,0.818730753078,0.135335283237,4.0,2.0,10.0,0.0
"(335, 0)",1,0.0,0.5,2.0,5.0,5.0,0.367879441171,0.367879441171,4.0,2.0,0.0,0.0
"(335, 1)",1,20.0,1.5,2.0,6.0,5.0,0.818730753078,0.301194211912,4.0,2.0,10.0,0.0
"(335, 2)",1,20.0,4.0,2.0,8.5,5.0,0.367879441171,0.165298888222,4.0,2.0,10.0,0.0
"(335, 3)",1,20.0,0.5,2.0,5.0,5.0,0.367879441171,0.367879441171,4.0,2.0,10.0,0.0
"(335, 4)",1,40.0,1.0,2.0,5.5,5.0,0.818730753078,0.301194211912,4.0,2.0,20.0,0.0
"(339, 0)",1,0.0,0.5,3.0,9.0,1.0,0.165298888222,0.165298888222,4.0,2.0,0.0,0.0
"(339, 3)",1,54.0,0.5,3.0,9.0,1.0,0.818730753078,0.165298888222,4.0,2.0,27.0,3.0
"(339, 4)",1,54.0,1.0,3.0,9.5,1.0,0.818730753078,0.135335283237,4.0,2.0,27.0,3.0
"(339, 6)",1,54.0,1.0,3.0,9.5,1.0,0.165298888222,0.135335283237,4.0,2.0,27.0,3.0
"(340, 2)",1,20.0,4.0,2.0,7.5,5.0,0.818730753078,0.201896517995,2.0,2.0,20.0,0.0
"(340, 5)",1,10.0,3.0,2.0,6.5,5.0,0.449328964117,0.246596963942,2.0,2.0,10.0,0.0
"(340, 6)",1,10.0,1.0,2.0,4.5,5.0,0.449328964117,0.367879441171,2.0,2.0,10.0,0.0
"(342, 0)",1,15.0,0.5,3.0,5.5,5.0,0.818730753078,0.301194211912,8.0,4.0,0.0,0.0
"(342, 1)",1,0.0,1.5,3.0,6.5,5.0,0.818730753078,0.246596963942,4.0,4.0,15.0,0.0
"(342, 2)",1,15.0,4.0,3.0,9.0,5.0,0.367879441171,0.165298888222,8.0,4.0,15.0,0.0
"(342, 3)",1,15.0,0.5,3.0,5.5,5.0,0.818730753078,0.301194211912,8.0,4.0,15.0,0.0
"(347, 0)",1,9.0,0.5,3.0,5.0,4.0,0.818730753078,0.367879441171,7.5,4.0,0.0,0.0
"(347, 2)",1,9.0,4.0,3.0,8.5,4.0,0.367879441171,0.165298888222,7.5,4.0,0.0,0.0
"(347, 4)",1,9.0,1.0,3.0,5.5,4.0,0.818730753078,0.301194211912,5.0,4.0,18.0,3.0
"(347, 6)",1,9.0,1.0,3.0,5.5,4.0,0.818730753078,0.301194211912,5.0,4.0,18.0,3.0
"(348, 0)",1,0.0,0.5,3.0,9.0,4.0,0.165298888222,0.165298888222,4.0,2.0,0.0,0.0
"(348, 3)",1,36.0,0.5,3.0,9.0,4.0,0.818730753078,0.165298888222,4.0,2.0,18.0,3.0
"(348, 4)",1,36.0,1.0,3.0,9.5,4.0,0.818730753078,0.135335283237,4.0,2.0,18.0,3.0
"(348, 6)",1,36.0,1.0,3.0,9.5,4.0,0.165298888222,0.135335283237,4.0,2.0,18.0,3.0
"(353, 0)",1,13.5,0.5,3.0,5.0,1.0,0.367879441171,0.367879441171,7.5,4.0,0.0,0.0
"(353, 2)",1,13.5,4.0,3.0,8.5,1.0,0.367879441171,0.165298888222,7.5,4.0,0.0,0.0
"(353, 4)",1,13.5,1.0,3.0,5.5,1.0,0.818730753078,0.301194211912,5.0,4.0,27.0,3.0
"(353, 6)",1,13.5,1.0,3.0,5.5,1.0,0.818730753078,0.301194211912,5.0,4.0,27.0,3.0
"(357, 0)",1,5.0,0.5,1.0,5.5,5.0,0.367879441171,0.301194211912,8.0,4.0,0.0,0.0
"(357, 1)",1,0.0,1.5,1.0,6.5,5.0,0.818730753078,0.246596963942,4.0,4.0,5.0,0.0
"(357, 2)",1,5.0,4.0,1.0,9.0,5.0,0.818730753078,0.165298888222,8.0,4.0,5.0,0.0
"(357, 3)",1,5.0,0.5,1.0,5.5,5.0,0.818730753078,0.301194211912,8.0,4.0,5.0,0.0
"(365, 5)",1,15.0,3.0,3.0,10.5,5.0,0.818730753078,0.110803158362,2.0,2.0,15.0,0.0
"(365, 6)",1,15.0,1.0,3.0,8.5,5.0,0.201896517995,0.165298888222,2.0,2.0,15.0,0.0
"(366, 0)",1,10.0,0.5,2.0,5.5,5.0,0.367879441171,0.301194211912,8.0,4.0,0.0,0.0
"(366, 1)",1,0.0,1.5,2.0,6.5,5.0,0.818730753078,0.246596963942,4.0,4.0,10.0,0.0
"(366, 2)",1,10.0,4.0,2.0,9.0,5.0,0.818730753078,0.165298888222,8.0,4.0,10.0,0.0
"(366, 3)",1,10.0,0.5,2.0,5.5,5.0,0.367879441171,0.301194211912,8.0,4.0,10.0,0.0
"(371, 0)",1,10.0,0.5,1.0,6.5,5.0,0.818730753078,0.246596963942,4.0,2.0,5.0,0.0
"(371, 1)",1,10.0,1.5,1.0,7.5,5.0,0.818730753078,0.201896517995,4.0,2.0,5.0,0.0
"(371, 3)",1,20.0,0.5,1.0,6.5,5.0,0.301194211912,0.246596963942,4.0,2.0,10.0,0.0
"(371, 5)",1,20.0,3.0,1.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,10.0,0.0
"(375, 1)",1,10.0,1.5,1.0,3.5,5.0,0.818730753078,0.449328964117,2.0,2.0,10.0,0.0
"(375, 2)",1,10.0,4.0,1.0,6.0,5.0,0.818730753078,0.301194211912,2.0,2.0,10.0,0.0
"(375, 5)",1,5.0,3.0,1.0,5.0,5.0,0.818730753078,0.367879441171,2.0,2.0,5.0,0.0
"(375, 6)",1,5.0,1.0,1.0,3.0,5.0,0.670320046036,0.548811636094,2.0,2.0,5.0,0.0
"(379, 0)",1,40.0,0.5,4.0,7.0,5.0,0.246596963942,0.246596963942,2.0,2.0,40.0,0.0
"(379, 3)",1,40.0,0.5,4.0,7.0,5.0,0.246596963942,0.246596963942,2.0,2.0,40.0,0.0
"(379, 5)",1,20.0,3.0,4.0,10.5,5.0,0.201896517995,0.110803158362,2.0,2.0,20.0,0.0
"(379, 6)",1,20.0,1.0,4.0,8.5,5.0,0.201896517995,0.165298888222,2.0,2.0,20.0,0.0
"(381, 0)",1,20.0,0.5,2.0,8.0,5.0,0.818730753078,0.201896517995,4.0,2.0,10.0,0.0
"(381, 1)",1,20.0,1.5,2.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,10.0,0.0
"(381, 4)",1,40.0,1.0,2.0,8.5,5.0,0.818730753078,0.165298888222,4.0,2.0,20.0,0.0
"(381, 6)",1,40.0,1.0,2.0,8.5,5.0,0.201896517995,0.165298888222,4.0,2.0,20.0,0.0
"(387, 0)",1,10.0,0.5,1.0,9.5,5.0,0.818730753078,0.135335283237,4.0,2.0,5.0,0.0
"(387, 1)",1,10.0,1.5,1.0,10.5,5.0,0.818730753078,0.110803158362,4.0,2.0,5.0,0.0
"(387, 3)",1,20.0,0.5,1.0,9.5,5.0,0.165298888222,0.135335283237,4.0,2.0,10.0,0.0
"(392, 0)",1,30.0,0.5,3.0,8.5,5.0,0.201896517995,0.165298888222,4.0,2.0,15.0,0.0
"(392, 1)",1,30.0,1.5,3.0,9.5,5.0,0.201896517995,0.135335283237,4.0,2.0,15.0,0.0
"(392, 3)",1,60.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,4.0,2.0,30.0,0.0
"(392, 6)",1,60.0,1.0,3.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,30.0,0.0
"(395, 2)",1,30.0,4.0,3.0,7.5,5.0,0.818730753078,0.201896517995,2.0,2.0,30.0,0.0
"(395, 5)",1,15.0,3.0,3.0,6.5,5.0,0.449328964117,0.246596963942,2.0,2.0,15.0,0.0
"(395, 6)",1,15.0,1.0,3.0,4.5,5.0,0.449328964117,0.367879441171,2.0,2.0,15.0,0.0
"(397, 1)",1,16.5,1.5,3.0,2.5,2.0,0.818730753078,0.548811636094,4.0,4.0,24.0,3.0
"(397, 2)",1,16.5,4.0,3.0,5.0,2.0,0.818730753078,0.367879441171,4.0,4.0,24.0,3.0
"(397, 4)",1,16.5,1.0,3.0,2.0,2.0,0.818730753078,0.670320046036,4.0,4.0,24.0,3.0
"(397, 5)",1,9.0,3.0,3.0,4.0,2.0,0.818730753078,0.449328964117,2.0,4.0,24.0,3.0
"(397, 6)",1,7.5,1.0,3.0,2.0,2.0,0.818730753078,0.670320046036,4.0,4.0,0.0,0.0
"(399, 1)",1,30.0,1.5,3.0,7.5,5.0,0.818730753078,0.201896517995,2.0,2.0,30.0,0.0
"(399, 5)",1,15.0,3.0,3.0,9.0,5.0,0.301194211912,0.165298888222,2.0,2.0,15.0,0.0
"(399, 6)",1,15.0,1.0,3.0,7.0,5.0,0.818730753078,0.246596963942,2.0,2.0,15.0,0.0
"(404, 2)",1,0.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,4.0,4.0,0.0,0.0
"(404, 3)",1,15.0,0.5,3.0,2.5,5.0,0.818730753078,0.548811636094,6.33333333333,4.0,15.0,3.0
"(404, 4)",1,15.0,1.0,3.0,3.0,5.0,0.670320046036,0.548811636094,6.33333333333,4.0,15.0,3.0
"(404, 5)",1,0.0,3.0,3.0,5.0,5.0,0.818730753078,0.367879441171,3.0,4.0,0.0,0.0
"(404, 6)",1,15.0,1.0,3.0,3.0,5.0,0.818730753078,0.548811636094,5.33333333333,4.0,15.0,3.0
"(405, 0)",1,30.0,0.5,3.0,3.5,5.0,0.818730753078,0.449328964117,2.0,2.0,30.0,0.0
"(405, 2)",1,30.0,4.0,3.0,7.0,5.0,0.548811636094,0.246596963942,2.0,2.0,30.0,0.0
"(405, 3)",1,30.0,0.5,3.0,3.5,5.0,0.548811636094,0.449328964117,2.0,2.0,30.0,0.0
"(405, 5)",1,15.0,3.0,3.0,6.0,5.0,0.818730753078,0.301194211912,2.0,2.0,15.0,0.0
"(405, 6)",1,15.0,1.0,3.0,4.0,5.0,0.818730753078,0.449328964117,2.0,2.0,15.0,0.0
"(406, 0)",1,30.0,0.5,3.0,3.0,5.0,0.818730753078,0.548811636094,2.0,2.0,30.0,0.0
"(406, 2)",1,30.0,4.0,3.0,7.5,5.0,0.449328964117,0.201896517995,2.0,2.0,30.0,0.0
"(406, 3)",1,30.0,0.5,3.0,3.0,5.0,0.548811636094,0.548811636094,2.0,2.0,30.0,0.0
"(406, 5)",1,15.0,3.0,3.0,6.5,5.0,0.818730753078,0.246596963942,2.0,2.0,15.0,0.0
"(406, 6)",1,15.0,1.0,3.0,4.5,5.0,0.449328964117,0.367879441171,2.0,2.0,15.0,0.0
"(409, 0)",1,5.0,0.5,1.0,4.5,5.0,0.818730753078,0.367879441171,8.0,4.0,0.0,0.0
"(409, 1)",1,0.0,1.5,1.0,5.5,5.0,0.449328964117,0.301194211912,4.0,4.0,5.0,0.0
"(409, 2)",1,5.0,4.0,1.0,8.0,5.0,0.449328964117,0.201896517995,8.0,4.0,5.0,0.0
"(409, 3)",1,5.0,0.5,1.0,4.5,5.0,0.818730753078,0.367879441171,8.0,4.0,5.0,0.0
"(409, 4)",1,0.0,1.0,1.0,5.0,5.0,0.818730753078,0.367879441171,4.0,4.0,10.0,0.0
"(410, 0)",1,10.0,0.5,1.0,8.5,5.0,0.818730753078,0.165298888222,4.0,2.0,5.0,0.0
"(410, 1)",1,10.0,1.5,1.0,9.5,5.0,0.818730753078,0.135335283237,4.0,2.0,5.0,0.0
"(410, 3)",1,20.0,0.5,1.0,8.5,5.0,0.818730753078,0.165298888222,4.0,2.0,10.0,0.0
"(410, 4)",1,20.0,1.0,1.0,9.0,5.0,0.201896517995,0.165298888222,4.0,2.0,10.0,0.0
"(411, 0)",1,10.0,0.5,1.0,5.0,5.0,0.367879441171,0.367879441171,4.0,2.0,5.0,0.0
"(411, 1)",1,10.0,1.5,1.0,6.0,5.0,0.367879441171,0.301194211912,4.0,2.0,5.0,0.0
"(411, 2)",1,20.0,4.0,1.0,8.5,5.0,0.367879441171,0.165298888222,4.0,2.0,10.0,0.0
"(411, 3)",1,20.0,0.5,1.0,5.0,5.0,0.367879441171,0.367879441171,4.0,2.0,10.0,0.0
"(411, 4)",1,20.0,1.0,1.0,5.5,5.0,0.367879441171,0.301194211912,4.0,2.0,10.0,0.0
"(412, 0)",1,10.0,0.5,1.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,5.0,0.0
"(412, 1)",1,10.0,1.5,1.0,10.0,5.0,0.818730753078,0.135335283237,4.0,2.0,5.0,0.0
"(412, 4)",1,20.0,1.0,1.0,9.5,5.0,0.165298888222,0.135335283237,4.0,2.0,10.0,0.0
"(415, 0)",1,0.0,0.5,3.0,1.5,5.0,0.818730753078,0.670320046036,2.0,2.0,0.0,0.0
"(415, 1)",1,15.0,1.5,3.0,3.5,5.0,0.670320046036,0.449328964117,2.0,2.0,15.0,3.0
"(415, 2)",1,15.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,2.0,2.0,15.0,3.0
"(415, 3)",1,0.0,0.5,3.0,1.5,5.0,0.818730753078,0.670320046036,2.0,2.0,0.0,0.0
"(415, 4)",1,15.0,1.0,3.0,3.0,5.0,0.670320046036,0.548811636094,2.0,2.0,15.0,3.0
"(415, 5)",1,15.0,3.0,3.0,5.0,5.0,0.818730753078,0.367879441171,2.0,2.0,15.0,3.0
"(419, 0)",1,30.0,0.5,3.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,15.0,0.0
"(419, 1)",1,30.0,1.5,3.0,10.0,5.0,0.165298888222,0.135335283237,4.0,2.0,15.0,0.0
"(419, 4)",1,60.0,1.0,3.0,9.5,5.0,0.818730753078,0.135335283237,4.0,2.0,30.0,0.0
"(421, 0)",1,20.0,0.5,2.0,6.0,5.0,0.818730753078,0.301194211912,4.0,2.0,10.0,0.0
"(421, 1)",1,20.0,1.5,2.0,7.0,5.0,0.818730753078,0.246596963942,4.0,2.0,10.0,0.0
"(421, 4)",1,40.0,1.0,2.0,6.5,5.0,0.301194211912,0.246596963942,4.0,2.0,20.0,0.0
"(421, 5)",1,40.0,3.0,2.0,8.5,5.0,0.818730753078,0.165298888222,4.0,2.0,20.0,0.0
"(423, 0)",1,10.0,0.5,2.0,4.5,5.0,0.449328964117,0.367879441171,8.0,4.0,0.0,0.0
"(423, 1)",1,0.0,1.5,2.0,5.5,5.0,0.818730753078,0.301194211912,4.0,4.0,10.0,0.0
"(423, 2)",1,10.0,4.0,2.0,8.0,5.0,0.818730753078,0.201896517995,8.0,4.0,10.0,0.0
"(423, 3)",1,10.0,0.5,2.0,4.5,5.0,0.818730753078,0.367879441171,8.0,4.0,10.0,0.0
"(423, 4)",1,0.0,1.0,2.0,5.0,5.0,0.818730753078,0.367879441171,4.0,4.0,20.0,0.0
"(424, 0)",1,5.0,0.5,1.0,5.5,5.0,0.367879441171,0.301194211912,8.0,4.0,0.0,0.0
"(424, 1)",1,0.0,1.5,1.0,6.5,5.0,0.818730753078,0.246596963942,4.0,4.0,5.0,0.0
"(424, 2)",1,5.0,4.0,1.0,9.0,5.0,0.818730753078,0.165298888222,8.0,4.0,5.0,0.0
"(424, 3)",1,5.0,0.5,1.0,5.5,5.0,0.818730753078,0.301194211912,8.0,4.0,5.0,0.0
"(426, 0)",1,30.0,0.5,3.0,7.5,5.0,0.246596963942,0.201896517995,2.0,2.0,30.0,0.0
"(426, 3)",1,30.0,0.5,3.0,7.5,5.0,0.246596963942,0.201896517995,2.0,2.0,30.0,0.0
"(426, 5)",1,15.0,3.0,3.0,10.0,5.0,0.818730753078,0.135335283237,2.0,2.0,15.0,0.0
"(426, 6)",1,15.0,1.0,3.0,8.0,5.0,0.818730753078,0.201896517995,2.0,2.0,15.0,0.0
"(435, 1)",1,0.0,1.5,3.0,9.0,2.0,0.818730753078,0.165298888222,4.0,2.0,0.0,0.0
"(435, 3)",1,48.0,0.5,3.0,8.0,2.0,0.818730753078,0.201896517995,4.0,2.0,24.0,3.0
"(435, 4)",1,48.0,1.0,3.0,8.5,2.0,0.818730753078,0.165298888222,4.0,2.0,24.0,3.0
"(435, 6)",1,48.0,1.0,3.0,8.5,2.0,0.201896517995,0.165298888222,4.0,2.0,24.0,3.0
"(441, 0)",1,20.0,0.5,2.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,10.0,0.0
"(441, 1)",1,20.0,1.5,2.0,10.0,5.0,0.818730753078,0.135335283237,4.0,2.0,10.0,0.0
"(441, 4)",1,40.0,1.0,2.0,9.5,5.0,0.165298888222,0.135335283237,4.0,2.0,20.0,0.0
"(445, 2)",1,10.0,4.0,1.0,6.5,5.0,0.548811636094,0.246596963942,2.0,2.0,10.0,0.0
"(445, 4)",1,10.0,1.0,1.0,3.5,5.0,0.818730753078,0.449328964117,2.0,2.0,10.0,0.0
"(445, 5)",1,5.0,3.0,1.0,5.5,5.0,0.548811636094,0.301194211912,2.0,2.0,5.0,0.0
"(445, 6)",1,5.0,1.0,1.0,3.5,5.0,0.548811636094,0.449328964117,2.0,2.0,5.0,0.0
"(447, 0)",1,40.0,0.5,4.0,6.5,5.0,0.818730753078,0.246596963942,4.0,2.0,20.0,0.0
"(447, 1)",1,40.0,1.5,4.0,7.5,5.0,0.301194211912,0.201896517995,4.0,2.0,20.0,0.0
"(447, 3)",1,80.0,0.5,4.0,6.5,5.0,0.818730753078,0.246596963942,4.0,2.0,40.0,0.0
"(447, 5)",1,80.0,3.0,4.0,9.0,5.0,0.818730753078,0.165298888222,4.0,2.0,40.0,0.0
"(455, 1)",1,10.0,1.5,1.0,7.5,5.0,0.818730753078,0.201896517995,2.0,2.0,10.0,0.0
"(455, 5)",1,5.0,3.0,1.0,9.0,5.0,0.818730753078,0.165298888222,2.0,2.0,5.0,0.0
"(455, 6)",1,5.0,1.0,1.0,7.0,5.0,0.301194211912,0.246596963942,2.0,2.0,5.0,0.0
"(457, 0)",1,3.0,0.5,3.0,2.0,3.0,0.818730753078,0.670320046036,8.0,5.5,0.0,0.0
"(457, 2)",1,3.0,4.0,3.0,5.5,3.0,0.818730753078,0.301194211912,8.0,5.5,0.0,0.0
"(457, 4)",1,18.0,1.0,3.0,2.5,3.0,0.818730753078,0.548811636094,8.33333333333,7.0,21.0,3.0
"(457, 5)",1,0.0,3.0,3.0,4.5,3.0,0.670320046036,0.367879441171,3.5,5.5,0.0,0.0
"(457, 6)",1,18.0,1.0,3.0,2.5,3.0,0.670320046036,0.548811636094,6.83333333333,5.5,21.0,3.0
"(460, 1)",1,30.0,1.5,3.0,6.5,5.0,0.818730753078,0.246596963942,2.0,2.0,30.0,0.0
