,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(156, 4)",24.0,1,3.0,0,0.0,9,2.0,2.0,0.670320046036,0.75
"(156, 6)",24.0,1,3.0,0,0.0,9,2.0,2.0,0.670320046036,0.75
"(160, 0)",10.0,1,0.0,3,1.0,9,5.0,2.0,0.670320046036,0.0
"(160, 5)",5.0,3,1.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(160, 6)",5.0,1,1.0,0,0.0,9,5.0,2.0,0.670320046036,0.0
"(162, 1)",0.0,3,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.0
"(162, 2)",0.0,3,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.0
"(162, 3)",7.5,2,4.0,0,0.0,4,5.0,1.0,0.818730753078,0.75
"(162, 4)",7.5,1,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.75
"(162, 6)",7.5,1,0.0,3,3.0,4,5.0,1.0,0.818730753078,0.75
"(163, 2)",0.0,3,0.0,3,3.0,7,5.0,1.0,0.818730753078,0.0
"(163, 3)",15.0,2,3.0,0,0.0,7,5.0,2.0,0.670320046036,0.75
"(163, 4)",15.0,1,2.0,0,0.0,7,5.0,2.0,0.670320046036,0.75
"(163, 6)",15.0,1,2.0,0,0.0,7,5.0,1.0,0.818730753078,0.75
"(165, 2)",40.0,3,0.0,3,4.0,6,5.0,1.0,0.818730753078,0.0
"(165, 4)",40.0,1,0.0,3,4.0,6,5.0,1.0,0.818730753078,0.0
"(165, 5)",20.0,3,4.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(165, 6)",20.0,1,4.0,0,0.0,6,5.0,2.0,0.670320046036,0.0
"(168, 2)",40.0,3,0.0,3,4.0,7,5.0,1.0,0.818730753078,0.0
"(168, 5)",20.0,3,4.0,0,0.0,7,5.0,2.0,0.670320046036,0.0
"(168, 6)",20.0,1,4.0,0,0.0,7,5.0,2.0,0.670320046036,0.0
"(172, 3)",15.0,2,3.0,0,0.0,10,5.0,2.0,0.670320046036,0.75
"(172, 4)",15.0,1,5.0,0,0.0,10,5.0,1.0,0.818730753078,0.75
"(172, 6)",15.0,1,3.0,0,0.0,10,5.0,1.0,0.818730753078,0.75
"(181, 1)",8.5,3,1.0,0,0.0,2,3.0,1.0,0.818730753078,1.0
"(181, 2)",8.5,3,4.0,0,0.0,2,3.0,1.0,0.818730753078,1.0
"(181, 3)",2.5,2,0.0,3,3.0,2,3.0,1.0,0.818730753078,0.0
"(181, 4)",11.0,1,2.0,3,2.0,2,3.0,1.0,0.818730753078,1.0
"(181, 5)",11.0,3,2.0,3,1.0,2,3.0,1.0,0.818730753078,1.0
"(183, 0)",0.0,1,0.0,3,3.0,1,3.0,1.0,0.818730753078,0.75
"(183, 1)",11.0,3,3.0,0,0.0,1,3.0,1.0,0.818730753078,1.0
"(183, 3)",0.0,2,0.0,3,3.0,1,3.0,1.0,0.818730753078,0.75
"(183, 4)",11.0,1,2.0,0,0.0,1,3.0,1.0,0.818730753078,1.0
"(183, 5)",11.0,3,2.0,3,1.0,1,3.0,1.0,0.818730753078,1.0
"(184, 1)",5.0,3,2.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(184, 2)",5.0,3,2.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(184, 3)",5.0,2,2.0,0,0.0,3,5.0,1.0,0.818730753078,0.0
"(184, 5)",10.0,3,0.0,3,2.0,3,5.0,1.0,0.818730753078,0.0
"(189, 2)",30.0,3,0.0,3,3.0,7,5.0,2.0,0.670320046036,0.0
"(189, 5)",15.0,3,3.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(189, 6)",15.0,1,3.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(190, 5)",15.0,3,3.0,0,0.0,10,5.0,2.0,0.670320046036,0.0
"(190, 6)",15.0,1,3.0,0,0.0,10,5.0,2.0,0.670320046036,0.0
"(196, 0)",7.5,1,0.0,3,3.0,3,2.0,1.0,0.818730753078,0.0
"(196, 1)",9.0,3,5.0,0,0.0,3,2.0,1.0,0.818730753078,1.0
"(196, 2)",16.5,3,3.0,3,1.0,3,2.0,1.0,0.818730753078,1.0
"(196, 4)",16.5,1,1.0,0,0.0,3,2.0,1.0,0.818730753078,1.0
"(196, 5)",16.5,3,3.0,3,1.0,3,2.0,1.0,0.818730753078,1.0
"(197, 0)",5.0,1,1.0,0,0.0,6,5.0,2.0,0.670320046036,0.0
"(197, 1)",5.0,3,1.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(197, 4)",10.0,1,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(197, 5)",10.0,3,0.0,3,1.0,6,5.0,1.0,0.818730753078,0.0
"(204, 0)",0.0,1,0.0,3,3.0,3,3.0,1.0,0.818730753078,0.75
"(204, 2)",0.0,3,0.0,3,3.0,3,3.0,1.0,0.818730753078,0.75
"(204, 4)",21.0,1,1.0,0,0.0,3,3.0,1.0,0.818730753078,0.75
"(204, 5)",0.0,3,0.0,3,3.0,3,3.0,1.0,0.818730753078,0.0
"(204, 6)",21.0,1,3.0,0,0.0,3,3.0,1.0,0.818730753078,0.75
"(208, 1)",5.0,3,2.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(208, 2)",5.0,3,2.0,0,0.0,6,5.0,2.0,0.670320046036,0.0
"(208, 3)",5.0,2,2.0,0,0.0,6,5.0,2.0,0.670320046036,0.0
"(210, 1)",10.0,3,4.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(210, 2)",10.0,3,4.0,0,0.0,6,5.0,2.0,0.670320046036,0.0
"(210, 3)",10.0,2,4.0,0,0.0,6,5.0,1.0,0.818730753078,0.0
"(216, 4)",10.0,1,0.0,3,1.0,9,5.0,2.0,0.670320046036,0.0
"(216, 5)",5.0,3,1.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(216, 6)",5.0,1,1.0,0,0.0,9,5.0,1.0,0.818730753078,0.0
"(225, 0)",5.0,1,1.0,0,0.0,7,5.0,2.0,0.670320046036,0.0
"(225, 1)",5.0,3,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(225, 5)",10.0,3,0.0,3,1.0,7,5.0,2.0,0.670320046036,0.0
"(227, 2)",0.0,3,0.0,3,3.0,7,2.0,2.0,0.670320046036,0.0
"(227, 3)",24.0,2,5.0,0,0.0,7,2.0,1.0,0.818730753078,0.75
"(227, 4)",24.0,1,2.0,0,0.0,7,2.0,2.0,0.670320046036,0.75
"(227, 6)",24.0,1,4.0,0,0.0,7,2.0,2.0,0.670320046036,0.75
"(229, 0)",5.0,1,1.0,0,0.0,7,5.0,1.0,0.818730753078,0.0
"(229, 1)",5.0,3,1.0,0,0.0,7,5.0,2.0,0.670320046036,0.0
"(229, 2)",10.0,3,0.0,3,1.0,7,5.0,1.0,0.818730753078,0.0
"(236, 1)",7.5,3,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(236, 2)",7.5,3,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(236, 3)",7.5,2,3.0,0,0.0,5,5.0,1.0,0.818730753078,0.0
"(236, 4)",15.0,1,0.0,3,3.0,5,5.0,1.0,0.818730753078,0.0
"(239, 2)",0.0,3,0.0,3,3.0,7,3.0,1.0,0.818730753078,0.0
"(239, 3)",21.0,2,2.0,0,0.0,7,3.0,2.0,0.670320046036,0.75
"(239, 4)",21.0,1,2.0,0,0.0,7,3.0,1.0,0.818730753078,0.75
