Unnamed: 0,q_optimal,q_pred
"(69, 1)",60.5689553984,0.0
"(69, 3)",73.979089182500005,0.0
"(69, 5)",49.589666466499999,0.0
"(69, 6)",73.979089182500005,0.0
"(70, 2)",33.059777644299999,0.0
"(70, 5)",49.3193927883,0.0
"(70, 6)",73.57588823430001,0.0
"(72, 0)",60.5689553984,0.0
"(72, 3)",60.5689553984,0.0
"(72, 5)",40.600584970999996,0.0
"(72, 6)",60.5689553984,0.0
"(75, 1)",40.600584970999996,0.0
"(75, 3)",60.5689553984,0.0
"(75, 4)",49.589666466499999,0.0
"(75, 6)",49.589666466499999,0.0
"(76, 3)",40.600584970999996,0.0
"(76, 4)",40.600584970999996,0.0
"(76, 6)",40.600584970999996,0.0
"(79, 2)",40.600584970999996,0.0
"(79, 3)",90.358263573700015,0.0
"(79, 4)",90.358263573700015,0.0
"(79, 6)",90.358263573700015,0.0
"(81, 0)",20.189651799500002,0.0
"(81, 3)",20.189651799500002,0.0
"(81, 5)",13.533528323699999,0.0
"(81, 6)",20.189651799500002,0.0
"(88, 0)",164.64349082799998,0.0
"(88, 1)",164.64349082799998,0.0
"(88, 2)",180.71652714699999,0.0
"(88, 3)",164.64349082799998,0.0
"(88, 4)",164.64349082799998,0.0
"(88, 5)",110.363832351,0.0
"(89, 0)",147.151776469,0.0
"(89, 1)",120.47768476500001,0.0
"(89, 2)",132.23911057700002,0.0
"(89, 3)",147.151776469,0.0
"(89, 4)",120.47768476500001,0.0
"(90, 0)",120.47768476500001,0.0
"(90, 1)",98.6387855766,0.0
"(90, 2)",108.26822658899999,0.0
"(90, 3)",120.47768476500001,0.0
"(107, 3)",72.191071344600005,0.0
"(107, 4)",72.191071344600005,0.0
"(107, 5)",40.600584970999996,0.0
"(107, 6)",73.979089182500005,0.0
"(110, 0)",36.787944117100004,0.0
"(110, 1)",30.119421191199997,0.0
"(110, 2)",33.0597776444,0.0
"(110, 3)",36.787944117100004,0.0
"(110, 4)",30.119421191199997,0.0
"(112, 0)",73.57588823430001,0.0
"(112, 1)",60.238842382399994,0.0
"(112, 2)",66.119555288599997,0.0
"(112, 3)",73.57588823430001,0.0
"(112, 4)",60.238842382399994,0.0
"(117, 0)",30.119421191199997,0.0
"(117, 1)",24.659696394200001,0.0
"(117, 2)",27.067056647399998,0.0
"(117, 3)",30.119421191199997,0.0
"(119, 1)",90.358263573700015,0.0
"(119, 2)",60.5689553984,0.0
"(119, 3)",134.79868923500001,0.0
"(119, 4)",110.363832351,0.0
"(119, 6)",110.363832351,0.0
"(120, 1)",40.600584970999996,0.0
"(120, 3)",60.5689553984,0.0
"(120, 4)",49.589666466499999,0.0
"(120, 6)",49.589666466499999,0.0
"(122, 0)",60.238842382399994,0.0
"(122, 1)",49.3193927883,0.0
"(122, 2)",54.134113294599999,0.0
"(122, 3)",60.238842382399994,0.0
"(126, 1)",20.189651799500002,0.0
"(126, 4)",24.659696394200001,0.0
"(126, 5)",20.189651799500002,0.0
"(126, 6)",30.119421191199997,0.0
"(129, 3)",40.600584970999996,0.0
"(129, 4)",40.600584970999996,0.0
"(129, 6)",40.600584970999996,0.0
"(131, 0)",44.9328964117,0.0
"(131, 2)",20.189651799500002,0.0
"(131, 3)",44.9328964117,0.0
"(131, 5)",30.119421191199997,0.0
"(131, 6)",44.9328964117,0.0
"(133, 0)",180.71652714699999,0.0
"(133, 1)",164.64349082799998,0.0
"(133, 3)",180.71652714699999,0.0
"(133, 4)",176.794331822,0.0
"(133, 5)",118.50878464600001,0.0
"(134, 0)",109.762327219,0.0
"(134, 1)",89.8657928234,0.0
"(134, 2)",98.6387855766,0.0
"(134, 3)",109.762327219,0.0
"(134, 5)",60.238842382399994,0.0
"(135, 0)",49.3193927883,0.0
"(135, 1)",40.379303598900002,0.0
"(135, 5)",27.067056647299999,0.0
"(136, 0)",27.067056647299999,0.0
"(136, 1)",22.160631672499999,0.0
"(141, 0)",110.363832351,0.0
"(141, 1)",90.358263573700015,0.0
"(141, 2)",99.179332932999998,0.0
"(141, 3)",110.363832351,0.0
"(141, 4)",90.358263573700015,0.0
"(142, 0)",49.589666466499999,0.0
"(142, 1)",40.600584970999996,0.0
"(142, 4)",40.600584970999996,0.0
"(144, 5)",22.160631672499999,0.0
"(144, 6)",33.059777644299999,0.0
"(146, 0)",180.71652714699999,0.0
"(146, 1)",164.64349082799998,0.0
"(146, 3)",180.71652714699999,0.0
"(146, 4)",187.730088717,0.0
"(146, 5)",125.839241711,0.0
"(147, 0)",54.881163609399998,0.0
"(147, 1)",44.9328964117,0.0
"(147, 2)",24.659696394200001,0.0
"(147, 3)",54.881163609399998,0.0
"(147, 5)",30.119421191199997,0.0
"(148, 0)",54.881163609399998,0.0
"(148, 1)",44.9328964117,0.0
"(148, 2)",49.319392788400002,0.0
"(148, 3)",54.881163609399998,0.0
"(148, 5)",30.119421191199997,0.0
"(154, 0)",33.059777644299999,0.0
"(154, 1)",27.067056647299999,0.0
"(154, 4)",27.067056647299999,0.0
"(155, 0)",73.979089182500005,0.0
"(155, 3)",87.450298269400008,0.0
"(155, 4)",69.062040128299998,0.0
"(155, 5)",49.589666466499999,0.0
"(155, 6)",73.979089182500005,0.0
"(157, 0)",90.358263573700015,0.0
"(157, 2)",49.589666466499999,0.0
"(157, 4)",90.358263573700015,0.0
"(157, 6)",90.358263573700015,0.0
"(161, 1)",73.979089182500005,0.0
"(161, 3)",104.488271666,0.0
"(161, 4)",84.352566296899994,0.0
"(161, 5)",60.5689553984,0.0
"(161, 6)",90.358263573700015,0.0
"(162, 1)",90.358263573700015,0.0
"(162, 2)",60.5689553984,0.0
"(162, 3)",134.79868923500001,0.0
"(162, 4)",110.363832351,0.0
"(162, 6)",110.363832351,0.0
"(163, 2)",40.600584970999996,0.0
"(163, 3)",90.358263573700015,0.0
"(163, 4)",90.358263573700015,0.0
"(163, 6)",90.358263573700015,0.0
"(166, 0)",110.363832351,0.0
"(166, 1)",90.358263573700015,0.0
"(166, 2)",49.589666466499999,0.0
"(166, 3)",110.363832351,0.0
"(166, 4)",90.358263573700015,0.0
"(168, 3)",73.500785479300006,0.0
"(168, 4)",69.062040128299998,0.0
"(168, 5)",40.600584970999996,0.0
"(168, 6)",73.979089182500005,0.0
"(174, 1)",60.5689553984,0.0
"(174, 5)",49.589666466499999,0.0
"(174, 6)",73.979089182500005,0.0
"(177, 0)",164.64349082799998,0.0
"(177, 1)",164.64349082799998,0.0
"(177, 2)",180.71652714699999,0.0
"(177, 3)",164.64349082799998,0.0
"(177, 4)",164.64349082799998,0.0
"(177, 5)",110.363832351,0.0
"(183, 2)",40.600584970999996,0.0
"(183, 3)",90.358263573700015,0.0
"(183, 4)",90.358263573700015,0.0
"(183, 6)",90.358263573700015,0.0
"(189, 3)",40.600584970999996,0.0
"(189, 4)",40.600584970999996,0.0
"(189, 6)",40.600584970999996,0.0
"(191, 0)",40.600584970999996,0.0
"(191, 3)",49.589666466499999,0.0
"(191, 4)",40.600584970999996,0.0
"(191, 6)",40.600584970999996,0.0
"(197, 0)",30.119421191199997,0.0
"(197, 1)",24.659696394200001,0.0
"(197, 2)",13.533528323699999,0.0
"(197, 3)",30.119421191199997,0.0
"(198, 0)",13.533528323699999,0.0
"(198, 1)",11.080315836199999,0.0
"(198, 3)",13.533528323699999,0.0
"(201, 1)",20.189651799500002,0.0
"(201, 3)",24.659696394200001,0.0
"(201, 5)",16.5298888222,0.0
"(201, 6)",24.659696394200001,0.0
"(216, 0)",90.358263573700015,0.0
"(216, 1)",73.979089182500005,0.0
"(216, 2)",81.201169941999993,0.0
"(216, 3)",90.358263573700015,0.0
"(221, 0)",40.600584970999996,0.0
"(221, 1)",33.240947508699996,0.0
"(229, 0)",73.57588823430001,0.0
"(229, 1)",60.238842382399994,0.0
"(229, 2)",66.119555288599997,0.0
"(229, 3)",73.57588823430001,0.0
"(229, 4)",60.238842382399994,0.0
"(244, 0)",40.379303598900002,0.0
"(244, 3)",40.379303598900002,0.0
"(244, 5)",27.067056647299999,0.0
"(244, 6)",40.379303598900002,0.0
"(248, 0)",167.15037465200001,0.0
"(248, 2)",104.95640890799999,0.0
"(248, 4)",215.677902776,0.0
"(248, 5)",180.71652714699999,0.0
"(248, 6)",206.14420192700001,0.0
"(249, 0)",104.95640890799999,0.0
"(249, 3)",44.448533202600004,0.0
"(249, 4)",96.910328637399999,0.0
"(249, 5)",90.190251437499995,0.0
"(249, 6)",104.95640890799999,0.0
"(250, 0)",104.95640890799999,0.0
"(250, 3)",78.323936802200009,0.0
"(250, 4)",60.5689553984,0.0
"(250, 5)",90.190251437499995,0.0
"(250, 6)",73.979089182500005,0.0
"(251, 0)",24.659696394200001,0.0
"(251, 1)",20.189651799500002,0.0
"(251, 3)",24.659696394200001,0.0
"(251, 5)",13.533528323699999,0.0
"(252, 0)",13.533528323699999,0.0
"(252, 1)",11.080315836199999,0.0
"(254, 0)",60.238842382399994,0.0
"(254, 1)",49.3193927883,0.0
"(254, 2)",54.134113294599999,0.0
"(254, 3)",60.238842382399994,0.0
"(255, 1)",134.79868923500001,0.0
"(255, 2)",90.358263573700015,0.0
"(255, 4)",164.64349082799998,0.0
"(255, 5)",110.363832351,0.0
"(259, 0)",49.589666466499999,0.0
"(259, 1)",40.600584970999996,0.0
"(259, 3)",49.589666466499999,0.0
"(259, 4)",40.600584970999996,0.0
"(260, 0)",40.600584970999996,0.0
"(260, 1)",33.240947508699996,0.0
"(260, 3)",40.600584970999996,0.0
"(262, 0)",40.600584970999996,0.0
"(262, 3)",49.589666466499999,0.0
"(262, 4)",40.600584970999996,0.0
"(262, 6)",40.600584970999996,0.0
"(265, 1)",33.059777644299999,0.0
"(265, 5)",33.059777644299999,0.0
"(265, 6)",49.3193927883,0.0
"(269, 0)",134.79868923500001,0.0
"(269, 2)",60.5689553984,0.0
"(269, 3)",134.79868923500001,0.0
"(269, 5)",73.979089182500005,0.0
"(269, 6)",110.363832351,0.0
"(273, 0)",24.659696394200001,0.0
"(273, 1)",20.189651799500002,0.0
"(273, 5)",13.533528323699999,0.0
"(277, 0)",36.787944117100004,0.0
"(277, 1)",30.119421191199997,0.0
"(277, 2)",33.0597776444,0.0
"(277, 3)",36.787944117100004,0.0
"(277, 6)",30.119421191199997,0.0
"(282, 3)",40.600584970999996,0.0
"(282, 4)",40.600584970999996,0.0
"(282, 6)",40.600584970999996,0.0
"(284, 0)",36.787944117100004,0.0
"(284, 1)",30.119421191199997,0.0
"(284, 2)",33.0597776444,0.0
"(284, 3)",36.787944117100004,0.0
"(284, 4)",30.119421191199997,0.0
"(290, 4)",16.5298888222,0.0
"(290, 5)",13.533528323699999,0.0
"(290, 6)",20.189651799500002,0.0
"(291, 0)",60.238842382399994,0.0
"(291, 1)",49.3193927883,0.0
"(291, 4)",49.3193927883,0.0
"(291, 5)",33.059777644299999,0.0
"(294, 1)",20.189651799500002,0.0
"(294, 5)",16.5298888222,0.0
"(294, 6)",24.659696394200001,0.0
"(297, 0)",109.762327219,0.0
"(297, 1)",89.8657928234,0.0
"(297, 2)",49.3193927883,0.0
"(297, 3)",109.762327219,0.0
"(297, 5)",60.238842382399994,0.0
"(301, 0)",20.189651799500002,0.0
"(301, 4)",20.189651799500002,0.0
"(301, 5)",16.5298888222,0.0
"(301, 6)",24.659696394200001,0.0
"(303, 0)",49.3193927883,0.0
"(303, 1)",40.379303598900002,0.0
"(303, 3)",49.3193927883,0.0
"(303, 5)",27.067056647299999,0.0
"(304, 0)",27.067056647299999,0.0
"(304, 1)",22.160631672499999,0.0
"(304, 3)",27.067056647299999,0.0
"(305, 0)",147.151776469,0.0
"(305, 1)",120.47768476500001,0.0
"(305, 2)",132.23911057700002,0.0
"(305, 3)",147.151776469,0.0
"(305, 4)",120.47768476500001,0.0
"(307, 0)",90.358263573700015,0.0
"(307, 2)",49.589666466499999,0.0
"(307, 4)",90.358263573700015,0.0
"(307, 6)",90.358263573700015,0.0
"(310, 0)",30.119421191199997,0.0
"(310, 1)",24.659696394200001,0.0
"(310, 4)",24.659696394200001,0.0
"(310, 5)",16.5298888222,0.0
"(313, 0)",60.238842382399994,0.0
"(313, 1)",49.3193927883,0.0
"(313, 2)",27.067056647299999,0.0
"(313, 3)",60.238842382399994,0.0
"(315, 1)",40.600584970999996,0.0
"(315, 3)",60.5689553984,0.0
"(315, 4)",49.589666466499999,0.0
"(315, 6)",49.589666466499999,0.0
"(316, 1)",36.787944117100004,0.0
"(316, 2)",24.659696394200001,0.0
"(316, 5)",36.787944117100004,0.0
"(316, 6)",54.881163609399998,0.0
"(317, 2)",16.5298888222,0.0
"(317, 5)",24.659696394200001,0.0
"(317, 6)",36.787944117100004,0.0
"(320, 0)",30.119421191199997,0.0
"(320, 1)",24.659696394200001,0.0
"(320, 2)",27.067056647399998,0.0
"(320, 3)",30.119421191199997,0.0
"(321, 1)",104.95640890799999,0.0
"(321, 4)",73.979089182500005,0.0
"(321, 5)",60.5689553984,0.0
"(321, 6)",90.358263573700015,0.0
"(326, 0)",134.79868923500001,0.0
"(326, 1)",90.358263573700015,0.0
"(326, 2)",68.291030905299991,0.0
"(326, 4)",118.50878464600001,0.0
"(326, 6)",118.50878464600001,0.0
"(328, 0)",219.524654438,0.0
"(328, 1)",179.731585647,0.0
"(328, 2)",197.277571153,0.0
"(328, 3)",219.524654438,0.0
"(328, 5)",120.47768476500001,0.0
"(329, 0)",90.358263573700015,0.0
"(329, 2)",49.589666466499999,0.0
"(329, 4)",90.358263573700015,0.0
"(329, 6)",90.358263573700015,0.0
"(334, 0)",40.600584970999996,0.0
"(334, 3)",49.589666466499999,0.0
"(334, 4)",40.600584970999996,0.0
"(334, 6)",40.600584970999996,0.0
"(340, 5)",11.080315836199999,0.0
"(340, 6)",16.5298888222,0.0
"(341, 0)",73.57588823430001,0.0
"(341, 1)",60.238842382399994,0.0
"(341, 2)",33.059777644299999,0.0
"(341, 3)",73.57588823430001,0.0
"(341, 4)",60.238842382399994,0.0
"(342, 0)",60.5689553984,0.0
"(342, 1)",49.589666466499999,0.0
"(342, 3)",68.291030905299991,0.0
"(342, 4)",53.249429443800004,0.0
"(342, 6)",53.249429443800004,0.0
"(343, 0)",49.589666466499999,0.0
"(343, 1)",40.600584970999996,0.0
"(343, 3)",49.589666466499999,0.0
"(343, 6)",40.600584970999996,0.0
"(345, 0)",40.379303598900002,0.0
"(345, 1)",33.059777644299999,0.0
"(345, 4)",33.059777644299999,0.0
"(345, 6)",33.059777644299999,0.0
"(346, 0)",49.589666466499999,0.0
"(346, 1)",40.600584970999996,0.0
"(346, 6)",40.600584970999996,0.0
"(349, 0)",164.64349082799998,0.0
"(349, 1)",134.79868923500001,0.0
"(349, 2)",147.95817836500001,0.0
"(349, 3)",164.64349082799998,0.0
"(349, 5)",90.358263573700015,0.0
"(356, 0)",73.57588823430001,0.0
"(356, 1)",60.238842382399994,0.0
"(356, 2)",66.119555288599997,0.0
"(356, 3)",73.57588823430001,0.0
"(356, 6)",60.238842382399994,0.0
"(359, 0)",40.600584970999996,0.0
"(359, 1)",33.240947508699996,0.0
"(359, 3)",40.600584970999996,0.0
"(360, 0)",40.600584970999996,0.0
"(360, 1)",33.240947508699996,0.0
"(364, 0)",252.45335260299998,0.0
"(364, 1)",134.79868923500001,0.0
"(364, 2)",90.358263573700015,0.0
"(364, 3)",252.45335260299998,0.0
"(364, 4)",252.45335260299998,0.0
"(364, 5)",202.33369264400002,0.0
"(374, 0)",80.758607197900005,0.0
"(374, 3)",80.758607197900005,0.0
"(374, 5)",54.134113294599999,0.0
"(374, 6)",80.758607197900005,0.0
"(375, 0)",80.758607197900005,0.0
"(375, 3)",80.758607197900005,0.0
"(375, 5)",44.321263344899997,0.0
"(375, 6)",66.119555288599997,0.0
"(379, 1)",16.5298888222,0.0
"(379, 5)",16.5298888222,0.0
"(379, 6)",24.659696394200001,0.0
"(381, 0)",33.059777644299999,0.0
"(381, 1)",27.067056647299999,0.0
"(381, 3)",33.059777644299999,0.0
"(381, 6)",27.067056647299999,0.0
"(382, 0)",90.358263573700015,0.0
"(382, 1)",73.979089182500005,0.0
"(382, 2)",40.600584970999996,0.0
"(382, 3)",90.358263573700015,0.0
"(386, 0)",164.64349082799998,0.0
"(386, 1)",134.79868923500001,0.0
"(386, 2)",73.979089182500005,0.0
"(386, 3)",164.64349082799998,0.0
"(386, 5)",90.358263573700015,0.0
"(387, 0)",73.979089182500005,0.0
"(387, 1)",60.5689553984,0.0
"(387, 5)",40.600584970999996,0.0
"(390, 0)",33.059777644299999,0.0
"(390, 1)",27.067056647299999,0.0
"(390, 4)",27.067056647299999,0.0
"(391, 0)",120.47768476500001,0.0
"(391, 1)",98.6387855766,0.0
"(391, 2)",108.26822658899999,0.0
"(391, 3)",120.47768476500001,0.0
"(392, 0)",27.067056647299999,0.0
"(392, 1)",22.160631672499999,0.0
"(394, 0)",147.151776469,0.0
"(394, 1)",120.47768476500001,0.0
"(394, 2)",66.119555288599997,0.0
"(394, 3)",147.151776469,0.0
"(394, 4)",120.47768476500001,0.0
"(396, 0)",120.47768476500001,0.0
"(396, 1)",98.6387855766,0.0
"(396, 2)",54.134113294599999,0.0
"(396, 3)",120.47768476500001,0.0
"(398, 2)",40.600584970999996,0.0
"(398, 3)",90.358263573700015,0.0
"(398, 4)",90.358263573700015,0.0
"(398, 6)",90.358263573700015,0.0
"(400, 1)",20.189651799500002,0.0
"(400, 4)",24.659696394200001,0.0
"(400, 5)",20.189651799500002,0.0
"(400, 6)",30.119421191199997,0.0
"(401, 0)",252.45335260299998,0.0
"(401, 1)",164.64349082799998,0.0
"(401, 2)",180.71652714699999,0.0
"(401, 3)",252.45335260299998,0.0
"(401, 4)",164.64349082799998,0.0
"(401, 5)",110.363832351,0.0
"(406, 0)",147.151776469,0.0
"(406, 1)",120.47768476500001,0.0
"(406, 2)",66.119555288599997,0.0
"(406, 3)",147.151776469,0.0
"(406, 6)",120.47768476500001,0.0
"(407, 0)",66.119555288599997,0.0
"(407, 1)",54.134113294599999,0.0
"(407, 3)",66.119555288599997,0.0
"(407, 6)",54.134113294599999,0.0
"(410, 0)",33.059777644299999,0.0
"(410, 1)",27.067056647299999,0.0
"(410, 6)",27.067056647299999,0.0
"(417, 0)",27.067056647299999,0.0
"(417, 1)",22.160631672499999,0.0
"(417, 3)",27.067056647299999,0.0
"(419, 0)",16.5298888222,0.0
"(419, 1)",13.533528323699999,0.0
"(419, 4)",13.533528323699999,0.0
"(421, 0)",36.787944117100004,0.0
"(421, 1)",30.119421191199997,0.0
"(421, 2)",16.5298888222,0.0
"(421, 3)",36.787944117100004,0.0
"(421, 4)",30.119421191199997,0.0
"(428, 1)",90.358263573700015,0.0
"(428, 2)",60.5689553984,0.0
"(428, 3)",134.79868923500001,0.0
"(428, 4)",110.363832351,0.0
"(428, 6)",110.363832351,0.0
"(430, 0)",66.119555288599997,0.0
"(430, 1)",54.134113294599999,0.0
"(430, 6)",54.134113294599999,0.0
"(432, 0)",110.363832351,0.0
"(432, 1)",90.358263573700015,0.0
"(432, 2)",49.589666466499999,0.0
"(432, 3)",110.363832351,0.0
"(432, 4)",90.358263573700015,0.0
"(434, 0)",33.059777644299999,0.0
"(434, 1)",27.067056647299999,0.0
"(434, 3)",33.059777644299999,0.0
"(434, 4)",27.067056647299999,0.0
"(435, 0)",66.119555288599997,0.0
"(435, 1)",54.134113294599999,0.0
"(435, 3)",66.119555288599997,0.0
"(435, 4)",54.134113294599999,0.0
"(437, 0)",54.134113294599999,0.0
"(437, 1)",44.321263344899997,0.0
"(437, 3)",54.134113294599999,0.0
"(438, 0)",54.134113294599999,0.0
"(438, 1)",44.321263344899997,0.0
"(440, 0)",120.47768476500001,0.0
"(440, 1)",98.6387855766,0.0
"(440, 2)",54.134113294599999,0.0
"(440, 3)",120.47768476500001,0.0
"(442, 2)",40.600584970999996,0.0
"(442, 3)",90.358263573700015,0.0
"(442, 4)",90.358263573700015,0.0
"(442, 6)",90.358263573700015,0.0
"(444, 0)",134.79868923500001,0.0
"(444, 1)",90.358263573700015,0.0
"(444, 2)",64.429993151800005,0.0
"(444, 4)",125.839241711,0.0
"(444, 6)",125.839241711,0.0
"(445, 0)",60.5689553984,0.0
"(445, 1)",49.589666466499999,0.0
"(445, 3)",64.429993151800005,0.0
"(445, 4)",56.543216123400001,0.0
"(445, 6)",56.543216123400001,0.0
"(447, 0)",60.5689553984,0.0
"(447, 1)",90.190251437499995,0.0
"(447, 3)",60.5689553984,0.0
"(447, 4)",99.179332932999998,0.0
"(447, 6)",99.179332932999998,0.0
"(449, 0)",60.238842382399994,0.0
"(449, 1)",49.3193927883,0.0
"(449, 2)",27.067056647299999,0.0
"(449, 3)",60.238842382399994,0.0
"(450, 0)",147.151776469,0.0
"(450, 1)",120.47768476500001,0.0
"(450, 2)",132.23911057700002,0.0
"(450, 3)",147.151776469,0.0
"(450, 6)",120.47768476500001,0.0
"(452, 0)",89.8657928234,0.0
"(452, 2)",40.379303598900002,0.0
"(452, 3)",89.8657928234,0.0
"(452, 5)",60.238842382399994,0.0
"(452, 6)",89.8657928234,0.0
"(454, 0)",16.5298888222,0.0
"(454, 1)",13.533528323699999,0.0
"(454, 3)",16.5298888222,0.0
"(454, 4)",13.533528323699999,0.0
"(456, 2)",104.95640890799999,0.0
"(456, 3)",167.15037465200001,0.0
"(456, 4)",134.79868923500001,0.0
"(456, 5)",90.358263573700015,0.0
"(456, 6)",164.64349082799998,0.0
"(458, 0)",54.134113294599999,0.0
"(458, 1)",44.321263344899997,0.0
"(463, 2)",73.979089182500005,0.0
"(463, 3)",160.92279914100001,0.0
"(463, 4)",144.74695643299998,0.0
"(463, 5)",90.358263573700015,0.0
"(463, 6)",164.64349082799998,0.0
"(465, 0)",16.5298888222,0.0
"(465, 1)",13.533528323699999,0.0
"(465, 3)",16.5298888222,0.0
"(465, 4)",13.533528323699999,0.0
"(466, 0)",13.533528323699999,0.0
"(466, 1)",11.080315836199999,0.0
"(466, 3)",13.533528323699999,0.0
"(467, 0)",13.533528323699999,0.0
"(467, 1)",11.080315836199999,0.0
"(478, 0)",66.119555288599997,0.0
"(478, 1)",54.134113294599999,0.0
"(478, 3)",66.119555288599997,0.0
"(478, 4)",54.134113294599999,0.0
"(479, 0)",134.79868923500001,0.0
"(479, 1)",90.358263573700015,0.0
"(479, 2)",60.5689553984,0.0
"(479, 4)",131.540708317,0.0
"(479, 6)",131.540708317,0.0
"(480, 0)",90.358263573700015,0.0
"(480, 2)",49.589666466499999,0.0
"(480, 4)",90.358263573700015,0.0
"(480, 6)",90.358263573700015,0.0
"(482, 0)",40.600584970999996,0.0
"(482, 3)",49.589666466499999,0.0
"(482, 4)",40.600584970999996,0.0
"(482, 6)",40.600584970999996,0.0
"(485, 0)",60.5689553984,0.0
"(485, 1)",49.589666466499999,0.0
"(485, 3)",60.5689553984,0.0
"(485, 4)",59.1050502075,0.0
"(485, 6)",59.1050502075,0.0
"(487, 0)",110.363832351,0.0
"(487, 1)",90.358263573700015,0.0
"(487, 2)",99.179332932999998,0.0
"(487, 3)",110.363832351,0.0
