,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(378, 3)",40.0,0.5,0.0,3,4.0,3.0,5.0,4.0,0.449328964117,0.0
"(378, 5)",20.0,3.0,4.0,0,0.0,3.0,5.0,6.0,0.301194211912,0.0
"(378, 6)",20.0,1.0,4.0,0,0.0,3.0,5.0,4.0,0.449328964117,0.0
"(379, 0)",15.0,0.5,0.0,3,3.0,7.0,3.0,8.0,0.201896517995,0.0
"(379, 1)",15.0,1.5,0.0,3,3.0,7.0,3.0,9.0,0.165298888222,0.0
"(379, 3)",27.0,0.5,2.0,3,2.0,7.0,3.0,8.0,0.201896517995,0.75
"(379, 4)",27.0,1.0,2.0,3,3.0,7.0,3.0,8.0,0.201896517995,0.75
"(379, 6)",27.0,1.0,1.0,0,0.0,7.0,3.0,8.0,0.201896517995,0.75
"(380, 0)",20.0,0.5,2.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.0
"(380, 1)",20.0,1.5,2.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(380, 4)",40.0,1.0,0.0,3,2.0,7.5,5.0,9.0,0.165298888222,0.0
"(380, 6)",40.0,1.0,0.0,3,2.0,7.5,5.0,9.0,0.165298888222,0.0
"(382, 0)",30.0,0.5,3.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(382, 1)",30.0,1.5,3.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(382, 3)",60.0,0.5,0.0,3,3.0,9.0,5.0,10.0,0.135335283237,0.0
"(384, 0)",20.0,0.5,2.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(384, 1)",20.0,1.5,2.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(384, 6)",40.0,1.0,0.0,3,2.0,8.5,5.0,10.0,0.135335283237,0.0
"(386, 0)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75
"(386, 1)",0.0,1.5,1.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(386, 2)",5.0,4.0,0.0,3,1.0,4.0,5.0,8.0,0.201896517995,0.75
"(386, 3)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75
"(386, 4)",0.0,1.0,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.0
"(387, 0)",10.0,0.5,1.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(387, 1)",10.0,1.5,1.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(387, 3)",20.0,0.5,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0
"(387, 4)",20.0,1.0,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0
"(392, 0)",0.0,0.5,0.0,3,3.0,8.5,3.0,9.0,0.165298888222,0.0
"(392, 3)",42.0,0.5,1.0,0,0.0,8.5,3.0,9.0,0.165298888222,0.75
"(392, 4)",42.0,1.0,4.0,0,0.0,8.5,3.0,10.0,0.135335283237,0.75
"(392, 6)",42.0,1.0,2.0,0,0.0,8.5,3.0,10.0,0.135335283237,0.75
"(394, 0)",20.0,0.5,2.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(394, 1)",20.0,1.5,2.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(394, 4)",40.0,1.0,0.0,3,2.0,5.5,5.0,7.0,0.246596963942,0.0
"(394, 5)",40.0,3.0,0.0,3,2.0,5.5,5.0,9.0,0.165298888222,0.0
"(398, 2)",0.0,4.0,0.0,3,3.0,2.0,4.0,6.0,0.301194211912,0.0
"(398, 3)",21.0,0.5,1.0,3,2.0,2.0,4.0,3.0,0.548811636094,0.75
"(398, 4)",21.0,1.0,1.0,3,1.0,2.0,4.0,3.0,0.548811636094,0.75
"(398, 5)",0.0,3.0,0.0,3,3.0,2.0,4.0,5.0,0.367879441171,0.0
"(398, 6)",21.0,1.0,5.0,0,0.0,2.0,4.0,3.0,0.548811636094,0.75
"(403, 0)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(403, 1)",20.0,1.5,2.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(403, 2)",20.0,4.0,2.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(403, 3)",20.0,0.5,2.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(403, 4)",40.0,1.0,0.0,3,2.0,4.5,5.0,6.0,0.301194211912,0.0
"(404, 0)",0.0,0.5,0.0,3,3.0,1.0,2.0,2.0,0.670320046036,0.75
"(404, 1)",19.0,1.5,2.0,0,0.0,1.0,2.0,3.0,0.548811636094,1.0
"(404, 3)",0.0,0.5,0.0,3,3.0,1.0,2.0,2.0,0.670320046036,0.75
"(404, 4)",19.0,1.0,2.0,0,0.0,1.0,2.0,2.0,0.670320046036,1.0
"(404, 5)",19.0,3.0,3.0,0,0.0,1.0,2.0,4.0,0.449328964117,1.0
"(413, 0)",20.0,0.5,2.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(413, 1)",20.0,1.5,2.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(413, 3)",40.0,0.5,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0
"(413, 4)",40.0,1.0,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0
"(414, 0)",20.0,0.5,2.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(414, 1)",20.0,1.5,2.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(414, 4)",40.0,1.0,0.0,3,2.0,8.5,5.0,10.0,0.135335283237,0.0
"(415, 0)",20.0,0.5,2.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(415, 1)",20.0,1.5,2.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(416, 0)",10.5,0.5,0.0,3,3.0,4.5,3.0,5.0,0.367879441171,0.75
"(416, 2)",10.5,4.0,0.0,3,3.0,4.5,3.0,9.0,0.165298888222,0.75
"(416, 4)",10.5,1.0,4.0,0,0.0,4.5,3.0,6.0,0.301194211912,0.75
"(416, 6)",10.5,1.0,4.0,0,0.0,4.5,3.0,6.0,0.301194211912,0.75
"(418, 1)",0.0,1.5,0.0,3,3.0,4.5,4.0,6.0,0.301194211912,0.0
"(418, 3)",21.0,0.5,1.0,3,1.0,4.5,4.0,5.0,0.367879441171,0.75
"(418, 4)",21.0,1.0,1.0,3,1.0,4.5,4.0,6.0,0.301194211912,0.75
"(418, 5)",0.0,3.0,0.0,3,3.0,4.5,4.0,8.0,0.201896517995,0.0
"(418, 6)",21.0,1.0,4.0,0,0.0,4.5,4.0,6.0,0.301194211912,0.75
"(420, 0)",4.5,0.5,0.0,3,3.0,1.5,2.0,2.0,0.670320046036,0.75
"(420, 2)",4.5,4.0,0.0,3,3.0,1.5,2.0,6.0,0.301194211912,0.75
"(420, 4)",19.5,1.0,3.0,0,0.0,1.5,2.0,3.0,0.548811636094,0.75
"(420, 5)",0.0,3.0,0.0,3,3.0,1.5,2.0,5.0,0.367879441171,0.0
"(420, 6)",19.5,1.0,1.0,0,0.0,1.5,2.0,3.0,0.548811636094,0.75
"(421, 0)",0.0,0.5,0.0,3,3.0,5.5,2.0,6.0,0.301194211912,0.0
"(421, 3)",33.0,0.5,3.0,3,1.0,5.5,2.0,6.0,0.301194211912,0.75
"(421, 4)",33.0,1.0,3.0,0,0.0,5.5,2.0,7.0,0.246596963942,0.75
"(421, 5)",0.0,3.0,0.0,3,3.0,5.5,2.0,9.0,0.165298888222,0.0
"(421, 6)",33.0,1.0,2.0,0,0.0,5.5,2.0,7.0,0.246596963942,0.75
"(422, 0)",10.0,0.5,0.0,3,1.0,6.0,5.0,7.0,0.246596963942,0.0
"(422, 4)",10.0,1.0,0.0,3,1.0,6.0,5.0,7.0,0.246596963942,0.0
"(422, 5)",5.0,3.0,1.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(422, 6)",5.0,1.0,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(424, 0)",15.0,0.5,0.0,3,3.0,3.0,5.0,4.0,0.449328964117,0.75
"(424, 1)",0.0,1.5,0.0,3,3.0,3.0,5.0,5.0,0.367879441171,0.0
"(424, 2)",15.0,4.0,0.0,3,3.0,3.0,5.0,7.0,0.246596963942,0.75
"(424, 4)",0.0,1.0,0.0,3,5.0,3.0,5.0,4.0,0.449328964117,0.75
"(424, 6)",0.0,1.0,0.0,3,1.0,3.0,5.0,4.0,0.449328964117,0.75
"(426, 0)",9.0,0.5,0.0,3,3.0,4.5,4.0,5.0,0.367879441171,0.75
"(426, 2)",9.0,4.0,0.0,3,3.0,4.5,4.0,9.0,0.165298888222,0.75
"(426, 4)",9.0,1.0,5.0,0,0.0,4.5,4.0,6.0,0.301194211912,0.75
"(426, 6)",9.0,1.0,4.0,0,0.0,4.5,4.0,6.0,0.301194211912,0.75
"(428, 1)",0.0,1.5,0.0,3,3.0,3.5,5.0,5.0,0.367879441171,0.0
"(428, 2)",0.0,4.0,0.0,3,3.0,3.5,5.0,8.0,0.201896517995,0.0
"(428, 3)",30.0,0.5,1.0,0,0.0,3.5,5.0,4.0,0.449328964117,0.75
"(428, 4)",30.0,1.0,0.0,3,4.0,3.5,5.0,5.0,0.367879441171,0.75
"(428, 6)",30.0,1.0,0.0,3,4.0,3.5,5.0,5.0,0.367879441171,0.75
"(430, 0)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(430, 1)",40.0,1.5,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(430, 2)",40.0,4.0,4.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(430, 3)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(430, 4)",80.0,1.0,0.0,3,4.0,4.5,5.0,6.0,0.301194211912,0.0
"(436, 0)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(436, 1)",30.0,1.5,3.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(436, 2)",30.0,4.0,3.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0
"(436, 3)",30.0,0.5,3.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(438, 3)",36.0,0.5,3.0,0,0.0,9.0,4.0,10.0,0.135335283237,0.75
"(438, 4)",36.0,1.0,3.0,0,0.0,9.0,4.0,10.0,0.135335283237,0.75
"(438, 6)",36.0,1.0,2.0,0,0.0,9.0,4.0,10.0,0.135335283237,0.75
"(440, 0)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(440, 1)",40.0,1.5,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(440, 2)",40.0,4.0,4.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(440, 3)",40.0,0.5,4.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(440, 6)",80.0,1.0,0.0,3,4.0,4.5,5.0,6.0,0.301194211912,0.0
"(441, 0)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(441, 1)",40.0,1.5,4.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(441, 2)",40.0,4.0,4.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0
"(441, 3)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(443, 2)",0.0,4.0,0.0,3,3.0,2.0,2.0,6.0,0.301194211912,0.0
"(443, 3)",33.0,0.5,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,0.75
"(443, 4)",33.0,1.0,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,0.75
"(443, 5)",0.0,3.0,0.0,3,3.0,2.0,2.0,5.0,0.367879441171,0.0
"(443, 6)",33.0,1.0,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,0.75
"(444, 2)",0.0,4.0,0.0,3,3.0,5.0,2.0,9.0,0.165298888222,0.0
"(444, 3)",48.0,0.5,3.0,0,0.0,5.0,2.0,6.0,0.301194211912,0.75
"(444, 4)",48.0,1.0,3.0,0,0.0,5.0,2.0,6.0,0.301194211912,0.75
"(444, 6)",48.0,1.0,3.0,0,0.0,5.0,2.0,6.0,0.301194211912,0.75
"(445, 0)",5.0,0.5,0.0,3,3.0,1.5,2.0,2.0,0.670320046036,0.0
"(445, 1)",14.0,1.5,3.0,0,0.0,1.5,2.0,3.0,0.548811636094,1.0
"(445, 2)",19.0,4.0,3.0,0,0.0,1.5,2.0,6.0,0.301194211912,1.0
"(445, 3)",5.0,0.5,0.0,3,3.0,1.5,2.0,2.0,0.670320046036,0.0
"(445, 4)",19.0,1.0,3.0,0,0.0,1.5,2.0,3.0,0.548811636094,1.0
"(445, 5)",19.0,3.0,3.0,0,0.0,1.5,2.0,5.0,0.367879441171,1.0
"(447, 2)",0.0,4.0,0.0,3,3.0,5.0,5.0,9.0,0.165298888222,0.0
"(447, 3)",30.0,0.5,3.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.75
"(447, 4)",30.0,1.0,1.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.75
"(447, 6)",30.0,1.0,3.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.75
"(448, 3)",30.0,0.5,2.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.75
"(448, 4)",30.0,1.0,2.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.75
"(448, 6)",30.0,1.0,3.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.75
"(451, 0)",30.0,0.5,3.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(451, 1)",30.0,1.5,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(451, 4)",60.0,1.0,0.0,3,3.0,8.5,5.0,10.0,0.135335283237,0.0
"(456, 0)",30.0,0.5,3.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(456, 1)",30.0,1.5,3.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(461, 0)",5.0,0.5,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.75
"(461, 1)",0.0,1.5,1.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0
"(461, 2)",5.0,4.0,0.0,3,1.0,5.0,5.0,9.0,0.165298888222,0.75
"(461, 3)",5.0,0.5,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.75
"(462, 0)",10.0,0.5,1.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(462, 1)",10.0,1.5,1.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(464, 0)",10.0,0.5,1.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(464, 1)",10.0,1.5,1.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(464, 4)",20.0,1.0,0.0,3,1.0,8.5,5.0,10.0,0.135335283237,0.0
"(467, 0)",15.0,0.5,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.75
"(467, 1)",0.0,1.5,3.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(467, 2)",15.0,4.0,0.0,3,3.0,4.0,5.0,8.0,0.201896517995,0.75
"(467, 3)",15.0,0.5,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.75
"(467, 4)",0.0,1.0,0.0,3,3.0,4.0,5.0,5.0,0.367879441171,0.0
"(468, 0)",15.0,0.5,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.75
"(468, 1)",0.0,1.5,3.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0
"(468, 2)",15.0,4.0,0.0,3,3.0,5.0,5.0,9.0,0.165298888222,0.75
"(468, 3)",15.0,0.5,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.75
"(469, 0)",30.0,0.5,3.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(469, 1)",30.0,1.5,3.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(469, 3)",60.0,0.5,0.0,3,3.0,9.0,5.0,10.0,0.135335283237,0.0
"(472, 0)",10.0,0.5,1.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(472, 1)",10.0,1.5,1.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(472, 3)",20.0,0.5,0.0,3,1.0,9.0,5.0,10.0,0.135335283237,0.0
"(474, 4)",30.0,1.0,0.0,3,3.0,6.5,5.0,8.0,0.201896517995,0.0
"(474, 5)",15.0,3.0,3.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(474, 6)",15.0,1.0,3.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(476, 0)",7.5,0.5,0.0,3,3.0,4.5,5.0,5.0,0.367879441171,0.75
"(476, 2)",7.5,4.0,0.0,3,3.0,4.5,5.0,9.0,0.165298888222,0.75
"(476, 4)",7.5,1.0,3.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75
"(476, 6)",7.5,1.0,5.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75
"(479, 1)",10.0,1.5,0.0,3,1.0,6.0,5.0,8.0,0.201896517995,0.0
"(479, 5)",5.0,3.0,1.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(479, 6)",5.0,1.0,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(482, 1)",20.0,1.5,0.0,3,2.0,5.5,5.0,7.0,0.246596963942,0.0
"(482, 3)",20.0,0.5,0.0,3,2.0,5.5,5.0,6.0,0.301194211912,0.0
"(482, 5)",10.0,3.0,2.0,0,0.0,5.5,5.0,9.0,0.165298888222,0.0
"(482, 6)",10.0,1.0,2.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(484, 0)",10.0,0.5,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.75
"(484, 1)",0.0,1.5,2.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(484, 2)",10.0,4.0,0.0,3,2.0,4.0,5.0,8.0,0.201896517995,0.75
"(484, 3)",10.0,0.5,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.75
"(484, 6)",0.0,1.0,0.0,3,2.0,4.0,5.0,5.0,0.367879441171,0.0
"(487, 0)",30.0,0.5,3.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(487, 1)",30.0,1.5,3.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(487, 3)",60.0,0.5,0.0,3,3.0,8.0,5.0,9.0,0.165298888222,0.0
"(487, 4)",60.0,1.0,0.0,3,3.0,8.0,5.0,9.0,0.165298888222,0.0
"(491, 0)",50.0,0.5,5.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(491, 1)",50.0,1.5,5.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(491, 2)",50.0,4.0,5.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(491, 3)",50.0,0.5,5.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(491, 6)",100.0,1.0,0.0,3,5.0,4.5,5.0,6.0,0.301194211912,0.0
"(492, 0)",50.0,0.5,5.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(492, 1)",50.0,1.5,5.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(492, 2)",50.0,4.0,5.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0
"(492, 3)",50.0,0.5,5.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(498, 0)",50.0,0.5,5.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(498, 1)",50.0,1.5,5.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(498, 2)",50.0,4.0,5.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(498, 3)",50.0,0.5,5.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(498, 4)",100.0,1.0,0.0,3,5.0,4.5,5.0,6.0,0.301194211912,0.0
"(500, 0)",30.0,0.5,3.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(500, 1)",30.0,1.5,3.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(500, 2)",30.0,4.0,3.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(500, 3)",30.0,0.5,3.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(500, 6)",60.0,1.0,0.0,3,3.0,4.5,5.0,6.0,0.301194211912,0.0
"(502, 1)",10.0,1.5,0.0,3,1.0,2.0,5.0,4.0,0.449328964117,0.0
"(502, 2)",10.0,4.0,0.0,3,1.0,2.0,5.0,6.0,0.301194211912,0.0
"(502, 5)",5.0,3.0,1.0,0,0.0,2.0,5.0,5.0,0.367879441171,0.0
"(502, 6)",5.0,1.0,1.0,0,0.0,2.0,5.0,3.0,0.548811636094,0.0
"(505, 0)",25.0,0.5,0.0,3,5.0,4.0,5.0,5.0,0.367879441171,0.75
"(505, 1)",0.0,1.5,5.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(505, 2)",25.0,4.0,0.0,3,5.0,4.0,5.0,8.0,0.201896517995,0.75
"(505, 3)",25.0,0.5,0.0,3,5.0,4.0,5.0,5.0,0.367879441171,0.75
"(505, 6)",0.0,1.0,0.0,3,5.0,4.0,5.0,5.0,0.367879441171,0.0
"(508, 1)",40.0,1.5,0.0,3,4.0,2.0,5.0,4.0,0.449328964117,0.0
"(508, 2)",40.0,4.0,0.0,3,4.0,2.0,5.0,6.0,0.301194211912,0.0
"(508, 5)",20.0,3.0,4.0,0,0.0,2.0,5.0,5.0,0.367879441171,0.0
"(508, 6)",20.0,1.0,4.0,0,0.0,2.0,5.0,3.0,0.548811636094,0.0
"(509, 2)",40.0,4.0,0.0,3,4.0,3.5,5.0,8.0,0.201896517995,0.0
"(509, 5)",20.0,3.0,4.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0
"(509, 6)",20.0,1.0,4.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0
"(512, 0)",20.0,0.5,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.75
"(512, 1)",0.0,1.5,4.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(512, 2)",20.0,4.0,0.0,3,4.0,4.0,5.0,8.0,0.201896517995,0.75
"(512, 3)",20.0,0.5,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.75
"(512, 6)",0.0,1.0,0.0,3,4.0,4.0,5.0,5.0,0.367879441171,0.0
"(513, 0)",20.0,0.5,0.0,3,4.0,5.0,5.0,6.0,0.301194211912,0.75
"(513, 1)",0.0,1.5,4.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0
"(513, 2)",20.0,4.0,0.0,3,4.0,5.0,5.0,9.0,0.165298888222,0.75
"(513, 3)",20.0,0.5,0.0,3,4.0,5.0,5.0,6.0,0.301194211912,0.75
"(514, 0)",40.0,0.5,4.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(514, 1)",40.0,1.5,4.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(514, 3)",80.0,0.5,0.0,3,4.0,9.0,5.0,10.0,0.135335283237,0.0
"(515, 0)",40.0,0.5,4.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(515, 1)",40.0,1.5,4.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(519, 0)",20.0,0.5,2.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(519, 1)",20.0,1.5,2.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(519, 3)",40.0,0.5,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0
"(519, 6)",40.0,1.0,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0
"(521, 0)",0.0,0.5,0.0,3,3.0,8.5,5.0,9.0,0.165298888222,0.0
"(521, 3)",30.0,0.5,3.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.75
"(521, 4)",30.0,1.0,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.75
"(521, 6)",30.0,1.0,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.75
"(529, 1)",19.5,1.5,4.0,3,1.0,1.0,1.0,3.0,0.548811636094,1.0
"(529, 2)",19.5,4.0,2.0,0,0.0,1.0,1.0,5.0,0.367879441171,1.0
"(529, 4)",19.5,1.0,3.0,0,0.0,1.0,1.0,2.0,0.670320046036,1.0
"(529, 5)",12.0,3.0,3.0,0,0.0,1.0,1.0,4.0,0.449328964117,1.0
"(529, 6)",7.5,1.0,0.0,3,3.0,1.0,1.0,2.0,0.670320046036,0.0
"(530, 0)",0.0,0.5,0.0,3,3.0,8.5,4.0,9.0,0.165298888222,0.0
"(530, 3)",36.0,0.5,4.0,0,0.0,8.5,4.0,9.0,0.165298888222,0.75
"(530, 4)",36.0,1.0,3.0,0,0.0,8.5,4.0,10.0,0.135335283237,0.75
"(530, 6)",36.0,1.0,3.0,0,0.0,8.5,4.0,10.0,0.135335283237,0.75
"(532, 2)",0.0,4.0,0.0,3,3.0,2.0,1.0,6.0,0.301194211912,0.0
"(532, 3)",39.0,0.5,3.0,0,0.0,2.0,1.0,3.0,0.548811636094,0.75
"(532, 4)",39.0,1.0,4.0,3,1.0,2.0,1.0,3.0,0.548811636094,0.75
"(532, 5)",0.0,3.0,0.0,3,3.0,2.0,1.0,5.0,0.367879441171,0.0
"(532, 6)",39.0,1.0,4.0,0,0.0,2.0,1.0,3.0,0.548811636094,0.75
"(533, 2)",0.0,4.0,0.0,3,3.0,5.0,1.0,9.0,0.165298888222,0.0
"(533, 3)",54.0,0.5,3.0,0,0.0,5.0,1.0,6.0,0.301194211912,0.75
"(533, 4)",54.0,1.0,4.0,0,0.0,5.0,1.0,6.0,0.301194211912,0.75
"(533, 6)",54.0,1.0,3.0,0,0.0,5.0,1.0,6.0,0.301194211912,0.75
"(537, 1)",27.0,1.5,4.0,0,0.0,2.0,1.0,4.0,0.449328964117,1.0
"(537, 2)",27.0,4.0,4.0,0,0.0,2.0,1.0,6.0,0.301194211912,1.0
"(537, 4)",27.0,1.0,1.0,0,0.0,2.0,1.0,3.0,0.548811636094,1.0
"(537, 5)",27.0,3.0,3.0,0,0.0,2.0,1.0,5.0,0.367879441171,1.0
"(538, 0)",30.0,0.5,3.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(538, 1)",30.0,1.5,3.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(538, 3)",60.0,0.5,0.0,3,3.0,8.0,5.0,9.0,0.165298888222,0.0
"(538, 4)",60.0,1.0,0.0,3,3.0,8.0,5.0,9.0,0.165298888222,0.0
"(539, 0)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(539, 1)",40.0,1.5,4.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(539, 2)",40.0,4.0,4.0,0,0.0,5.5,5.0,10.0,0.135335283237,0.0
"(539, 3)",40.0,0.5,4.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(541, 2)",50.0,4.0,0.0,3,5.0,2.5,5.0,7.0,0.246596963942,0.0
"(541, 4)",50.0,1.0,0.0,3,5.0,2.5,5.0,4.0,0.449328964117,0.0
"(541, 5)",25.0,3.0,5.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(541, 6)",25.0,1.0,5.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(542, 2)",50.0,4.0,0.0,3,5.0,3.5,5.0,8.0,0.201896517995,0.0
"(542, 5)",25.0,3.0,5.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0
