,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(608, 3)",1,20.0,0.5,4.0,2.5,5.0,0.818730753078,0.548811636094,0.0
"(608, 5)",1,0.0,3.0,4.0,5.0,5.0,0.670320046036,0.367879441171,0.0
"(611, 0)",1,5.0,0.5,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(611, 1)",1,0.0,1.5,1.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(611, 2)",1,5.0,4.0,1.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(611, 3)",1,5.0,0.5,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(612, 2)",1,30.0,4.0,3.0,7.5,5.0,0.449328964117,0.201896517995,0.0
"(612, 5)",1,15.0,3.0,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(612, 6)",1,15.0,1.0,3.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(613, 5)",1,15.0,3.0,3.0,10.5,5.0,0.201896517995,0.110803158362,0.0
"(613, 6)",1,15.0,1.0,3.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(615, 0)",1,40.0,0.5,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(615, 1)",1,40.0,1.5,4.0,7.5,5.0,0.301194211912,0.201896517995,0.0
"(615, 3)",1,80.0,0.5,4.0,6.5,5.0,0.301194211912,0.246596963942,0.0
"(615, 5)",1,80.0,3.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(616, 1)",1,40.0,1.5,4.0,7.5,5.0,0.301194211912,0.201896517995,0.0
"(616, 5)",1,20.0,3.0,4.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(616, 6)",1,20.0,1.0,4.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(623, 1)",1,16.5,1.5,3.0,2.5,2.0,0.818730753078,0.548811636094,3.0
"(623, 2)",1,16.5,4.0,3.0,5.0,2.0,0.818730753078,0.367879441171,3.0
"(623, 4)",1,16.5,1.0,3.0,2.0,2.0,0.818730753078,0.670320046036,3.0
"(623, 5)",1,9.0,3.0,3.0,4.0,2.0,0.818730753078,0.449328964117,3.0
"(623, 6)",1,7.5,1.0,3.0,2.0,2.0,0.818730753078,0.670320046036,0.0
"(624, 1)",1,20.0,1.5,2.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(624, 4)",1,20.0,1.0,2.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(624, 5)",1,10.0,3.0,2.0,8.0,5.0,0.367879441171,0.201896517995,0.0
"(624, 6)",1,10.0,1.0,2.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(627, 0)",1,10.0,0.5,1.0,8.0,5.0,0.201896517995,0.201896517995,0.0
"(627, 1)",1,10.0,1.5,1.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(627, 4)",1,20.0,1.0,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(627, 6)",1,20.0,1.0,1.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(629, 0)",1,0.0,0.5,3.0,1.5,2.0,0.818730753078,0.670320046036,0.0
"(629, 1)",1,19.0,1.5,3.0,2.5,2.0,0.818730753078,0.548811636094,3.0
"(629, 3)",1,0.0,0.5,3.0,1.5,2.0,0.818730753078,0.670320046036,0.0
"(629, 4)",1,19.0,1.0,3.0,2.0,2.0,0.818730753078,0.670320046036,3.0
"(629, 5)",1,19.0,3.0,3.0,4.0,2.0,0.818730753078,0.449328964117,3.0
"(631, 0)",1,0.0,0.5,3.0,2.0,2.0,0.670320046036,0.670320046036,0.0
"(631, 1)",1,14.0,1.5,3.0,3.0,2.0,0.670320046036,0.548811636094,3.0
"(631, 2)",1,14.0,4.0,3.0,5.5,2.0,0.818730753078,0.301194211912,3.0
"(631, 3)",1,5.0,0.5,3.0,2.0,2.0,0.670320046036,0.670320046036,0.0
"(631, 4)",1,19.0,1.0,3.0,2.5,2.0,0.818730753078,0.548811636094,3.0
"(631, 5)",1,19.0,3.0,3.0,4.5,2.0,0.818730753078,0.367879441171,3.0
"(635, 2)",1,20.0,4.0,2.0,6.5,5.0,0.548811636094,0.246596963942,0.0
"(635, 4)",1,20.0,1.0,2.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(635, 5)",1,10.0,3.0,2.0,5.5,5.0,0.548811636094,0.301194211912,0.0
"(635, 6)",1,10.0,1.0,2.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(637, 0)",1,0.0,0.5,3.0,6.0,2.0,0.301194211912,0.301194211912,0.0
"(637, 3)",1,33.0,0.5,3.0,6.0,2.0,0.818730753078,0.301194211912,3.0
"(637, 4)",1,33.0,1.0,3.0,6.5,2.0,0.818730753078,0.246596963942,3.0
"(637, 5)",1,0.0,3.0,3.0,8.5,2.0,0.818730753078,0.165298888222,0.0
"(637, 6)",1,33.0,1.0,3.0,6.5,2.0,0.818730753078,0.246596963942,3.0
"(639, 4)",1,20.0,1.0,2.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(639, 5)",1,10.0,3.0,2.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(639, 6)",1,10.0,1.0,2.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(646, 5)",1,20.0,3.0,4.0,10.5,5.0,0.201896517995,0.110803158362,0.0
"(646, 6)",1,20.0,1.0,4.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(650, 0)",1,20.0,0.5,2.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(650, 4)",1,20.0,1.0,2.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(650, 5)",1,10.0,3.0,2.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(650, 6)",1,10.0,1.0,2.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(651, 1)",1,24.0,1.5,3.0,3.5,2.0,0.670320046036,0.449328964117,3.0
"(651, 2)",1,24.0,4.0,3.0,6.0,2.0,0.818730753078,0.301194211912,3.0
"(651, 4)",1,24.0,1.0,3.0,3.0,2.0,0.670320046036,0.548811636094,3.0
"(651, 5)",1,24.0,3.0,3.0,5.0,2.0,0.818730753078,0.367879441171,3.0
"(652, 0)",1,40.0,0.5,4.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(652, 1)",1,40.0,1.5,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(652, 4)",1,80.0,1.0,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(652, 6)",1,80.0,1.0,4.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(654, 0)",1,0.0,0.5,3.0,6.0,4.0,0.301194211912,0.301194211912,0.0
"(654, 3)",1,21.0,0.5,3.0,6.0,4.0,0.818730753078,0.301194211912,3.0
"(654, 4)",1,21.0,1.0,3.0,6.5,4.0,0.818730753078,0.246596963942,3.0
"(654, 5)",1,0.0,3.0,3.0,8.5,4.0,0.818730753078,0.165298888222,0.0
"(654, 6)",1,21.0,1.0,3.0,6.5,4.0,0.818730753078,0.246596963942,3.0
"(656, 1)",1,0.0,1.5,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(656, 2)",1,0.0,4.0,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(656, 3)",1,30.0,0.5,3.0,4.0,5.0,0.818730753078,0.449328964117,3.0
"(656, 4)",1,30.0,1.0,3.0,4.5,5.0,0.449328964117,0.367879441171,3.0
"(656, 6)",1,30.0,1.0,3.0,4.5,5.0,0.818730753078,0.367879441171,3.0
"(657, 0)",1,40.0,0.5,4.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(657, 2)",1,40.0,4.0,4.0,7.5,5.0,0.449328964117,0.201896517995,0.0
"(657, 3)",1,40.0,0.5,4.0,3.0,5.0,0.548811636094,0.548811636094,0.0
"(657, 5)",1,20.0,3.0,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(657, 6)",1,20.0,1.0,4.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(660, 3)",1,30.0,0.5,3.0,9.5,5.0,0.165298888222,0.135335283237,3.0
"(660, 4)",1,30.0,1.0,3.0,10.0,5.0,0.818730753078,0.135335283237,3.0
"(660, 6)",1,30.0,1.0,3.0,10.0,5.0,0.818730753078,0.135335283237,3.0
"(662, 0)",1,6.0,0.5,3.0,2.0,1.0,0.818730753078,0.670320046036,0.0
"(662, 2)",1,6.0,4.0,3.0,5.5,1.0,0.670320046036,0.301194211912,0.0
"(662, 4)",1,21.0,1.0,3.0,2.5,1.0,0.670320046036,0.548811636094,3.0
"(662, 5)",1,0.0,3.0,3.0,4.5,1.0,0.818730753078,0.367879441171,0.0
"(662, 6)",1,21.0,1.0,3.0,2.5,1.0,0.818730753078,0.548811636094,3.0
"(663, 0)",1,0.0,0.5,3.0,6.0,1.0,0.818730753078,0.301194211912,0.0
"(663, 3)",1,39.0,0.5,3.0,6.0,1.0,0.301194211912,0.301194211912,3.0
"(663, 4)",1,39.0,1.0,3.0,6.5,1.0,0.818730753078,0.246596963942,3.0
"(663, 5)",1,0.0,3.0,3.0,8.5,1.0,0.818730753078,0.165298888222,0.0
"(663, 6)",1,39.0,1.0,3.0,6.5,1.0,0.818730753078,0.246596963942,3.0
"(670, 0)",1,10.0,0.5,2.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(670, 1)",1,0.0,1.5,2.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(670, 2)",1,10.0,4.0,2.0,8.0,5.0,0.449328964117,0.201896517995,0.0
"(670, 3)",1,10.0,0.5,2.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(670, 4)",1,0.0,1.0,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(671, 0)",1,20.0,0.5,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(671, 1)",1,20.0,1.5,2.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(671, 3)",1,40.0,0.5,2.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(671, 4)",1,40.0,1.0,2.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(672, 2)",1,0.0,4.0,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(672, 3)",1,30.0,0.5,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(672, 4)",1,30.0,1.0,3.0,6.0,5.0,0.367879441171,0.301194211912,3.0
"(672, 6)",1,30.0,1.0,3.0,6.0,5.0,0.367879441171,0.301194211912,3.0
"(675, 2)",1,25.0,4.0,5.0,6.5,5.0,0.548811636094,0.246596963942,0.0
"(675, 3)",1,25.0,0.5,5.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(675, 5)",1,25.0,3.0,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(675, 6)",1,25.0,1.0,5.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(676, 0)",1,50.0,0.5,5.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(676, 3)",1,50.0,0.5,5.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(676, 5)",1,25.0,3.0,5.0,10.0,5.0,0.246596963942,0.135335283237,0.0
"(676, 6)",1,25.0,1.0,5.0,8.0,5.0,0.246596963942,0.201896517995,0.0
"(677, 0)",1,50.0,0.5,5.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(677, 2)",1,50.0,4.0,5.0,7.0,5.0,0.548811636094,0.246596963942,0.0
"(677, 3)",1,50.0,0.5,5.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(677, 5)",1,25.0,3.0,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(677, 6)",1,25.0,1.0,5.0,4.0,5.0,0.818730753078,0.449328964117,0.0
"(679, 1)",1,19.5,1.5,3.0,2.5,1.0,0.818730753078,0.548811636094,3.0
"(679, 2)",1,19.5,4.0,3.0,5.0,1.0,0.818730753078,0.367879441171,3.0
"(679, 4)",1,19.5,1.0,3.0,2.0,1.0,0.818730753078,0.670320046036,3.0
"(679, 5)",1,12.0,3.0,3.0,4.0,1.0,0.818730753078,0.449328964117,3.0
"(679, 6)",1,7.5,1.0,3.0,2.0,1.0,0.818730753078,0.670320046036,0.0
"(680, 0)",1,0.0,0.5,3.0,9.0,1.0,0.818730753078,0.165298888222,0.0
"(680, 3)",1,54.0,0.5,3.0,9.0,1.0,0.818730753078,0.165298888222,3.0
"(680, 4)",1,54.0,1.0,3.0,9.5,1.0,0.165298888222,0.135335283237,3.0
"(680, 6)",1,54.0,1.0,3.0,9.5,1.0,0.165298888222,0.135335283237,3.0
"(684, 0)",1,13.5,0.5,3.0,5.0,1.0,0.818730753078,0.367879441171,0.0
"(684, 2)",1,13.5,4.0,3.0,8.5,1.0,0.818730753078,0.165298888222,0.0
"(684, 4)",1,13.5,1.0,3.0,5.5,1.0,0.367879441171,0.301194211912,3.0
"(684, 6)",1,13.5,1.0,3.0,5.5,1.0,0.818730753078,0.301194211912,3.0
"(690, 1)",1,50.0,1.5,5.0,3.5,5.0,0.670320046036,0.449328964117,0.0
"(690, 2)",1,50.0,4.0,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(690, 5)",1,25.0,3.0,5.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(690, 6)",1,25.0,1.0,5.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(691, 2)",1,50.0,4.0,5.0,7.5,5.0,0.449328964117,0.201896517995,0.0
"(691, 5)",1,25.0,3.0,5.0,6.5,5.0,0.449328964117,0.246596963942,0.0
"(691, 6)",1,25.0,1.0,5.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(703, 0)",1,15.0,0.5,3.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(703, 1)",1,0.0,1.5,3.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(703, 2)",1,15.0,4.0,3.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(703, 4)",1,0.0,1.0,3.0,4.0,5.0,0.818730753078,0.449328964117,3.0
"(703, 6)",1,0.0,1.0,3.0,4.0,5.0,0.818730753078,0.449328964117,3.0
"(709, 2)",1,40.0,4.0,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(709, 4)",1,40.0,1.0,4.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(709, 5)",1,20.0,3.0,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(709, 6)",1,20.0,1.0,4.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(714, 0)",1,25.0,0.5,5.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(714, 1)",1,0.0,1.5,5.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(714, 2)",1,25.0,4.0,5.0,8.0,5.0,0.449328964117,0.201896517995,0.0
"(714, 3)",1,25.0,0.5,5.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(714, 6)",1,0.0,1.0,5.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(715, 0)",1,50.0,0.5,5.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(715, 1)",1,50.0,1.5,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(715, 3)",1,100.0,0.5,5.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(715, 6)",1,100.0,1.0,5.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(716, 0)",1,50.0,0.5,5.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(716, 1)",1,50.0,1.5,5.0,10.0,5.0,0.165298888222,0.135335283237,0.0
"(716, 6)",1,100.0,1.0,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(717, 1)",1,40.0,1.5,4.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(717, 5)",1,20.0,3.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(717, 6)",1,20.0,1.0,4.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(721, 0)",1,0.0,0.5,5.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(721, 1)",1,50.0,1.5,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(721, 2)",1,50.0,4.0,5.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(721, 3)",1,50.0,0.5,5.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(721, 6)",1,100.0,1.0,5.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(724, 0)",1,50.0,0.5,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(724, 1)",1,50.0,1.5,5.0,10.5,5.0,0.165298888222,0.110803158362,0.0
"(724, 3)",1,100.0,0.5,5.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(725, 0)",1,50.0,0.5,5.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(725, 1)",1,50.0,1.5,5.0,11.0,5.0,0.818730753078,0.110803158362,0.0
"(727, 2)",1,40.0,4.0,4.0,7.5,5.0,0.449328964117,0.201896517995,0.0
"(727, 5)",1,20.0,3.0,4.0,6.5,5.0,0.449328964117,0.246596963942,0.0
"(727, 6)",1,20.0,1.0,4.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(730, 1)",1,27.0,1.5,3.0,3.5,1.0,0.670320046036,0.449328964117,3.0
"(730, 2)",1,27.0,4.0,3.0,6.0,1.0,0.818730753078,0.301194211912,3.0
"(730, 4)",1,27.0,1.0,3.0,3.0,1.0,0.818730753078,0.548811636094,3.0
"(730, 5)",1,27.0,3.0,3.0,5.0,1.0,0.818730753078,0.367879441171,3.0
"(731, 0)",1,50.0,0.5,5.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(731, 1)",1,50.0,1.5,5.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(731, 2)",1,100.0,4.0,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(731, 3)",1,100.0,0.5,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(733, 0)",1,40.0,0.5,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(733, 4)",1,40.0,1.0,4.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(733, 5)",1,20.0,3.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(733, 6)",1,20.0,1.0,4.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(743, 1)",1,10.5,1.5,3.0,2.5,4.0,0.818730753078,0.548811636094,3.0
"(743, 2)",1,10.5,4.0,3.0,5.0,4.0,0.818730753078,0.367879441171,3.0
"(743, 4)",1,10.5,1.0,3.0,2.0,4.0,0.818730753078,0.670320046036,3.0
"(743, 5)",1,3.0,3.0,3.0,4.0,4.0,0.818730753078,0.449328964117,3.0
"(743, 6)",1,7.5,1.0,3.0,2.0,4.0,0.818730753078,0.670320046036,0.0
"(744, 0)",1,25.0,0.5,5.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(744, 1)",1,0.0,1.5,5.0,5.5,5.0,0.449328964117,0.301194211912,0.0
"(744, 2)",1,25.0,4.0,5.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(744, 3)",1,25.0,0.5,5.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(744, 4)",1,0.0,1.0,5.0,5.0,5.0,0.449328964117,0.367879441171,0.0
"(745, 0)",1,50.0,0.5,5.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(745, 1)",1,50.0,1.5,5.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(745, 3)",1,100.0,0.5,5.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(745, 4)",1,100.0,1.0,5.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(750, 1)",1,30.0,1.5,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(750, 4)",1,30.0,1.0,3.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(750, 5)",1,15.0,3.0,3.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(750, 6)",1,15.0,1.0,3.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(751, 0)",1,50.0,0.5,5.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(751, 1)",1,50.0,1.5,5.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(751, 4)",1,100.0,1.0,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(754, 2)",1,40.0,4.0,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(754, 4)",1,40.0,1.0,4.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(754, 5)",1,20.0,3.0,4.0,5.5,5.0,0.548811636094,0.301194211912,0.0
"(754, 6)",1,20.0,1.0,4.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(758, 0)",1,15.0,0.5,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(758, 1)",1,15.0,1.5,3.0,8.5,5.0,0.246596963942,0.165298888222,0.0
"(758, 3)",1,15.0,0.5,3.0,7.5,5.0,0.818730753078,0.201896517995,3.0
"(758, 4)",1,15.0,1.0,3.0,8.0,5.0,0.818730753078,0.201896517995,3.0
"(758, 6)",1,15.0,1.0,3.0,8.0,5.0,0.818730753078,0.201896517995,3.0
"(759, 0)",1,0.0,0.5,3.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(759, 3)",1,30.0,0.5,3.0,9.0,5.0,0.818730753078,0.165298888222,3.0
"(759, 4)",1,30.0,1.0,3.0,9.5,5.0,0.165298888222,0.135335283237,3.0
"(759, 6)",1,30.0,1.0,3.0,9.5,5.0,0.165298888222,0.135335283237,3.0
"(760, 0)",1,7.5,0.5,3.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(760, 2)",1,7.5,4.0,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(760, 4)",1,7.5,1.0,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(760, 6)",1,7.5,1.0,3.0,5.5,5.0,0.818730753078,0.301194211912,3.0
"(766, 0)",1,0.0,0.5,5.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(766, 1)",1,50.0,1.5,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(766, 2)",1,50.0,4.0,5.0,8.5,5.0,0.367879441171,0.165298888222,0.0
"(766, 3)",1,50.0,0.5,5.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(766, 4)",1,100.0,1.0,5.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(771, 0)",1,25.0,0.5,5.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(771, 1)",1,0.0,1.5,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(771, 2)",1,25.0,4.0,5.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(771, 3)",1,25.0,0.5,5.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(775, 0)",1,0.0,0.5,3.0,1.5,1.0,0.818730753078,0.670320046036,0.0
"(775, 1)",1,22.0,1.5,3.0,2.5,1.0,0.818730753078,0.548811636094,3.0
"(775, 3)",1,0.0,0.5,3.0,1.5,1.0,0.818730753078,0.670320046036,0.0
"(775, 4)",1,22.0,1.0,3.0,2.0,1.0,0.818730753078,0.670320046036,3.0
"(775, 5)",1,22.0,3.0,3.0,4.0,1.0,0.818730753078,0.449328964117,3.0
"(776, 0)",1,0.0,0.5,3.0,2.0,1.0,0.670320046036,0.670320046036,0.0
"(776, 1)",1,17.0,1.5,3.0,3.0,1.0,0.670320046036,0.548811636094,3.0
"(776, 2)",1,17.0,4.0,3.0,5.5,1.0,0.670320046036,0.301194211912,3.0
"(776, 3)",1,5.0,0.5,3.0,2.0,1.0,0.670320046036,0.670320046036,0.0
"(776, 4)",1,22.0,1.0,3.0,2.5,1.0,0.818730753078,0.548811636094,3.0
"(776, 5)",1,22.0,3.0,3.0,4.5,1.0,0.670320046036,0.367879441171,3.0
"(778, 0)",1,0.0,0.5,5.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(778, 1)",1,50.0,1.5,5.0,4.0,5.0,0.818730753078,0.449328964117,0.0
"(778, 2)",1,50.0,4.0,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(778, 3)",1,50.0,0.5,5.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(778, 5)",1,100.0,3.0,5.0,5.5,5.0,0.548811636094,0.301194211912,0.0
"(779, 0)",1,0.0,0.5,5.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(779, 1)",1,50.0,1.5,5.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(779, 2)",1,50.0,4.0,5.0,9.5,5.0,0.301194211912,0.135335283237,0.0
"(779, 3)",1,50.0,0.5,5.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(782, 4)",1,30.0,1.0,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(782, 5)",1,15.0,3.0,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(782, 6)",1,15.0,1.0,3.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(787, 2)",1,50.0,4.0,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(787, 4)",1,50.0,1.0,5.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(787, 5)",1,25.0,3.0,5.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(787, 6)",1,25.0,1.0,5.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(794, 2)",1,30.0,4.0,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(794, 4)",1,30.0,1.0,3.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(794, 5)",1,15.0,3.0,3.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(794, 6)",1,15.0,1.0,3.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(807, 0)",1,50.0,0.5,5.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(807, 1)",1,50.0,1.5,5.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(807, 4)",1,100.0,1.0,5.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(807, 6)",1,100.0,1.0,5.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(813, 2)",1,50.0,4.0,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(813, 4)",1,50.0,1.0,5.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(813, 5)",1,25.0,3.0,5.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(813, 6)",1,25.0,1.0,5.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(816, 1)",1,40.0,1.5,4.0,3.5,5.0,0.670320046036,0.449328964117,0.0
"(816, 2)",1,40.0,4.0,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(816, 5)",1,20.0,3.0,4.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(816, 6)",1,20.0,1.0,4.0,3.0,5.0,0.818730753078,0.548811636094,0.0
"(817, 0)",1,15.0,0.5,3.0,3.5,1.0,0.548811636094,0.449328964117,0.0
"(817, 1)",1,0.0,1.5,3.0,4.5,1.0,0.818730753078,0.367879441171,0.0
"(817, 2)",1,15.0,4.0,3.0,7.0,1.0,0.818730753078,0.246596963942,0.0
"(817, 4)",1,12.0,1.0,3.0,4.0,1.0,0.818730753078,0.449328964117,3.0
"(817, 6)",1,12.0,1.0,3.0,4.0,1.0,0.818730753078,0.449328964117,3.0
"(823, 1)",1,40.0,1.5,4.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(823, 3)",1,40.0,0.5,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(823, 5)",1,20.0,3.0,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(823, 6)",1,20.0,1.0,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
