Unnamed: 0,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,BC_debris,BC_regular,BC_regular_sp,IG_1,Qval
"(0, 0)",1,4.16666666667,4.0,6.0,4.0,0.0,0.818730753078,0.449328964117,3.53492063492,9.05555555556,10.0,0.0,164.337352756
"(0, 1)",1,5.83333333333,1.0,6.0,1.0,0.0,0.818730753078,0.818730753078,4.03412698413,9.05555555556,10.0,0.0,164.337352756
"(1, 1)",1,0.0,1.0,6.0,5.0,0.0,0.449328964117,0.367879441171,6.375,9.66666666667,0.0,0.0,134.548044581
"(1, 2)",1,0.0,3.0,6.0,7.0,0.0,0.449328964117,0.246596963942,6.41666666667,7.33333333333,7.5,0.0,110.158621865
"(1, 3)",1,30.0,1.0,6.0,5.0,0.0,0.818730753078,0.367879441171,13.0833333333,11.8333333333,22.5,0.0,164.337352756
"(2, 2)",1,0.0,3.0,6.0,8.0,0.0,0.367879441171,0.201896517995,2.33333333333,7.5,7.5,0.0,90.190251437499995
"(2, 3)",1,30.0,1.0,6.0,6.0,0.0,0.367879441171,0.301194211912,7.16666666667,9.0,15.0,0.0,134.548044581
"(2, 7)",1,0.0,4.0,6.0,9.0,0.0,0.818730753078,0.165298888222,2.16666666667,7.5,7.5,0.0,73.841532479700007
"(2, 8)",1,30.0,4.0,6.0,9.0,0.0,0.367879441171,0.165298888222,7.16666666667,9.0,15.0,0.0,73.841532479700007
"(3, 2)",1,0.0,3.0,6.0,12.0,0.0,0.165298888222,0.0907179532894,3.0,8.0,0.0,0.0,40.525092251899999
"(3, 3)",1,0.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,4.0,12.0,0.0,0.0,60.456333495500004
"(3, 7)",1,0.0,4.0,6.0,13.0,0.0,0.165298888222,0.0742735782143,3.0,8.0,0.0,0.0,33.179139298000003
"(3, 9)",1,30.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,9.13333333333,9.5,30.0,3.0,73.841532479700007
"(3, 10)",1,30.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,9.13333333333,9.5,30.0,0.0,73.841532479700007
"(4, 2)",1,0.0,3.0,3.0,13.0,3.0,0.135335283237,0.0742735782143,6.13333333333,7.0,0.0,0.0,18.243018787600001
"(4, 3)",1,0.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,10.2666666667,10.0,0.0,0.0,27.215385986799998
"(4, 7)",1,0.0,4.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,6.13333333333,6.0,0.0,0.0,14.9361205104
"(4, 9)",1,42.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,10.2666666667,7.0,21.0,3.0,33.240947508699996
"(4, 11)",1,42.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,10.2666666667,7.0,21.0,3.0,33.240947508699996
"(4, 13)",1,42.0,0.5,3.0,10.5,3.0,0.818730753078,0.110803158362,10.2666666667,7.0,21.0,0.0,33.240947508699996
"(4, 14)",1,0.0,1.0,3.0,11.0,3.0,0.135335283237,0.110803158362,6.13333333333,6.0,0.0,0.0,27.215385986799998
"(5, 2)",1,0.0,3.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,3.0,4.0,0.0,0.0,14.9361205104
"(5, 3)",1,0.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,4.0,4.0,0.0,0.0,22.282073464299998
"(5, 7)",1,0.0,4.0,3.0,15.0,3.0,0.110803158362,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(5, 9)",1,42.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,3.0,27.215385986799998
"(5, 11)",1,42.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,3.0,27.215385986799998
"(5, 13)",1,42.0,0.5,3.0,11.5,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,0.0,27.215385986799998
"(6, 2)",1,0.0,3.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0,6.7112315568499996
"(6, 3)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,4.0,0.0,0.0,10.011980988099999
"(6, 9)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0,12.228661193499999
"(6, 11)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,3.0,12.228661193499999
"(6, 13)",1,42.0,0.5,3.0,15.5,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0,12.228661193499999
"(8, 3)",1,0.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,4.0,7.0,0.0,0.0,33.179139298000003
"(8, 4)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,5.0,5.5,30.0,0.0,40.525092251899999
"(8, 5)",1,30.0,1.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,5.0,5.5,30.0,3.0,40.525092251899999
"(8, 7)",1,0.0,4.0,6.0,16.0,0.0,0.0907179532894,0.0407622039784,3.0,5.5,0.0,0.0,18.209097722300001
"(8, 9)",1,30.0,1.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,5.0,5.5,30.0,3.0,40.525092251899999
"(8, 10)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,8.33333333333,7.0,30.0,0.0,40.525092251899999
"(9, 3)",1,0.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,4.0,4.0,0.0,0.0,14.908348290999999
"(9, 4)",1,30.0,1.0,6.0,17.0,0.0,0.818730753078,0.0333732699603,5.0,4.0,30.0,0.0,18.209097722300001
"(9, 5)",1,30.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,5.0,4.0,30.0,3.0,18.209097722300001
"(9, 9)",1,30.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,5.0,4.0,30.0,3.0,18.209097722300001
"(9, 10)",1,30.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,5.0,4.0,30.0,0.0,18.209097722300001
"(9, 14)",1,30.0,1.0,6.0,17.0,0.0,0.818730753078,0.0333732699603,5.0,4.0,30.0,0.0,18.209097722300001
"(10, 4)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,0.0,14.908348290999999
"(10, 5)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,3.0,14.908348290999999
"(10, 9)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,3.0,14.908348290999999
"(10, 10)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,0.0,14.908348290999999
"(10, 14)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,0.0,14.908348290999999
"(11, 4)",1,0.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0,5.4946916666199996
"(11, 5)",1,0.0,1.0,3.0,19.0,2.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0,5.4946916666199996
"(11, 10)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0,6.7112315568499996
"(11, 11)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,3.0,6.7112315568499996
"(11, 13)",1,48.0,0.5,3.0,18.5,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0,6.7112315568499996
"(11, 14)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0,6.7112315568499996
"(12, 4)",1,0.0,1.0,3.0,20.0,2.0,0.0223707718562,0.0183156388887,4.0,2.0,0.0,0.0,4.4986730461400004
"(12, 10)",1,48.0,1.0,3.0,20.0,2.0,0.818730753078,0.0183156388887,4.0,2.0,24.0,0.0,5.4946916666199996
"(12, 11)",1,48.0,1.0,3.0,20.0,2.0,0.0223707718562,0.0183156388887,4.0,2.0,24.0,3.0,5.4946916666199996
"(12, 13)",1,48.0,0.5,3.0,19.5,2.0,0.818730753078,0.0183156388887,4.0,2.0,24.0,0.0,5.4946916666199996
"(12, 14)",1,48.0,1.0,3.0,20.0,2.0,0.0223707718562,0.0183156388887,4.0,2.0,24.0,0.0,5.4946916666199996
"(13, 10)",1,48.0,1.0,3.0,21.0,2.0,0.0183156388887,0.0149955768205,4.0,2.0,24.0,0.0,4.4986730461400004
"(13, 11)",1,48.0,1.0,3.0,21.0,2.0,0.818730753078,0.0149955768205,4.0,2.0,24.0,3.0,4.4986730461400004
"(13, 13)",1,48.0,0.5,3.0,20.5,2.0,0.0183156388887,0.0149955768205,4.0,2.0,24.0,0.0,4.4986730461400004
"(13, 14)",1,48.0,1.0,3.0,21.0,2.0,0.818730753078,0.0149955768205,4.0,2.0,24.0,0.0,4.4986730461400004
"(15, 3)",1,0.0,1.0,3.0,14.0,2.0,0.0742735782143,0.0608100626252,4.0,4.0,0.0,0.0,14.9361205104
"(15, 4)",1,0.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0,14.9361205104
"(15, 5)",1,0.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0,14.9361205104
"(15, 7)",1,0.0,4.0,3.0,17.0,2.0,0.818730753078,0.0333732699603,3.0,4.0,0.0,0.0,8.1971167341899989
"(15, 10)",1,48.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,6.33333333333,4.0,24.0,0.0,18.243018787600001
"(15, 11)",1,48.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,6.33333333333,4.0,24.0,3.0,18.243018787600001
"(15, 13)",1,48.0,0.5,3.0,13.5,2.0,0.818730753078,0.0608100626252,6.33333333333,4.0,24.0,0.0,18.243018787600001
"(16, 4)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(16, 5)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(16, 7)",1,0.0,4.0,3.0,18.0,2.0,0.0608100626252,0.0273237224473,3.0,4.0,0.0,0.0,6.7112315568499996
"(16, 10)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,24.0,0.0,14.9361205104
"(16, 11)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,6.33333333333,4.0,24.0,3.0,14.9361205104
"(16, 13)",1,48.0,0.5,3.0,14.5,2.0,0.818730753078,0.0497870683679,6.33333333333,4.0,24.0,0.0,14.9361205104
"(18, 2)",1,0.0,3.0,6.0,12.0,0.0,0.165298888222,0.0907179532894,3.0,6.33333333333,5.0,0.0,40.525092251899999
"(18, 3)",1,0.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,5.0,7.33333333333,5.0,0.0,60.456333495500004
"(18, 8)",1,0.0,4.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,5.0,7.33333333333,5.0,0.0,33.179139298000003
"(18, 14)",1,50.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,8.13333333333,7.33333333333,35.0,0.0,73.841532479700007
"(19, 3)",1,0.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,6.0,6.0,0.0,0.0,33.179139298000003
"(19, 4)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,7.0,6.0,30.0,0.0,40.525092251899999
"(19, 5)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,7.0,6.0,30.0,3.0,40.525092251899999
"(19, 8)",1,0.0,4.0,6.0,16.0,0.0,0.0907179532894,0.0407622039784,6.0,6.0,0.0,0.0,18.209097722300001
"(19, 14)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,7.0,6.0,30.0,0.0,40.525092251899999
"(20, 4)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,0.0,6.7112315568499996
"(20, 5)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,3.0,6.7112315568499996
"(20, 9)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,3.0,6.7112315568499996
"(20, 10)",1,0.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0,5.4946916666199996
"(20, 11)",1,42.0,1.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,4.0,2.0,21.0,3.0,6.7112315568499996
"(20, 13)",1,42.0,0.5,3.0,18.5,3.0,0.818730753078,0.0223707718562,4.0,2.0,21.0,0.0,6.7112315568499996
"(23, 4)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,0.0,5.4946916666199996
"(23, 5)",1,42.0,1.0,3.0,20.0,3.0,0.818730753078,0.0183156388887,4.0,2.0,21.0,3.0,5.4946916666199996
"(23, 9)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,3.0,5.4946916666199996
"(23, 11)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,3.0,5.4946916666199996
"(23, 13)",1,42.0,0.5,3.0,19.5,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,0.0,5.4946916666199996
"(25, 2)",1,0.0,3.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,3.0,5.5,0.0,0.0,33.179139298000003
"(25, 8)",1,0.0,4.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,4.0,7.0,0.0,0.0,27.164781703899997
"(25, 9)",1,30.0,1.0,6.0,11.0,0.0,0.135335283237,0.110803158362,8.33333333333,7.0,30.0,3.0,60.456333495500004
"(25, 10)",1,30.0,1.0,6.0,11.0,0.0,0.135335283237,0.110803158362,5.0,5.5,30.0,0.0,60.456333495500004
"(25, 14)",1,30.0,1.0,6.0,11.0,0.0,0.135335283237,0.110803158362,5.0,5.5,30.0,0.0,60.456333495500004
"(26, 2)",1,0.0,3.0,3.0,14.0,3.0,0.110803158362,0.0608100626252,3.0,4.0,0.0,0.0,14.9361205104
"(26, 8)",1,0.0,4.0,3.0,15.0,3.0,0.110803158362,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(26, 9)",1,42.0,1.0,3.0,12.0,3.0,0.110803158362,0.0907179532894,6.33333333333,4.0,21.0,3.0,27.215385986799998
"(26, 10)",1,0.0,1.0,3.0,12.0,3.0,0.110803158362,0.0907179532894,4.0,4.0,0.0,0.0,22.282073464299998
"(26, 11)",1,42.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,3.0,27.215385986799998
"(26, 13)",1,42.0,0.5,3.0,11.5,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,0.0,27.215385986799998
"(27, 4)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0,14.9361205104
"(27, 5)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0,14.9361205104
"(27, 8)",1,0.0,4.0,3.0,18.0,3.0,0.0608100626252,0.0273237224473,4.0,2.0,0.0,0.0,6.7112315568499996
"(27, 9)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0,14.9361205104
"(27, 10)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0,12.228661193499999
"(27, 11)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0,14.9361205104
"(27, 13)",1,42.0,0.5,3.0,14.5,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0,14.9361205104
"(29, 3)",1,0.0,1.0,6.0,9.0,0.0,0.818730753078,0.165298888222,5.0,7.33333333333,5.0,0.0,73.841532479700007
"(29, 4)",1,50.0,1.0,6.0,9.0,0.0,0.201896517995,0.165298888222,8.13333333333,7.33333333333,35.0,0.0,90.190251437499995
"(29, 5)",1,50.0,1.0,6.0,9.0,0.0,0.818730753078,0.165298888222,8.13333333333,7.33333333333,35.0,3.0,90.190251437499995
"(29, 7)",1,0.0,4.0,6.0,12.0,0.0,0.201896517995,0.0907179532894,3.0,6.33333333333,5.0,0.0,40.525092251899999
"(29, 8)",1,0.0,4.0,6.0,12.0,0.0,0.201896517995,0.0907179532894,5.0,7.33333333333,5.0,0.0,40.525092251899999
"(30, 3)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0,14.9361205104
"(30, 5)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0,14.9361205104
"(30, 7)",1,0.0,4.0,3.0,17.0,3.0,0.818730753078,0.0333732699603,3.0,4.0,0.0,0.0,8.1971167341899989
"(30, 9)",1,0.0,1.0,3.0,14.0,3.0,0.0742735782143,0.0608100626252,4.0,4.0,0.0,0.0,14.9361205104
"(30, 10)",1,42.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,0.0,18.243018787600001
"(30, 11)",1,42.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,3.0,18.243018787600001
"(30, 13)",1,42.0,0.5,3.0,13.5,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,0.0,18.243018787600001
"(31, 3)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(31, 5)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(31, 7)",1,0.0,4.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0,6.7112315568499996
"(31, 10)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,0.0,14.9361205104
"(31, 11)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,3.0,14.9361205104
"(31, 13)",1,42.0,0.5,3.0,14.5,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0,14.9361205104
"(33, 4)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,0.0,33.179139298000003
"(33, 5)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,3.0,33.179139298000003
"(33, 8)",1,0.0,4.0,6.0,17.0,0.0,0.0742735782143,0.0333732699603,4.0,4.0,0.0,0.0,14.908348290999999
"(33, 9)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,3.0,33.179139298000003
"(33, 10)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,0.0,33.179139298000003
"(33, 14)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,0.0,33.179139298000003
"(34, 4)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0,12.228661193499999
"(34, 8)",1,0.0,4.0,3.0,18.0,2.0,0.0608100626252,0.0273237224473,4.0,2.0,0.0,0.0,6.7112315568499996
"(34, 9)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,0.0,0.0,12.228661193499999
"(34, 10)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0,14.9361205104
"(34, 11)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,24.0,3.0,14.9361205104
"(34, 13)",1,48.0,0.5,3.0,14.5,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0,14.9361205104
"(34, 14)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,24.0,0.0,14.9361205104
"(35, 4)",1,0.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0,5.4946916666199996
"(35, 9)",1,0.0,1.0,3.0,19.0,2.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0,5.4946916666199996
"(35, 10)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0,6.7112315568499996
"(35, 11)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,3.0,6.7112315568499996
"(35, 13)",1,48.0,0.5,3.0,18.5,2.0,0.0273237224473,0.0223707718562,4.0,2.0,24.0,0.0,6.7112315568499996
"(35, 14)",1,48.0,1.0,3.0,19.0,2.0,0.0273237224473,0.0223707718562,4.0,2.0,24.0,0.0,6.7112315568499996
"(39, 2)",1,0.0,3.0,3.0,17.0,3.0,0.0608100626252,0.0333732699603,3.0,4.0,0.0,0.0,8.1971167341899989
"(39, 3)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(39, 9)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,3.0,14.9361205104
"(39, 11)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,3.0,14.9361205104
"(39, 13)",1,42.0,0.5,3.0,14.5,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0,14.9361205104
"(39, 14)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(40, 2)",1,0.0,3.0,3.0,19.0,3.0,0.0407622039784,0.0223707718562,3.0,4.0,0.0,0.0,5.4946916666199996
"(40, 9)",1,42.0,1.0,3.0,17.0,3.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,21.0,3.0,10.011980988099999
"(40, 11)",1,42.0,1.0,3.0,17.0,3.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,21.0,3.0,10.011980988099999
"(40, 13)",1,42.0,0.5,3.0,16.5,3.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,21.0,0.0,10.011980988099999
"(43, 3)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(43, 7)",1,0.0,4.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0,6.7112315568499996
"(43, 9)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0,12.228661193499999
"(43, 10)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0,14.9361205104
"(43, 11)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,3.0,14.9361205104
"(43, 13)",1,42.0,0.5,3.0,14.5,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0,14.9361205104
"(44, 7)",1,0.0,4.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,3.0,4.0,0.0,0.0,5.4946916666199996
"(44, 9)",1,0.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,4.0,4.0,0.0,0.0,10.011980988099999
"(44, 10)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,0.0,12.228661193499999
"(44, 11)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,3.0,12.228661193499999
"(44, 13)",1,42.0,0.5,3.0,15.5,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0,12.228661193499999
"(46, 3)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0,6.7112315568499996
"(46, 5)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0,6.7112315568499996
"(46, 9)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0,6.7112315568499996
"(46, 10)",1,42.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,21.0,0.0,8.1971167341899989
"(46, 11)",1,42.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,21.0,3.0,8.1971167341799998
"(46, 13)",1,42.0,0.5,3.0,17.5,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,0.0,8.1971167341899989
"(46, 14)",1,42.0,1.0,3.0,18.0,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,0.0,8.1971167341899989
"(48, 2)",1,0.0,3.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0,6.7112315568499996
"(48, 9)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0,12.228661193499999
"(48, 11)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0,12.228661193499999
"(48, 13)",1,42.0,0.5,3.0,15.5,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,0.0,12.228661193499999
"(48, 14)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,4.0,0.0,0.0,10.011980988099999
"(51, 4)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0,12.228661193499999
"(51, 5)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0,12.228661193499999
"(51, 8)",1,0.0,4.0,3.0,18.0,2.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0,6.7112315568499996
"(51, 10)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0,14.9361205104
"(51, 11)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,24.0,3.0,14.9361205104
"(51, 13)",1,48.0,0.5,3.0,14.5,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0,14.9361205104
"(51, 14)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0,14.9361205104
"(52, 4)",1,0.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,0.0,0.0,10.011980988099999
"(52, 8)",1,0.0,4.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0,5.4946916666199996
"(52, 10)",1,48.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,0.0,12.228661193499999
"(52, 11)",1,48.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,3.0,12.228661193499999
"(52, 13)",1,48.0,0.5,3.0,15.5,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,0.0,12.228661193499999
