,0,1,2,3,4,5,6
0,491.238451847,491.238451847,0.0,0.0,0.0,472.983934881,491.238451847
1,0.0,491.09004114,491.238451847,491.238451847,0.0,472.983934881,491.238451847
2,0.0,201.096013811,0.0,201.096013811,229.294048149,201.096013811,245.619225923
3,0.0,134.064009207,0.0,0.0,134.064009207,134.064009207,134.064009207
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,245.619225923,0.0,201.096013811,0.0,245.619225923,201.096013811,245.619225923
7,0.0,0.0,201.096013811,201.096013811,239.682797642,201.096013811,245.619225923
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,109.762327219,109.762327219,134.064009207
10,0.0,0.0,0.0,0.0,0.0,109.762327219,109.762327219
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,201.096013811,0.0,0.0,201.096013811,201.096013811,201.096013811,201.096013811
13,67.0320046036,0.0,0.0,67.0320046036,0.0,67.0320046036,67.0320046036
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,245.619225923,245.619225923,0.0,245.619225923,245.619225923,244.135118853,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,201.096013811,201.096013811,229.294048149,201.096013811,245.619225923
23,0.0,0.0,134.064009207,0.0,134.064009207,134.064009207,134.064009207
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,134.064009207,0.0,0.0,0.0,134.064009207,109.762327219,134.064009207
26,109.762327219,0.0,0.0,0.0,0.0,109.762327219,134.064009207
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,164.643490828,0.0,201.096013811,201.096013811,0.0,201.096013811
29,0.0,0.0,0.0,164.643490828,164.643490828,0.0,164.643490828
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,134.064009207,0.0,134.064009207,134.064009207,0.0,134.064009207,163.746150616
33,134.064009207,0.0,0.0,134.064009207,0.0,134.064009207,134.064009207
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,109.762327219,0.0,109.762327219,134.064009207
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,245.619225923,245.619225923,245.619225923,245.619225923,244.135118853,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,201.096013811,201.096013811,164.643490828,201.096013811
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,164.643490828,164.643490828,0.0,164.643490828
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,134.064009207,0.0,134.064009207,0.0,134.064009207,134.064009207
47,0.0,109.762327219,0.0,0.0,0.0,134.064009207,134.064009207
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,245.619225923,245.619225923,245.619225923,245.619225923,215.937084515,0.0
54,0.0,201.096013811,201.096013811,201.096013811,201.096013811,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,67.0320046036,67.0320046036,0.0,67.0320046036,67.0320046036
60,0.0,0.0,0.0,54.8811636094,0.0,54.8811636094,67.0320046036
61,0.0,0.0,0.0,0.0,0.0,54.8811636094,54.8811636094
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,134.064009207,0.0,134.064009207,0.0,0.0,134.064009207,134.064009207
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,54.8811636094,0.0,0.0,67.0320046036,67.0320046036
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,245.619225923,245.619225923,245.619225923,245.619225923,239.682797642,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,201.096013811,0.0,201.096013811,239.682797642,201.096013811,245.619225923
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,201.096013811,201.096013811,0.0,245.619225923,201.096013811,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,201.096013811,201.096013811,0.0,245.619225923,201.096013811,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,201.096013811,201.096013811,164.643490828,201.096013811
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,67.0320046036,0.0,0.0,67.0320046036,67.0320046036,67.0320046036
91,0.0,54.8811636094,0.0,0.0,0.0,67.0320046036,67.0320046036
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,245.619225923,245.619225923,0.0,245.619225923,245.619225923,239.682797642,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,201.096013811,201.096013811,201.096013811,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,134.064009207,134.064009207,0.0,134.064009207,134.064009207
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,201.096013811,0.0,201.096013811,0.0,201.096013811,0.0,201.096013811
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,201.096013811,201.096013811,201.096013811,215.937084515,0.0,215.937084515
113,0.0,164.643490828,0.0,201.096013811,201.096013811,0.0,201.096013811
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,201.096013811,201.096013811,201.096013811,201.096013811,245.619225923
120,0.0,0.0,201.096013811,0.0,201.096013811,201.096013811,201.096013811
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,268.128018414,268.128018414,268.128018414,268.128018414,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,164.643490828,164.643490828,201.096013811
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,245.619225923,201.096013811,201.096013811,0.0,245.619225923,201.096013811,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,164.643490828,201.096013811,201.096013811,0.0,201.096013811
138,0.0,0.0,0.0,164.643490828,164.643490828,0.0,164.643490828
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,109.762327219,0.0,0.0,134.064009207,134.064009207
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
