,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,BC_debris,BC_regular,BC_regular_sp,IG_1
"(590, 7)",1,0.0,4.0,3.0,16.0,2.0,0.0907179532894,0.0407622039784,3.0,4.0,0.0,0.0
"(590, 8)",1,0.0,4.0,3.0,16.0,2.0,0.818730753078,0.0407622039784,4.0,4.0,0.0,0.0
"(590, 10)",1,48.0,1.0,3.0,13.0,2.0,0.0907179532894,0.0742735782143,6.33333333333,4.0,24.0,0.0
"(590, 11)",1,48.0,1.0,3.0,13.0,2.0,0.818730753078,0.0742735782143,6.33333333333,4.0,24.0,3.0
"(590, 13)",1,48.0,0.5,3.0,12.5,2.0,0.0907179532894,0.0742735782143,6.33333333333,4.0,24.0,0.0
"(592, 5)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,4.0,0.0,0.0
"(592, 7)",1,0.0,4.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,3.0,4.0,0.0,0.0
"(592, 10)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(592, 11)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(592, 13)",1,42.0,0.5,3.0,15.5,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(600, 2)",1,0.0,3.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,5.33333333333,4.0,0.0,0.0
"(600, 4)",1,0.0,1.0,3.0,12.0,2.0,0.818730753078,0.0907179532894,5.33333333333,4.0,0.0,0.0
"(600, 5)",1,0.0,1.0,3.0,12.0,2.0,0.818730753078,0.0907179532894,5.33333333333,4.0,0.0,0.0
"(600, 8)",1,0.0,4.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,8.66666666667,6.0,0.0,0.0
"(600, 10)",1,48.0,1.0,3.0,12.0,2.0,0.818730753078,0.0907179532894,6.33333333333,4.0,24.0,0.0
"(600, 11)",1,48.0,1.0,3.0,12.0,2.0,0.818730753078,0.0907179532894,6.33333333333,4.0,24.0,3.0
"(600, 13)",1,48.0,0.5,3.0,11.5,2.0,0.818730753078,0.0907179532894,6.33333333333,4.0,24.0,0.0
"(600, 14)",1,48.0,1.0,3.0,12.0,2.0,0.110803158362,0.0907179532894,6.33333333333,4.0,24.0,0.0
"(611, 2)",1,0.0,3.0,3.0,14.0,5.0,0.110803158362,0.0608100626252,4.0,4.0,0.0,0.0
"(611, 3)",1,0.0,1.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,4.0,4.0,0.0,0.0
"(611, 5)",1,0.0,1.0,3.0,12.0,5.0,0.110803158362,0.0907179532894,4.0,4.0,0.0,0.0
"(611, 7)",1,0.0,4.0,3.0,15.0,5.0,0.110803158362,0.0497870683679,3.0,4.0,0.0,0.0
"(611, 10)",1,30.0,1.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,6.33333333333,4.0,15.0,0.0
"(611, 11)",1,30.0,1.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,6.33333333333,4.0,15.0,3.0
"(611, 13)",1,30.0,0.5,3.0,11.5,5.0,0.818730753078,0.0907179532894,6.33333333333,4.0,15.0,0.0
"(612, 3)",1,0.0,1.0,3.0,15.0,5.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0
"(612, 5)",1,0.0,1.0,3.0,15.0,5.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(612, 7)",1,0.0,4.0,3.0,18.0,5.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0
"(612, 10)",1,30.0,1.0,3.0,15.0,5.0,0.818730753078,0.0497870683679,6.33333333333,4.0,15.0,0.0
"(612, 11)",1,30.0,1.0,3.0,15.0,5.0,0.818730753078,0.0497870683679,6.33333333333,4.0,15.0,3.0
"(612, 13)",1,30.0,0.5,3.0,14.5,5.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,15.0,0.0
"(613, 5)",1,0.0,1.0,3.0,16.0,5.0,0.0497870683679,0.0407622039784,4.0,4.0,0.0,0.0
"(613, 7)",1,0.0,4.0,3.0,19.0,5.0,0.0497870683679,0.0223707718562,3.0,4.0,0.0,0.0
"(613, 10)",1,30.0,1.0,3.0,16.0,5.0,0.818730753078,0.0407622039784,6.33333333333,4.0,15.0,0.0
"(613, 11)",1,30.0,1.0,3.0,16.0,5.0,0.818730753078,0.0407622039784,6.33333333333,4.0,15.0,3.0
"(613, 13)",1,30.0,0.5,3.0,15.5,5.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,15.0,0.0
"(615, 0)",1,0.0,4.0,3.0,16.0,4.0,0.0907179532894,0.0407622039784,4.0,2.0,0.0,0.0
"(615, 2)",1,0.0,3.0,3.0,15.0,4.0,0.818730753078,0.0497870683679,4.0,2.0,0.0,0.0
"(615, 4)",1,0.0,1.0,3.0,13.0,4.0,0.818730753078,0.0742735782143,4.0,2.0,0.0,0.0
"(615, 10)",1,36.0,1.0,3.0,13.0,4.0,0.818730753078,0.0742735782143,4.0,2.0,18.0,0.0
"(615, 11)",1,36.0,1.0,3.0,13.0,4.0,0.818730753078,0.0742735782143,4.0,2.0,18.0,3.0
"(615, 13)",1,36.0,0.5,3.0,12.5,4.0,0.0907179532894,0.0742735782143,4.0,2.0,18.0,0.0
"(615, 14)",1,36.0,1.0,3.0,13.0,4.0,0.818730753078,0.0742735782143,4.0,2.0,18.0,0.0
"(621, 4)",1,0.0,1.0,3.0,11.0,5.0,0.818730753078,0.110803158362,4.0,4.0,0.0,0.0
"(621, 5)",1,0.0,1.0,3.0,11.0,5.0,0.818730753078,0.110803158362,4.0,4.0,0.0,0.0
"(621, 7)",1,0.0,4.0,3.0,14.0,5.0,0.818730753078,0.0608100626252,3.0,4.0,0.0,0.0
"(621, 8)",1,0.0,4.0,3.0,14.0,5.0,0.135335283237,0.0608100626252,4.0,4.0,0.0,0.0
"(621, 10)",1,30.0,1.0,3.0,11.0,5.0,0.818730753078,0.110803158362,6.33333333333,4.0,15.0,0.0
"(621, 11)",1,30.0,1.0,3.0,11.0,5.0,0.135335283237,0.110803158362,6.33333333333,4.0,15.0,3.0
"(621, 13)",1,30.0,0.5,3.0,10.5,5.0,0.818730753078,0.110803158362,6.33333333333,4.0,15.0,0.0
"(626, 0)",1,0.0,4.0,3.0,11.0,5.0,0.818730753078,0.110803158362,6.13333333333,6.0,0.0,0.0
"(626, 2)",1,0.0,3.0,3.0,10.0,5.0,0.818730753078,0.135335283237,6.13333333333,6.0,0.0,0.0
"(626, 3)",1,0.0,1.0,3.0,8.0,5.0,0.818730753078,0.201896517995,6.13333333333,6.0,0.0,0.0
"(626, 4)",1,0.0,1.0,3.0,8.0,5.0,0.246596963942,0.201896517995,10.2666666667,10.0,0.0,0.0
"(626, 7)",1,0.0,4.0,3.0,11.0,5.0,0.818730753078,0.110803158362,6.13333333333,7.0,0.0,0.0
"(626, 10)",1,30.0,1.0,3.0,8.0,5.0,0.818730753078,0.201896517995,10.2666666667,7.0,15.0,0.0
"(626, 11)",1,30.0,1.0,3.0,8.0,5.0,0.818730753078,0.201896517995,10.2666666667,7.0,15.0,3.0
"(626, 13)",1,30.0,0.5,3.0,7.5,5.0,0.818730753078,0.201896517995,10.2666666667,7.0,15.0,0.0
"(627, 0)",1,0.0,4.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,6.13333333333,6.0,0.0,0.0
"(627, 2)",1,0.0,3.0,3.0,11.0,5.0,0.201896517995,0.110803158362,6.13333333333,6.0,0.0,0.0
"(627, 3)",1,0.0,1.0,3.0,9.0,5.0,0.818730753078,0.165298888222,6.13333333333,6.0,0.0,0.0
"(627, 7)",1,0.0,4.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,6.13333333333,7.0,0.0,0.0
"(627, 10)",1,30.0,1.0,3.0,9.0,5.0,0.201896517995,0.165298888222,10.2666666667,7.0,15.0,0.0
"(627, 11)",1,30.0,1.0,3.0,9.0,5.0,0.818730753078,0.165298888222,10.2666666667,7.0,15.0,3.0
"(627, 13)",1,30.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,10.2666666667,7.0,15.0,0.0
"(631, 0)",1,0.0,4.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(631, 2)",1,0.0,3.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,3.0,4.0,0.0,0.0
"(631, 9)",1,42.0,1.0,3.0,12.0,3.0,0.110803158362,0.0907179532894,6.33333333333,4.0,21.0,3.0
"(631, 11)",1,42.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,3.0
"(631, 13)",1,42.0,0.5,3.0,11.5,3.0,0.110803158362,0.0907179532894,6.33333333333,4.0,21.0,0.0
"(631, 14)",1,0.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,4.0,4.0,0.0,0.0
"(637, 7)",1,0.0,4.0,3.0,20.0,1.0,0.818730753078,0.0183156388887,3.0,4.0,0.0,0.0
"(637, 10)",1,54.0,1.0,3.0,17.0,1.0,0.818730753078,0.0333732699603,6.33333333333,4.0,27.0,0.0
"(637, 11)",1,54.0,1.0,3.0,17.0,1.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,27.0,3.0
"(637, 13)",1,54.0,0.5,3.0,16.5,1.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,27.0,0.0
"(646, 2)",1,0.0,3.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,0.0,0.0
"(646, 4)",1,0.0,1.0,3.0,13.0,3.0,0.818730753078,0.0742735782143,4.0,2.0,0.0,0.0
"(646, 8)",1,0.0,4.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,4.0,2.0,0.0,0.0
"(646, 10)",1,42.0,1.0,3.0,13.0,3.0,0.818730753078,0.0742735782143,4.0,2.0,21.0,0.0
"(646, 11)",1,42.0,1.0,3.0,13.0,3.0,0.818730753078,0.0742735782143,4.0,2.0,21.0,3.0
"(646, 13)",1,42.0,0.5,3.0,12.5,3.0,0.818730753078,0.0742735782143,4.0,2.0,21.0,0.0
"(646, 14)",1,42.0,1.0,3.0,13.0,3.0,0.0907179532894,0.0742735782143,4.0,2.0,21.0,0.0
"(649, 1)",1,0.0,1.0,3.0,9.0,2.0,0.818730753078,0.165298888222,8.13333333333,7.33333333333,0.0,0.0
"(649, 3)",1,0.0,1.0,3.0,9.0,2.0,0.818730753078,0.165298888222,9.13333333333,6.66666666667,0.0,0.0
"(649, 4)",1,0.0,1.0,3.0,9.0,2.0,0.201896517995,0.165298888222,14.2666666667,6.66666666667,0.0,0.0
"(649, 9)",1,0.0,1.0,3.0,9.0,2.0,0.201896517995,0.165298888222,9.13333333333,6.66666666667,0.0,0.0
"(649, 11)",1,48.0,1.0,3.0,9.0,2.0,0.818730753078,0.165298888222,14.2666666667,7.33333333333,24.0,3.0
"(649, 13)",1,48.0,0.5,3.0,8.5,2.0,0.818730753078,0.165298888222,14.2666666667,7.33333333333,24.0,0.0
"(650, 1)",1,0.0,1.0,3.0,10.0,2.0,0.818730753078,0.135335283237,6.13333333333,5.0,0.0,0.0
"(650, 3)",1,0.0,1.0,3.0,10.0,2.0,0.818730753078,0.135335283237,10.2666666667,5.0,0.0,0.0
"(650, 4)",1,0.0,1.0,3.0,10.0,2.0,0.818730753078,0.135335283237,10.2666666667,5.0,0.0,0.0
"(650, 8)",1,0.0,4.0,3.0,13.0,2.0,0.818730753078,0.0742735782143,6.13333333333,5.0,0.0,0.0
"(650, 10)",1,48.0,1.0,3.0,10.0,2.0,0.818730753078,0.135335283237,10.2666666667,5.0,24.0,0.0
"(650, 11)",1,48.0,1.0,3.0,10.0,2.0,0.165298888222,0.135335283237,10.2666666667,5.0,24.0,3.0
"(650, 13)",1,48.0,0.5,3.0,9.5,2.0,0.818730753078,0.135335283237,10.2666666667,5.0,24.0,0.0
"(660, 1)",1,0.0,1.0,3.0,11.0,2.0,0.818730753078,0.110803158362,6.13333333333,5.0,0.0,0.0
"(660, 3)",1,0.0,1.0,3.0,11.0,2.0,0.818730753078,0.110803158362,10.2666666667,5.0,0.0,0.0
"(660, 8)",1,0.0,4.0,3.0,14.0,2.0,0.135335283237,0.0608100626252,6.13333333333,5.0,0.0,0.0
"(660, 10)",1,48.0,1.0,3.0,11.0,2.0,0.818730753078,0.110803158362,10.2666666667,5.0,24.0,0.0
"(660, 11)",1,48.0,1.0,3.0,11.0,2.0,0.818730753078,0.110803158362,10.2666666667,5.0,24.0,3.0
"(660, 13)",1,48.0,0.5,3.0,10.5,2.0,0.135335283237,0.110803158362,10.2666666667,5.0,24.0,0.0
"(661, 1)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(661, 3)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0
"(661, 7)",1,0.0,4.0,3.0,18.0,2.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0
"(661, 10)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,6.33333333333,4.0,24.0,0.0
"(661, 11)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,6.33333333333,4.0,24.0,3.0
"(661, 13)",1,48.0,0.5,3.0,14.5,2.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,24.0,0.0
"(664, 2)",1,0.0,3.0,3.0,16.0,3.0,0.0742735782143,0.0407622039784,4.0,2.0,0.0,0.0
"(664, 8)",1,0.0,4.0,3.0,17.0,3.0,0.818730753078,0.0333732699603,4.0,2.0,0.0,0.0
"(664, 10)",1,42.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,2.0,21.0,0.0
"(664, 11)",1,42.0,1.0,3.0,14.0,3.0,0.0742735782143,0.0608100626252,4.0,2.0,21.0,3.0
"(664, 13)",1,42.0,0.5,3.0,13.5,3.0,0.818730753078,0.0608100626252,4.0,2.0,21.0,0.0
"(664, 14)",1,42.0,1.0,3.0,14.0,3.0,0.0742735782143,0.0608100626252,4.0,2.0,21.0,0.0
"(669, 10)",1,30.0,1.0,3.0,21.0,5.0,0.0183156388887,0.0149955768205,4.0,2.0,15.0,0.0
"(669, 11)",1,30.0,1.0,3.0,21.0,5.0,0.0183156388887,0.0149955768205,4.0,2.0,15.0,3.0
"(669, 13)",1,30.0,0.5,3.0,20.5,5.0,0.0183156388887,0.0149955768205,4.0,2.0,15.0,0.0
"(669, 14)",1,30.0,1.0,3.0,21.0,5.0,0.0183156388887,0.0149955768205,4.0,2.0,15.0,0.0
"(673, 2)",1,0.0,3.0,3.0,18.0,3.0,0.0497870683679,0.0273237224473,4.0,2.0,0.0,0.0
"(673, 3)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,2.0,0.0,0.0
"(673, 4)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,2.0,0.0,0.0
"(673, 10)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,4.0,2.0,21.0,0.0
"(673, 11)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,2.0,21.0,3.0
"(673, 13)",1,42.0,0.5,3.0,15.5,3.0,0.0497870683679,0.0407622039784,4.0,2.0,21.0,0.0
"(673, 14)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,4.0,2.0,21.0,0.0
"(675, 2)",1,0.0,3.0,6.0,16.0,0.0,0.0742735782143,0.0407622039784,3.0,5.5,0.0,0.0
"(675, 3)",1,0.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,4.0,7.0,0.0,0.0
"(675, 9)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,8.33333333333,7.0,30.0,3.0
"(675, 10)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,5.5,30.0,0.0
"(675, 14)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,5.5,30.0,0.0
"(676, 3)",1,0.0,1.0,3.0,18.0,3.0,0.0333732699603,0.0273237224473,4.0,2.0,0.0,0.0
"(676, 4)",1,0.0,1.0,3.0,18.0,3.0,0.0333732699603,0.0273237224473,4.0,2.0,0.0,0.0
"(676, 5)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0
"(676, 10)",1,42.0,1.0,3.0,18.0,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,0.0
"(676, 11)",1,42.0,1.0,3.0,18.0,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,3.0
"(676, 13)",1,42.0,0.5,3.0,17.5,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,0.0
"(676, 14)",1,42.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,21.0,0.0
"(678, 3)",1,0.0,1.0,3.0,10.0,4.0,0.818730753078,0.135335283237,5.0,5.5,0.0,0.0
"(678, 4)",1,0.0,1.0,3.0,10.0,4.0,0.165298888222,0.135335283237,6.0,7.0,0.0,0.0
"(678, 7)",1,0.0,4.0,3.0,13.0,4.0,0.165298888222,0.0742735782143,4.0,5.5,0.0,0.0
"(678, 8)",1,0.0,4.0,3.0,13.0,4.0,0.165298888222,0.0742735782143,5.0,5.5,0.0,0.0
"(678, 9)",1,0.0,1.0,3.0,10.0,4.0,0.818730753078,0.135335283237,5.0,5.5,0.0,0.0
"(678, 11)",1,36.0,1.0,3.0,10.0,4.0,0.818730753078,0.135335283237,9.33333333333,7.0,18.0,3.0
"(678, 13)",1,36.0,0.5,3.0,9.5,4.0,0.165298888222,0.135335283237,9.33333333333,7.0,18.0,0.0
"(679, 3)",1,0.0,1.0,3.0,14.0,4.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(679, 4)",1,0.0,1.0,3.0,14.0,4.0,0.0742735782143,0.0608100626252,4.0,4.0,0.0,0.0
"(679, 7)",1,0.0,4.0,3.0,17.0,4.0,0.818730753078,0.0333732699603,3.0,4.0,0.0,0.0
"(679, 9)",1,0.0,1.0,3.0,14.0,4.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(679, 10)",1,36.0,1.0,3.0,14.0,4.0,0.0742735782143,0.0608100626252,6.33333333333,4.0,18.0,0.0
"(679, 11)",1,36.0,1.0,3.0,14.0,4.0,0.818730753078,0.0608100626252,6.33333333333,4.0,18.0,3.0
"(679, 13)",1,36.0,0.5,3.0,13.5,4.0,0.0742735782143,0.0608100626252,6.33333333333,4.0,18.0,0.0
"(684, 5)",1,0.0,1.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,4.0,4.0,0.0,0.0
"(684, 7)",1,0.0,4.0,3.0,15.0,5.0,0.110803158362,0.0497870683679,3.0,4.0,0.0,0.0
"(684, 8)",1,0.0,4.0,3.0,15.0,5.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(684, 10)",1,30.0,1.0,3.0,12.0,5.0,0.110803158362,0.0907179532894,6.33333333333,4.0,15.0,0.0
"(684, 11)",1,30.0,1.0,3.0,12.0,5.0,0.818730753078,0.0907179532894,6.33333333333,4.0,15.0,3.0
"(684, 13)",1,30.0,0.5,3.0,11.5,5.0,0.110803158362,0.0907179532894,6.33333333333,4.0,15.0,0.0
"(686, 3)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(686, 4)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(686, 7)",1,0.0,4.0,3.0,17.0,3.0,0.818730753078,0.0333732699603,3.0,4.0,0.0,0.0
"(686, 9)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(686, 10)",1,42.0,1.0,3.0,14.0,3.0,0.0742735782143,0.0608100626252,6.33333333333,4.0,21.0,0.0
"(686, 11)",1,42.0,1.0,3.0,14.0,3.0,0.0742735782143,0.0608100626252,6.33333333333,4.0,21.0,3.0
"(686, 13)",1,42.0,0.5,3.0,13.5,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,0.0
"(689, 5)",1,0.0,1.0,3.0,20.0,5.0,0.0223707718562,0.0183156388887,4.0,2.0,0.0,0.0
"(689, 10)",1,30.0,1.0,3.0,20.0,5.0,0.818730753078,0.0183156388887,4.0,2.0,15.0,0.0
"(689, 11)",1,30.0,1.0,3.0,20.0,5.0,0.0223707718562,0.0183156388887,4.0,2.0,15.0,3.0
"(689, 13)",1,30.0,0.5,3.0,19.5,5.0,0.0223707718562,0.0183156388887,4.0,2.0,15.0,0.0
"(689, 14)",1,30.0,1.0,3.0,20.0,5.0,0.0223707718562,0.0183156388887,4.0,2.0,15.0,0.0
"(692, 0)",1,0.0,4.0,3.0,12.0,4.0,0.818730753078,0.0907179532894,4.0,4.0,0.0,0.0
"(692, 2)",1,0.0,3.0,3.0,11.0,4.0,0.201896517995,0.110803158362,4.0,4.0,0.0,0.0
"(692, 5)",1,0.0,1.0,3.0,9.0,4.0,0.818730753078,0.165298888222,4.0,4.0,0.0,0.0
"(692, 7)",1,0.0,4.0,3.0,12.0,4.0,0.201896517995,0.0907179532894,3.0,4.0,0.0,0.0
"(692, 10)",1,36.0,1.0,3.0,9.0,4.0,0.818730753078,0.165298888222,6.33333333333,4.0,18.0,0.0
"(692, 11)",1,36.0,1.0,3.0,9.0,4.0,0.818730753078,0.165298888222,6.33333333333,4.0,18.0,3.0
"(692, 13)",1,36.0,0.5,3.0,8.5,4.0,0.818730753078,0.165298888222,6.33333333333,4.0,18.0,0.0
"(693, 0)",1,0.0,4.0,3.0,15.0,4.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(693, 5)",1,0.0,1.0,3.0,12.0,4.0,0.818730753078,0.0907179532894,4.0,4.0,0.0,0.0
"(693, 7)",1,0.0,4.0,3.0,15.0,4.0,0.818730753078,0.0497870683679,3.0,4.0,0.0,0.0
"(693, 10)",1,36.0,1.0,3.0,12.0,4.0,0.110803158362,0.0907179532894,6.33333333333,4.0,18.0,0.0
"(693, 11)",1,36.0,1.0,3.0,12.0,4.0,0.818730753078,0.0907179532894,6.33333333333,4.0,18.0,3.0
"(693, 13)",1,36.0,0.5,3.0,11.5,4.0,0.110803158362,0.0907179532894,6.33333333333,4.0,18.0,0.0
"(695, 0)",1,0.0,4.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,4.0,7.0,0.0,0.0
"(695, 4)",1,30.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,5.0,5.5,30.0,0.0
"(695, 5)",1,30.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,5.0,5.5,30.0,3.0
"(695, 7)",1,0.0,4.0,6.0,13.0,0.0,0.165298888222,0.0742735782143,3.0,5.5,0.0,0.0
"(695, 9)",1,30.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,5.0,5.5,30.0,3.0
"(695, 10)",1,30.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,8.33333333333,7.0,30.0,0.0
"(696, 0)",1,0.0,4.0,6.0,17.0,0.0,0.818730753078,0.0333732699603,4.0,4.0,0.0,0.0
"(696, 4)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,0.0
"(696, 5)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,3.0
"(696, 9)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,3.0
"(696, 10)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,0.0
"(696, 14)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,0.0
"(697, 0)",1,0.0,4.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0
"(697, 4)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0
"(697, 5)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0
"(697, 9)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,3.0
"(697, 11)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0
"(697, 13)",1,42.0,0.5,3.0,14.5,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0
"(697, 14)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0
"(700, 1)",1,0.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,4.0,12.0,0.0,0.0
"(700, 2)",1,0.0,3.0,6.0,12.0,0.0,0.818730753078,0.0907179532894,3.0,8.0,0.0,0.0
"(700, 7)",1,0.0,4.0,6.0,13.0,0.0,0.165298888222,0.0742735782143,3.0,8.0,0.0,0.0
"(700, 9)",1,30.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,9.13333333333,9.5,30.0,3.0
"(700, 10)",1,30.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,9.13333333333,9.5,30.0,0.0
"(701, 1)",1,0.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,4.0,7.0,0.0,0.0
"(701, 2)",1,0.0,3.0,6.0,16.0,0.0,0.0742735782143,0.0407622039784,3.0,5.5,0.0,0.0
"(701, 9)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,8.33333333333,7.0,30.0,3.0
"(701, 10)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,5.5,30.0,0.0
"(701, 14)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,5.5,30.0,0.0
"(702, 1)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0
"(702, 2)",1,0.0,3.0,3.0,17.0,3.0,0.0608100626252,0.0333732699603,3.0,4.0,0.0,0.0
"(702, 9)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,3.0
"(702, 11)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,3.0
"(702, 13)",1,42.0,0.5,3.0,14.5,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,0.0
"(702, 14)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(706, 4)",1,0.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,4.0,4.0,0.0,0.0
"(706, 7)",1,0.0,4.0,3.0,14.0,3.0,0.135335283237,0.0608100626252,3.0,4.0,0.0,0.0
"(706, 8)",1,0.0,4.0,3.0,14.0,3.0,0.135335283237,0.0608100626252,4.0,4.0,0.0,0.0
"(706, 9)",1,0.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,4.0,4.0,0.0,0.0
"(706, 10)",1,42.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,6.33333333333,4.0,21.0,0.0
"(706, 11)",1,42.0,1.0,3.0,11.0,3.0,0.818730753078,0.110803158362,6.33333333333,4.0,21.0,3.0
"(706, 13)",1,42.0,0.5,3.0,10.5,3.0,0.818730753078,0.110803158362,6.33333333333,4.0,21.0,0.0
