,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,BC_debris,BC_regular,BC_regular_sp,IG_1
"(6, 3)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,4.0,0.0,0.0
"(6, 9)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(6, 11)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(6, 13)",1,42.0,0.5,3.0,15.5,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(8, 3)",1,0.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,4.0,7.0,0.0,0.0
"(8, 4)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,5.0,5.5,30.0,0.0
"(8, 5)",1,30.0,1.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,5.0,5.5,30.0,3.0
"(8, 7)",1,0.0,4.0,6.0,16.0,0.0,0.0907179532894,0.0407622039784,3.0,5.5,0.0,0.0
"(8, 9)",1,30.0,1.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,5.0,5.5,30.0,3.0
"(8, 10)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,8.33333333333,7.0,30.0,0.0
"(9, 3)",1,0.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,4.0,4.0,0.0,0.0
"(9, 4)",1,30.0,1.0,6.0,17.0,0.0,0.818730753078,0.0333732699603,5.0,4.0,30.0,0.0
"(9, 5)",1,30.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,5.0,4.0,30.0,3.0
"(9, 9)",1,30.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,5.0,4.0,30.0,3.0
"(9, 10)",1,30.0,1.0,6.0,17.0,0.0,0.0407622039784,0.0333732699603,5.0,4.0,30.0,0.0
"(9, 14)",1,30.0,1.0,6.0,17.0,0.0,0.818730753078,0.0333732699603,5.0,4.0,30.0,0.0
"(10, 4)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,0.0
"(10, 5)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,3.0
"(10, 9)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,3.0
"(10, 10)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,0.0
"(10, 14)",1,30.0,1.0,6.0,18.0,0.0,0.0333732699603,0.0273237224473,5.0,4.0,30.0,0.0
"(11, 4)",1,0.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0
"(11, 5)",1,0.0,1.0,3.0,19.0,2.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0
"(11, 10)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0
"(11, 11)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,3.0
"(11, 13)",1,48.0,0.5,3.0,18.5,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0
"(11, 14)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0
"(12, 4)",1,0.0,1.0,3.0,20.0,2.0,0.0223707718562,0.0183156388887,4.0,2.0,0.0,0.0
"(12, 10)",1,48.0,1.0,3.0,20.0,2.0,0.818730753078,0.0183156388887,4.0,2.0,24.0,0.0
"(12, 11)",1,48.0,1.0,3.0,20.0,2.0,0.0223707718562,0.0183156388887,4.0,2.0,24.0,3.0
"(12, 13)",1,48.0,0.5,3.0,19.5,2.0,0.818730753078,0.0183156388887,4.0,2.0,24.0,0.0
"(12, 14)",1,48.0,1.0,3.0,20.0,2.0,0.0223707718562,0.0183156388887,4.0,2.0,24.0,0.0
"(13, 10)",1,48.0,1.0,3.0,21.0,2.0,0.0183156388887,0.0149955768205,4.0,2.0,24.0,0.0
"(13, 11)",1,48.0,1.0,3.0,21.0,2.0,0.818730753078,0.0149955768205,4.0,2.0,24.0,3.0
"(13, 13)",1,48.0,0.5,3.0,20.5,2.0,0.0183156388887,0.0149955768205,4.0,2.0,24.0,0.0
"(13, 14)",1,48.0,1.0,3.0,21.0,2.0,0.818730753078,0.0149955768205,4.0,2.0,24.0,0.0
"(15, 3)",1,0.0,1.0,3.0,14.0,2.0,0.0742735782143,0.0608100626252,4.0,4.0,0.0,0.0
"(15, 4)",1,0.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(15, 5)",1,0.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(15, 7)",1,0.0,4.0,3.0,17.0,2.0,0.818730753078,0.0333732699603,3.0,4.0,0.0,0.0
"(15, 10)",1,48.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,6.33333333333,4.0,24.0,0.0
"(15, 11)",1,48.0,1.0,3.0,14.0,2.0,0.818730753078,0.0608100626252,6.33333333333,4.0,24.0,3.0
"(15, 13)",1,48.0,0.5,3.0,13.5,2.0,0.818730753078,0.0608100626252,6.33333333333,4.0,24.0,0.0
"(16, 4)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(16, 5)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(16, 7)",1,0.0,4.0,3.0,18.0,2.0,0.0608100626252,0.0273237224473,3.0,4.0,0.0,0.0
"(16, 10)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,24.0,0.0
"(16, 11)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,6.33333333333,4.0,24.0,3.0
"(16, 13)",1,48.0,0.5,3.0,14.5,2.0,0.818730753078,0.0497870683679,6.33333333333,4.0,24.0,0.0
"(18, 2)",1,0.0,3.0,6.0,12.0,0.0,0.165298888222,0.0907179532894,3.0,6.33333333333,5.0,0.0
"(18, 3)",1,0.0,1.0,6.0,10.0,0.0,0.818730753078,0.135335283237,5.0,7.33333333333,5.0,0.0
"(18, 8)",1,0.0,4.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,5.0,7.33333333333,5.0,0.0
"(18, 14)",1,50.0,1.0,6.0,10.0,0.0,0.165298888222,0.135335283237,8.13333333333,7.33333333333,35.0,0.0
"(19, 3)",1,0.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,6.0,6.0,0.0,0.0
"(19, 4)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,7.0,6.0,30.0,0.0
"(19, 5)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,7.0,6.0,30.0,3.0
"(19, 8)",1,0.0,4.0,6.0,16.0,0.0,0.0907179532894,0.0407622039784,6.0,6.0,0.0,0.0
"(19, 14)",1,30.0,1.0,6.0,13.0,0.0,0.0907179532894,0.0742735782143,7.0,6.0,30.0,0.0
"(20, 4)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,0.0
"(20, 5)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,3.0
"(20, 9)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,3.0
"(20, 10)",1,0.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0
"(20, 11)",1,42.0,1.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,4.0,2.0,21.0,3.0
"(20, 13)",1,42.0,0.5,3.0,18.5,3.0,0.818730753078,0.0223707718562,4.0,2.0,21.0,0.0
"(23, 4)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,0.0
"(23, 5)",1,42.0,1.0,3.0,20.0,3.0,0.818730753078,0.0183156388887,4.0,2.0,21.0,3.0
"(23, 9)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,3.0
"(23, 11)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,3.0
"(23, 13)",1,42.0,0.5,3.0,19.5,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,0.0
"(25, 2)",1,0.0,3.0,6.0,13.0,0.0,0.818730753078,0.0742735782143,3.0,5.5,0.0,0.0
"(25, 8)",1,0.0,4.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,4.0,7.0,0.0,0.0
"(25, 9)",1,30.0,1.0,6.0,11.0,0.0,0.135335283237,0.110803158362,8.33333333333,7.0,30.0,3.0
"(25, 10)",1,30.0,1.0,6.0,11.0,0.0,0.135335283237,0.110803158362,5.0,5.5,30.0,0.0
"(25, 14)",1,30.0,1.0,6.0,11.0,0.0,0.135335283237,0.110803158362,5.0,5.5,30.0,0.0
"(26, 2)",1,0.0,3.0,3.0,14.0,3.0,0.110803158362,0.0608100626252,3.0,4.0,0.0,0.0
"(26, 8)",1,0.0,4.0,3.0,15.0,3.0,0.110803158362,0.0497870683679,4.0,4.0,0.0,0.0
"(26, 9)",1,42.0,1.0,3.0,12.0,3.0,0.110803158362,0.0907179532894,6.33333333333,4.0,21.0,3.0
"(26, 10)",1,0.0,1.0,3.0,12.0,3.0,0.110803158362,0.0907179532894,4.0,4.0,0.0,0.0
"(26, 11)",1,42.0,1.0,3.0,12.0,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,3.0
"(26, 13)",1,42.0,0.5,3.0,11.5,3.0,0.818730753078,0.0907179532894,6.33333333333,4.0,21.0,0.0
"(27, 4)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0
"(27, 5)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0
"(27, 8)",1,0.0,4.0,3.0,18.0,3.0,0.0608100626252,0.0273237224473,4.0,2.0,0.0,0.0
"(27, 9)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0
"(27, 10)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0
"(27, 11)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,2.0,21.0,3.0
"(27, 13)",1,42.0,0.5,3.0,14.5,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0
"(29, 3)",1,0.0,1.0,6.0,9.0,0.0,0.818730753078,0.165298888222,5.0,7.33333333333,5.0,0.0
"(29, 4)",1,50.0,1.0,6.0,9.0,0.0,0.201896517995,0.165298888222,8.13333333333,7.33333333333,35.0,0.0
"(29, 5)",1,50.0,1.0,6.0,9.0,0.0,0.818730753078,0.165298888222,8.13333333333,7.33333333333,35.0,3.0
"(29, 7)",1,0.0,4.0,6.0,12.0,0.0,0.201896517995,0.0907179532894,3.0,6.33333333333,5.0,0.0
"(29, 8)",1,0.0,4.0,6.0,12.0,0.0,0.201896517995,0.0907179532894,5.0,7.33333333333,5.0,0.0
"(30, 3)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(30, 5)",1,0.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,4.0,4.0,0.0,0.0
"(30, 7)",1,0.0,4.0,3.0,17.0,3.0,0.818730753078,0.0333732699603,3.0,4.0,0.0,0.0
"(30, 9)",1,0.0,1.0,3.0,14.0,3.0,0.0742735782143,0.0608100626252,4.0,4.0,0.0,0.0
"(30, 10)",1,42.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,0.0
"(30, 11)",1,42.0,1.0,3.0,14.0,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,3.0
"(30, 13)",1,42.0,0.5,3.0,13.5,3.0,0.818730753078,0.0608100626252,6.33333333333,4.0,21.0,0.0
"(31, 3)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(31, 5)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(31, 7)",1,0.0,4.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0
"(31, 10)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,0.0
"(31, 11)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,3.0
"(31, 13)",1,42.0,0.5,3.0,14.5,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0
"(33, 4)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,0.0
"(33, 5)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,3.0
"(33, 8)",1,0.0,4.0,6.0,17.0,0.0,0.0742735782143,0.0333732699603,4.0,4.0,0.0,0.0
"(33, 9)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,3.0
"(33, 10)",1,30.0,1.0,6.0,14.0,0.0,0.818730753078,0.0608100626252,5.0,4.0,30.0,0.0
"(33, 14)",1,30.0,1.0,6.0,14.0,0.0,0.0742735782143,0.0608100626252,5.0,4.0,30.0,0.0
"(34, 4)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0
"(34, 8)",1,0.0,4.0,3.0,18.0,2.0,0.0608100626252,0.0273237224473,4.0,2.0,0.0,0.0
"(34, 9)",1,0.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,0.0,0.0
"(34, 10)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0
"(34, 11)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,24.0,3.0
"(34, 13)",1,48.0,0.5,3.0,14.5,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0
"(34, 14)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,24.0,0.0
"(35, 4)",1,0.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0
"(35, 9)",1,0.0,1.0,3.0,19.0,2.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0
"(35, 10)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,0.0
"(35, 11)",1,48.0,1.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,24.0,3.0
"(35, 13)",1,48.0,0.5,3.0,18.5,2.0,0.0273237224473,0.0223707718562,4.0,2.0,24.0,0.0
"(35, 14)",1,48.0,1.0,3.0,19.0,2.0,0.0273237224473,0.0223707718562,4.0,2.0,24.0,0.0
"(39, 2)",1,0.0,3.0,3.0,17.0,3.0,0.0608100626252,0.0333732699603,3.0,4.0,0.0,0.0
"(39, 3)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(39, 9)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,3.0
"(39, 11)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,3.0
"(39, 13)",1,42.0,0.5,3.0,14.5,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0
"(39, 14)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0
"(40, 2)",1,0.0,3.0,3.0,19.0,3.0,0.0407622039784,0.0223707718562,3.0,4.0,0.0,0.0
"(40, 9)",1,42.0,1.0,3.0,17.0,3.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,21.0,3.0
"(40, 11)",1,42.0,1.0,3.0,17.0,3.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,21.0,3.0
"(40, 13)",1,42.0,0.5,3.0,16.5,3.0,0.0407622039784,0.0333732699603,6.33333333333,4.0,21.0,0.0
"(43, 3)",1,0.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,4.0,0.0,0.0
"(43, 7)",1,0.0,4.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0
"(43, 9)",1,0.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,4.0,4.0,0.0,0.0
"(43, 10)",1,42.0,1.0,3.0,15.0,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0
"(43, 11)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,6.33333333333,4.0,21.0,3.0
"(43, 13)",1,42.0,0.5,3.0,14.5,3.0,0.818730753078,0.0497870683679,6.33333333333,4.0,21.0,0.0
"(44, 7)",1,0.0,4.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,3.0,4.0,0.0,0.0
"(44, 9)",1,0.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,4.0,4.0,0.0,0.0
"(44, 10)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(44, 11)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(44, 13)",1,42.0,0.5,3.0,15.5,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(46, 3)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0
"(46, 5)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0
"(46, 9)",1,0.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0
"(46, 10)",1,42.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,21.0,0.0
"(46, 11)",1,42.0,1.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,4.0,2.0,21.0,3.0
"(46, 13)",1,42.0,0.5,3.0,17.5,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,0.0
"(46, 14)",1,42.0,1.0,3.0,18.0,3.0,0.0333732699603,0.0273237224473,4.0,2.0,21.0,0.0
"(48, 2)",1,0.0,3.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,3.0,4.0,0.0,0.0
"(48, 9)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(48, 11)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(48, 13)",1,42.0,0.5,3.0,15.5,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(48, 14)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,4.0,4.0,0.0,0.0
"(51, 4)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0
"(51, 5)",1,0.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,0.0,0.0
"(51, 8)",1,0.0,4.0,3.0,18.0,2.0,0.818730753078,0.0273237224473,4.0,2.0,0.0,0.0
"(51, 10)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0
"(51, 11)",1,48.0,1.0,3.0,15.0,2.0,0.0608100626252,0.0497870683679,4.0,2.0,24.0,3.0
"(51, 13)",1,48.0,0.5,3.0,14.5,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0
"(51, 14)",1,48.0,1.0,3.0,15.0,2.0,0.818730753078,0.0497870683679,4.0,2.0,24.0,0.0
"(52, 4)",1,0.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,0.0,0.0
"(52, 8)",1,0.0,4.0,3.0,19.0,2.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0
"(52, 10)",1,48.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,0.0
"(52, 11)",1,48.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,3.0
"(52, 13)",1,48.0,0.5,3.0,15.5,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,0.0
"(52, 14)",1,48.0,1.0,3.0,16.0,2.0,0.0497870683679,0.0407622039784,4.0,2.0,24.0,0.0
"(54, 3)",1,0.0,1.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,4.0,2.0,0.0,0.0
"(54, 5)",1,0.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,0.0,0.0
"(54, 10)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,0.0
"(54, 11)",1,42.0,1.0,3.0,19.0,3.0,0.818730753078,0.0223707718562,4.0,2.0,21.0,3.0
"(54, 13)",1,42.0,0.5,3.0,18.5,3.0,0.818730753078,0.0223707718562,4.0,2.0,21.0,0.0
"(54, 14)",1,42.0,1.0,3.0,19.0,3.0,0.0273237224473,0.0223707718562,4.0,2.0,21.0,0.0
"(55, 3)",1,0.0,1.0,3.0,20.0,3.0,0.818730753078,0.0183156388887,4.0,2.0,0.0,0.0
"(55, 10)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,0.0
"(55, 11)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,3.0
"(55, 13)",1,42.0,0.5,3.0,19.5,3.0,0.818730753078,0.0183156388887,4.0,2.0,21.0,0.0
"(55, 14)",1,42.0,1.0,3.0,20.0,3.0,0.0223707718562,0.0183156388887,4.0,2.0,21.0,0.0
"(57, 2)",1,0.0,3.0,6.0,17.0,0.0,0.818730753078,0.0333732699603,3.0,5.5,0.0,0.0
"(57, 9)",1,30.0,1.0,6.0,15.0,0.0,0.0608100626252,0.0497870683679,8.33333333333,7.0,30.0,3.0
"(57, 10)",1,30.0,1.0,6.0,15.0,0.0,0.818730753078,0.0497870683679,5.0,5.5,30.0,0.0
"(57, 14)",1,30.0,1.0,6.0,15.0,0.0,0.0608100626252,0.0497870683679,5.0,5.5,30.0,0.0
"(58, 2)",1,0.0,3.0,3.0,18.0,3.0,0.818730753078,0.0273237224473,5.33333333333,4.0,0.0,0.0
"(58, 4)",1,0.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,5.33333333333,4.0,0.0,0.0
"(58, 5)",1,0.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,5.33333333333,4.0,0.0,0.0
"(58, 10)",1,42.0,1.0,3.0,16.0,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(58, 11)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,3.0
"(58, 13)",1,42.0,0.5,3.0,15.5,3.0,0.818730753078,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(58, 14)",1,42.0,1.0,3.0,16.0,3.0,0.0497870683679,0.0407622039784,6.33333333333,4.0,21.0,0.0
"(60, 4)",1,42.0,1.0,3.0,15.0,3.0,0.0608100626252,0.0497870683679,4.0,2.0,21.0,0.0
